Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,58.4,21.6,.730,3.26,-0.43,16.70,7-2,51-20,73-7,44-36,100.0%,78.0%,77.8,20.3,1.5,0.2,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,56.5%,43.3%
2,Philadelphia 76ers,54.0,26.0,.675,-0.03,0.14,11.19,8-1,46-25,69-11,39-41,100.0%,21.2%,21,63.5,10.5,3,1.1,0.5,0.2,0.1,NA,99.7,0.2,0.1,NA,NA,,NA,24.7%,14.8%
3,New York Knicks,46.5,33.5,.581,0.00,0.46,6.33,5-4,41-30,61-19,31-49,93.6%,0.8%,0.7,7.1,30.8,20.8,14,9.4,6.6,4.2,NA,82.7,6.7,4.6,2.8,1.8,1.4,NA,7.0%,3.2%
4,Atlanta Hawks,43.8,36.2,.548,0.12,0.39,3.46,5-4,39-32,59-21,30-50,81.7%,53.9%,0.2,3.1,15.6,17.1,14.6,12.4,10.4,8.4,NA,63.0,10.6,8.7,6.7,5.5,5.6,NA,2.9%,1.2%
5,Indiana Pacers,43.0,37.0,.537,-0.53,0.47,2.37,6-4,37-33,58-22,28-52,76.2%,57.2%,0.1,2.1,11.6,14.4,14.3,13.6,10.8,9.4,NA,56.0,11.5,9.5,8.2,6.6,8.1,NA,2.3%,0.8%
6,Orlando Magic,42.3,37.7,.529,-1.83,0.44,2.18,5-4,37-34,59-21,27-53,71.0%,32.3%,0.1,1.5,8.5,12,12.7,12.4,12.5,11.5,NA,47.0,12,12.1,9.8,8.4,10.7,NA,1.9%,0.7%
7,Toronto Raptors,41.6,38.4,.520,3.72,0.29,2.16,4-5,38-33,56-24,23-57,64.2%,,NA,0.7,6.1,8.2,11.2,12.6,12.8,12.7,NA,38.7,12.5,12.9,11.4,10.5,14.0,NA,1.5%,0.5%
8,Brooklyn Nets,41.7,38.3,.521,1.96,0.51,1.86,5-5,37-33,59-21,25-55,64.2%,,NA,0.7,6,8.8,11.2,12.1,12.9,12.5,NA,38.8,13.5,12.3,11.7,10.2,13.5,NA,1.5%,0.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Cleveland Cavaliers,40.6,39.4,.507,3.10,0.00,0.88,4-5,37-34,55-25,24-56,54.9%,24.7%,NA,0.6,4.2,6.7,8.4,10.5,12,12.5,NA,30.4,11.9,12.1,13.3,12.3,20.0,NA,0.9%,0.3%
10,Miami Heat,39.5,40.5,.494,-0.33,0.45,-1.13,6-4,34-36,54-26,21-59,42.6%,13.5%,NA,0.3,2.8,4.6,6,7.9,9.8,11.3,NA,21.5,9.7,11.8,13.3,13.7,30.1,NA,0.5%,0.1%
11,Milwaukee Bucks,39.1,40.9,.489,2.50,0.31,-1.16,5-4,34-37,53-27,23-57,39.3%,15.7%,NA,0.2,2.3,3.9,5.7,7.1,9,11.1,NA,19.2,8.7,11,13.7,15,32.3,NA,0.4%,0.1%
12,Chicago Bulls,34.3,45.7,.429,-0.31,0.69,-3.71,4-6,30-40,51-29,19-61,8.3%,2.2%,NA,NA,0.2,0.3,0.7,1.1,2.1,3.9,NA,2.3,1.9,3.3,5.6,8.6,78.4,NA,,
13,Charlotte Hornets,31.2,48.8,.390,0.39,0.87,-6.61,3-6,28-43,46-34,17-63,1.7%,0.2%,NA,NA,NA,0.1,0.1,0.1,0.4,1,NA,0.3,0.4,0.6,1.7,3.1,94.1,NA,,
14,Washington Wizards,31.0,49.0,.387,1.41,0.65,-6.15,2-7,29-42,46-34,14-66,1.7%,0.2%,NA,NA,NA,NA,0.1,0.2,0.4,1,NA,0.3,0.3,0.7,1.3,2.9,94.5,NA,,
