Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.7,19.3,.764,0.89,-0.93,10.92,24-6,39-13,73-9,49-33,100.0%,83.7%,83,15.2,1.7,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,48.3%,35.5%
2,Philadelphia 76ers,58.9,23.1,.718,-0.61,-0.55,10.43,21-9,38-14,70-12,45-37,100.0%,16.3%,15.9,69.1,14.1,0.8,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,39.8%,27.9%
3,Milwaukee Bucks,53.7,28.3,.654,-1.08,0.35,4.89,23-8,31-20,66-16,41-41,99.9%,93.7%,1.2,14.7,68,10.8,3.5,1.5,0.3,0.1,NA,99.5,0.4,0.1,NA,NA,,NA,6.3%,2.6%
4,Orlando Magic,47.4,34.6,.578,0.06,-0.60,2.26,18-12,29-23,59-23,36-46,93.3%,57.8%,NA,0.5,7.1,31.4,21.8,16.4,10.4,5.7,NA,77.2,12.5,6.5,2.6,0.9,0.3,NA,1.7%,0.5%
5,Cleveland Cavaliers,45.9,36.1,.560,1.02,-0.75,1.28,18-13,28-23,59-23,33-49,87.3%,5.3%,NA,0.2,3.5,15.2,21.5,21.6,15.2,10,NA,62.1,18,12.1,5,2.1,0.7,NA,1.0%,0.3%
6,Miami Heat,46.0,36.1,.560,-0.74,0.00,1.13,19-12,27-24,57-25,34-48,87.6%,41.3%,NA,0.1,2.7,21,20.1,19.5,14.7,9.4,NA,63.5,17,11.5,5.5,1.9,0.7,NA,0.8%,0.2%
7,New York Knicks,45.9,36.1,.560,0.23,0.32,2.53,17-13,29-23,59-23,33-49,89.5%,,NA,0.1,2.4,16.3,22.9,22.1,16.2,9.6,NA,63.7,17.5,11.4,4.8,1.7,0.9,NA,1.4%,0.5%
8,Indiana Pacers,42.4,39.6,.518,-0.57,0.46,0.80,16-14,26-26,55-27,30-52,61.5%,1.0%,NA,NA,0.5,3.5,7,11.9,20.1,18.5,NA,22.9,18.2,23.9,17.8,9.8,7.5,NA,0.4%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Brooklyn Nets,40.1,41.9,.489,-0.07,0.20,-0.17,15-16,25-26,56-26,27-55,38.3%,,NA,NA,NA,0.6,2.2,4.5,12.3,18.6,NA,7.4,9.6,17.8,25.4,20.8,19.0,NA,0.2%,0.1%
10,Atlanta Hawks,38.2,43.8,.466,0.25,-0.02,-0.18,12-18,26-26,51-31,25-57,21.2%,0.9%,NA,NA,NA,0.2,0.5,1.5,5.9,13.1,NA,2.2,3.5,8.5,17.9,25.4,42.5,NA,0.1%,
11,Toronto Raptors,36.4,45.6,.444,0.19,0.02,-1.11,12-18,24-28,49-33,24-58,11.5%,,NA,NA,NA,NA,0.2,0.6,2.7,8.1,NA,0.8,1.8,4.2,10.5,17.7,65.2,NA,,
12,Chicago Bulls,36.6,45.4,.446,0.49,-0.58,-2.12,14-19,23-26,49-33,24-58,10.0%,,NA,NA,NA,NA,0.2,0.4,2.4,6.9,NA,0.7,1.5,4.1,10.5,19.9,63.3,NA,,
13,Charlotte Hornets,21.4,60.6,.261,0.60,0.42,-10.16,7-22,14-39,33-49,11-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,19.6,62.4,.239,0.34,0.46,-9.83,5-25,15-37,32-50,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.8,66.2,.193,1.05,0.02,-10.30,2-29,14-37,27-55,6-76,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,57.2,24.8,.698,0.35,-0.78,6.35,23-7,34-18,70-12,45-37,100.0%,49.0%,48.8,30.6,17.2,2.8,0.6,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,24.0%,7.5%
2,Oklahoma City Thunder,56.3,25.7,.687,0.38,-0.79,8.06,20-9,36-17,68-14,43-39,100.0%,35.2%,35,35.9,23.1,4.8,0.9,0.3,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,37.6%,15.3%
3,Denver Nuggets,54.7,27.3,.667,-0.01,-0.52,5.93,23-10,32-17,66-16,41-41,100.0%,15.8%,15.6,29.4,42.7,9.4,2.2,0.5,0.1,0.1,NA,99.8,0.1,NA,NA,NA,,NA,19.6%,6.3%
4,Los Angeles Clippers,48.2,33.8,.587,-0.62,0.05,3.58,18-12,30-22,62-20,33-49,94.5%,69.3%,0.5,2.9,9.9,37.8,19.8,12,6.8,4.8,NA,82.9,7.7,4.8,2.7,1.5,0.4,NA,7.5%,1.5%
5,Houston Rockets,45.6,36.4,.556,0.09,-0.51,2.88,15-14,31-22,58-24,33-49,81.7%,50.4%,0.1,0.6,3,14.7,22.5,16.7,13.6,10.7,NA,57.5,13.3,11.3,9,6.2,2.8,NA,4.1%,0.7%
6,New Orleans Pelicans,44.5,37.5,.543,-0.82,0.23,1.65,18-14,27-23,58-24,32-50,71.5%,29.1%,0.1,0.3,1.3,9.5,14.5,15.3,16.3,14.2,NA,41.0,16.3,15.4,12.6,10,4.8,NA,2.1%,0.3%
7,Golden State Warriors,44.0,38.0,.536,1.13,-0.95,1.94,15-16,29-22,58-24,29-53,68.8%,12.5%,NA,0.2,1,7,11.1,17.6,16.4,15.6,NA,36.8,16.5,14.7,14,11.4,6.6,NA,2.3%,0.4%
8,Sacramento Kings,43.7,38.3,.533,0.73,-0.02,0.25,17-12,27-26,56-26,30-52,61.5%,11.9%,NA,0.2,0.8,6.3,11,13.7,14.8,14.8,NA,31.9,15.4,16.6,15.9,13.1,7.1,NA,0.9%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Dallas Mavericks,43.4,38.6,.529,-0.74,0.25,0.39,18-14,25-25,56-26,31-51,59.8%,20.6%,NA,0.1,0.7,4.8,11.2,12.9,14.4,15.8,NA,29.6,15,16.1,17.2,14.1,8.0,NA,1.1%,0.1%
10,Los Angeles Lakers,42.1,39.9,.513,0.02,0.30,0.17,17-15,25-25,58-24,29-53,45.8%,5.5%,NA,NA,0.3,2.6,5.3,9,13.1,15.6,NA,17.1,12,14.6,18.4,23,14.8,NA,0.7%,0.1%
11,Phoenix Suns,38.9,43.1,.475,-1.51,0.63,-1.01,15-15,24-28,51-31,24-58,16.4%,0.9%,NA,NA,NA,0.4,1,2,4.6,8.5,NA,3.4,3.6,6.5,10.2,20.4,55.9,NA,0.1%,
12,Utah Jazz,29.1,52.9,.354,-0.87,1.40,-6.68,13-19,16-34,42-40,19-63,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.2,99.8,NA,,
13,Memphis Grizzlies,28.6,53.4,.349,-0.11,0.28,-6.27,10-20,19-33,45-37,18-64,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
14,Portland Trail Blazers,24.2,57.8,.295,-0.98,1.26,-7.15,8-22,16-36,38-44,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,18.9,63.1,.230,1.05,0.33,-10.45,5-25,14-38,31-51,8-74,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
