Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,61.1,20.9,.745,1.24,-1.04,10.39,21-6,40-15,72-10,48-34,100.0%,71.3%,44.3%,31.4%,61,1,0.314,bos,Celtics
2,Philadelphia 76ers,58.9,23.1,.719,-0.95,-0.46,10.37,20-8,39-15,70-12,46-36,100.0%,28.7%,43.9%,31.3%,59,1,0.313,phi,76ers
3,Milwaukee Bucks,51.9,30.1,.633,-1.46,0.41,3.93,21-7,31-23,63-19,37-45,99.6%,93.0%,5.0%,1.8%,52,0.996,0.018000000000000002,mil,Bucks
4,Orlando Magic,47.1,34.9,.574,-0.18,-0.53,2.45,16-11,31-24,59-23,33-49,94.0%,71.9%,1.9%,0.6%,47,0.94,0.006,orl,Magic
5,New York Knicks,46.5,35.5,.567,-0.53,0.57,2.80,16-11,30-25,61-21,34-48,93.0%,,2.5%,0.9%,46,0.93,0.009000000000000001,ny,Knicks
6,Cleveland Cavaliers,44.3,37.7,.540,1.07,-0.76,0.76,16-13,28-25,57-25,32-50,79.3%,5.6%,0.8%,0.1%,44,0.7929999999999999,0.001,cle,Cavaliers
7,Miami Heat,43.4,38.6,.529,-1.27,0.27,0.11,17-12,26-27,58-24,29-53,72.2%,23.4%,0.7%,0.1%,43,0.722,0.001,mia,Heat
8,Indiana Pacers,40.9,41.1,.498,-0.97,0.52,-0.01,14-13,27-28,54-28,28-54,48.5%,1.3%,0.2%,0,41,0.485,0,ind,Pacers
9,Brooklyn Nets,40.8,41.2,.498,0.40,-0.19,0.48,13-15,28-26,58-24,26-56,49.5%,,0.4%,0.2%,41,0.495,0.002,bkn,Nets
10,Atlanta Hawks,40.1,41.9,.489,0.43,-0.23,0.35,12-16,28-26,52-30,27-55,39.3%,4.7%,0.2%,0,40,0.39299999999999996,0,atl,Hawks
11,Chicago Bulls,37.2,44.8,.453,0.10,-0.44,-1.93,13-17,24-28,50-32,24-58,14.0%,0.1%,0.1%,0,37,0.14,0,chi,Bulls
12,Toronto Raptors,36.3,45.7,.443,0.67,-0.25,-1.55,11-17,25-29,49-33,23-59,10.7%,,,0,36,0.107,0,tor,Raptors
13,Charlotte Hornets,22.1,59.9,.270,0.23,0.53,-10.35,7-19,15-41,36-46,11-71,0,,,0,22,0,0,cha,Hornets
14,Washington Wizards,21.0,61.0,.256,0.23,0.38,-9.31,5-23,16-38,33-49,9-73,0,,,0,21,0,0,wsh,Wizards
15,Detroit Pistons,15.8,66.2,.193,0.61,0.27,-11.14,2-26,14-40,28-54,6-76,0,,,0,16,0,0,det,Pistons
1,Minnesota Timberwolves,57.1,24.9,.696,0.01,-0.52,6.78,21-6,36-19,69-13,44-38,100.0%,55.0%,25.0%,8.8%,57,1,0.08800000000000001,min,T-Wolves
2,Oklahoma City Thunder,55.8,26.2,.680,0.25,-0.58,7.94,18-8,38-18,67-15,42-40,99.9%,32.5%,32.0%,12.9%,56,0.9990000000000001,0.129,okc,Thunder
3,Denver Nuggets,53.6,28.4,.654,0.80,-0.79,5.66,20-10,34-18,64-18,40-42,99.7%,12.5%,16.3%,5.2%,54,0.997,0.052000000000000005,den,Nuggets
4,LA Clippers,49.8,32.2,.608,-0.59,0.01,4.91,17-11,33-21,63-19,36-46,96.5%,70.1%,11.7%,3.5%,50,0.965,0.035,lac,Clippers
5,Houston Rockets,47.4,34.6,.578,0.08,-0.50,3.96,14-12,33-23,59-23,35-47,88.4%,57.4%,6.6%,1.6%,47,0.884,0.016,hou,Rockets
6,Sacramento Kings,46.4,35.6,.566,0.98,-0.11,1.54,17-10,29-26,59-23,32-50,79.2%,17.9%,2.3%,0.4%,46,0.792,0.004,sac,Kings
7,New Orleans Pelicans,46.1,35.9,.562,-0.38,0.03,2.21,17-12,29-24,60-22,32-50,78.8%,33.9%,2.9%,0.5%,46,0.7879999999999999,0.005,no,Pelicans
8,Golden State Warriors,45.2,36.8,.551,1.58,-1.02,2.40,14-14,31-23,56-26,33-49,73.1%,11.0%,2.6%,0.6%,45,0.731,0.006,gs,Warriors
9,Dallas Mavericks,42.7,39.3,.521,-0.47,0.19,-0.18,16-12,27-27,57-25,30-52,45.2%,8.7%,0.3%,0,43,0.452,0,dal,Mavericks
10,Los Angeles Lakers,40.4,41.6,.493,-0.13,0.55,-0.61,15-14,25-28,54-28,27-55,26.1%,0.8%,0.2%,0,40,0.261,0,lal,Lakers
11,Phoenix Suns,38.5,43.5,.469,-1.69,0.78,-1.23,14-14,24-30,51-31,25-57,13.1%,0.3%,0.1%,0,38,0.131,0,phx,Suns
12,Utah Jazz,27.8,54.2,.338,-0.48,1.20,-7.31,11-18,17-36,41-41,15-67,0,,,0,28,0,0,uta,Jazz
13,Memphis Grizzlies,27.5,54.5,.335,-0.43,0.49,-6.17,8-19,20-35,45-37,15-67,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.5,57.5,.299,-0.93,1.21,-7.19,7-20,18-37,38-44,12-70,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,19.6,62.4,.239,1.85,0.04,-10.04,4-23,16-39,32-50,7-75,0,,,0,20,0,0,sa,Spurs
