Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,63.5,18.5,.775,0.37,-0.93,11.17,28-7,36-11,73-9,49-33,100.0%,98.5%,98.4,1.5,0.1,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,62.4%,46.1%
2,Philadelphia 76ers,54.9,27.1,.670,-0.67,-0.51,7.56,23-12,32-15,66-16,42-40,99.9%,1.5%,1.5,66.9,21.7,6.4,2.4,0.8,0.2,0.1,NA,99.7,0.3,0.1,NA,NA,,NA,21.3%,11.9%
3,Milwaukee Bucks,51.5,30.5,.629,-1.01,0.52,3.77,25-11,27-19,63-19,38-44,99.4%,79.2%,0.2,22.6,40.6,18.3,9.8,5.7,1.6,0.8,NA,97.1,2.2,0.7,0.1,NA,,NA,4.9%,1.8%
4,New York Knicks,48.4,33.6,.591,0.31,-0.07,3.64,21-15,27-19,61-21,36-46,96.6%,,NA,3.6,13.5,24.9,22.7,17.1,10,4.8,NA,81.8,12.2,5.3,0.6,0.1,,NA,4.6%,1.7%
5,Orlando Magic,47.4,34.6,.578,0.09,-0.93,2.04,21-15,26-20,58-24,36-46,94.1%,75.6%,NA,2.6,11.1,20.8,21.5,18.7,12.6,6.9,NA,74.6,14.5,8.8,1.5,0.4,0.1,NA,2.1%,0.5%
6,Cleveland Cavaliers,46.2,35.8,.564,0.00,-0.47,1.72,21-15,25-21,59-23,33-49,89.7%,8.7%,NA,1.4,5,11.9,16.8,21.6,21.1,12,NA,56.6,23.8,15.7,3,0.7,0.3,NA,1.5%,0.5%
7,Indiana Pacers,46.2,35.8,.563,-0.18,0.00,2.48,20-15,26-21,58-24,35-47,90.6%,12.1%,NA,1.2,6.5,12.6,17.7,21.8,19.3,11.5,NA,59.9,21.5,14.4,3.3,0.7,0.3,NA,2.3%,0.7%
8,Miami Heat,43.8,38.2,.534,-0.91,0.00,-0.02,20-15,24-23,56-26,31-51,73.8%,24.1%,NA,0.2,1.4,5.2,8.8,13.1,25.4,19.7,NA,28.8,21.2,35.2,10,3.2,1.6,NA,0.7%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Toronto Raptors,37.0,45.0,.451,-0.18,0.04,-0.88,15-21,22-24,49-33,26-56,16.1%,,NA,NA,NA,NA,0.1,0.4,3.1,12.5,NA,0.5,1.3,6,21.4,23.9,46.8,NA,0.1%,
10,Brooklyn Nets,36.4,45.6,.444,-0.16,0.18,-1.80,16-21,20-25,48-34,24-58,13.6%,,NA,NA,NA,NA,0.1,0.2,2.5,10.7,NA,0.4,0.9,5.1,20.5,23.4,49.6,NA,,
11,Atlanta Hawks,36.2,45.8,.442,0.06,-0.05,-1.48,14-21,22-25,48-34,24-58,11.6%,0.3%,NA,NA,NA,NA,0.1,0.2,1.7,9.6,NA,0.3,0.7,3.4,16.5,22.9,56.3,NA,,
12,Chicago Bulls,37.0,45.0,.452,0.50,-0.81,-1.91,16-21,21-24,48-34,25-57,14.5%,,NA,NA,NA,NA,NA,0.5,2.6,11.4,NA,0.5,1.4,5.4,23.1,24.7,45.0,NA,,
13,Charlotte Hornets,21.2,60.8,.259,0.48,0.27,-10.13,8-25,13-36,32-50,11-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,18.0,64.0,.219,0.10,0.45,-10.82,6-29,12-35,29-53,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.3,66.7,.186,0.75,-0.09,-10.36,3-33,12-34,26-56,5-77,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,56.5,25.5,.689,0.63,-1.01,8.19,23-11,33-15,69-13,45-37,100.0%,46.5%,45.6,30.8,15.5,6,1.7,0.3,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,37.9%,17.3%
2,Minnesota Timberwolves,56.2,25.8,.686,0.82,-1.04,6.10,25-10,31-16,67-15,42-40,100.0%,40.6%,39.7,33.3,17.9,6.4,2.3,0.3,0.1,0.1,NA,99.9,0.1,NA,NA,NA,,NA,21.3%,7.8%
3,Denver Nuggets,54.0,28.0,.658,-0.03,-0.37,5.39,26-12,28-16,65-17,41-41,99.9%,12.8%,12.4,23.8,35.4,18.5,7.3,1.9,0.5,0.2,NA,99.2,0.7,0.1,NA,NA,,NA,15.7%,5.5%
