Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.6,19.4,.763,0.02,-1.34,9.42,41-12,22-7,69-13,53-29,100.0%,100.0%,99.7,0.4,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,59.2%,42.2%
2,Cleveland Cavaliers,54.0,28.0,.658,-0.59,-0.37,5.15,35-17,19-11,62-20,44-38,100.0%,84.6%,0.3,76.9,14.3,5.8,2.1,0.5,NA,NA,NA,100.0,0.1,NA,NA,NA,,NA,15.4%,7.0%
3,Milwaukee Bucks,50.6,31.4,.617,-0.68,0.74,3.16,35-19,16-12,60-22,41-41,99.8%,15.2%,NA,12.9,39.5,25.9,15,5.3,1,0.3,NA,98.6,1.3,0.2,NA,NA,,NA,5.7%,2.0%
4,New York Knicks,49.9,32.1,.609,-0.49,0.49,4.47,33-21,17-11,58-24,40-42,99.6%,,NA,6.7,27.2,31.9,22.3,8.7,2.1,0.8,NA,96.7,3,0.3,NA,NA,,NA,9.8%,4.0%
5,Philadelphia 76ers,48.9,33.1,.596,-0.89,0.24,3.67,32-21,17-12,58-24,40-42,99.1%,,NA,2.9,15.4,25.7,32.8,16.4,4.1,1.7,NA,93.2,5.6,1.2,0.1,NA,,NA,6.4%,2.4%
6,Orlando Magic,45.5,36.5,.555,0.07,-1.37,0.90,29-24,16-13,54-28,35-47,92.0%,79.3%,NA,0.2,2.6,7.2,17,37.2,18.5,9.2,NA,64.3,23.4,10.8,1.3,0.2,,NA,1.4%,0.2%
7,Indiana Pacers,44.2,37.8,.539,-0.29,0.13,1.13,30-25,14-13,52-30,34-48,85.8%,0.3%,NA,0.1,0.8,2.8,8.2,21.1,34.8,18,NA,33.0,42.9,20.3,3.3,0.5,0.1,NA,1.5%,0.4%
8,Miami Heat,42.0,40.0,.513,-0.47,-0.42,-0.85,28-25,14-15,51-31,32-50,68.9%,20.2%,NA,NA,0.2,0.6,2.6,10.4,30.6,24.5,NA,13.8,20.7,49.1,12.7,3.2,0.6,NA,0.4%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.2,43.8,.465,-0.78,0.66,-1.89,26-28,12-16,47-35,29-53,25.6%,,NA,NA,NA,NA,NA,0.4,5.8,19.5,NA,0.4,2.2,11.1,44.8,26.5,15.1,NA,0.1%,
10,Atlanta Hawks,37.0,45.0,.451,0.17,-0.72,-2.02,24-30,13-15,47-35,28-54,17.2%,0.5%,NA,NA,NA,NA,NA,0.2,2,15,NA,0.2,0.7,4.5,23.3,40.7,30.8,NA,,
11,Brooklyn Nets,35.3,46.7,.430,0.11,-0.48,-1.14,21-31,14-16,45-37,26-56,11.8%,,NA,NA,NA,NA,NA,NA,1.2,10.6,NA,,0.2,2.6,14.3,27.5,55.4,NA,0.1%,
12,Toronto Raptors,30.4,51.6,.371,0.03,-0.31,-3.90,19-35,11-17,41-41,19-63,0.4%,,NA,NA,NA,NA,NA,NA,NA,0.3,NA,,NA,NA,0.3,1.6,98.1,NA,,
13,Charlotte Hornets,18.0,64.0,.219,-0.01,0.66,-11.39,12-41,6-23,27-55,12-70,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,16.8,65.2,.205,-0.02,0.30,-9.15,9-44,8-21,26-56,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,16.2,65.8,.198,0.17,0.06,-8.74,8-44,8-22,25-57,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,57.2,24.8,.697,0.24,-0.81,6.84,37-16,20-9,66-16,48-34,100.0%,61.9%,58.4,23.3,13,4.7,0.6,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,29.3%,13.9%
2,Oklahoma City Thunder,55.9,26.1,.682,0.07,-0.53,7.12,36-17,20-9,64-18,45-37,100.0%,32.9%,29.2,36.3,22.6,9.8,1.9,0.2,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,32.0%,15.5%
3,Los Angeles Clippers,53.9,28.1,.658,-0.16,0.26,5.42,35-17,19-11,62-20,44-38,100.0%,98.4%,7.7,27.5,31.6,24.5,7.2,1.2,0.2,NA,NA,99.7,0.2,0.1,NA,NA,,NA,16.4%,6.3%
4,Denver Nuggets,53.2,28.8,.649,0.34,-0.62,3.60,36-18,17-11,62-20,44-38,99.9%,5.2%,4.7,11.5,26.9,41.1,13.4,2.1,0.2,0.1,NA,99.6,0.3,0.1,NA,NA,,NA,7.9%,2.3%
5,New Orleans Pelicans,49.2,32.8,.600,0.01,-0.05,4.20,32-22,17-11,58-24,39-43,96.6%,81.7%,NA,1.4,5.2,15.9,47.3,17,6.4,3.4,NA,86.8,7.4,3.7,1.5,0.5,0.1,NA,8.0%,2.6%
6,Dallas Mavericks,45.9,36.1,.560,0.26,-0.25,1.27,31-23,15-13,55-27,37-45,73.5%,18.0%,NA,NA,0.3,1.8,12,21.7,21.6,16,NA,35.9,23.3,20.4,13.5,5.3,1.7,NA,1.5%,0.3%
7,Sacramento Kings,45.4,36.6,.553,0.38,0.71,0.89,30-22,15-15,55-27,36-46,68.7%,0.8%,NA,NA,0.2,1.2,7.1,23.3,20.4,16.5,NA,31.8,22.8,20.6,15.1,6.8,2.8,NA,1.0%,0.1%
8,Phoenix Suns,45.5,36.5,.555,-1.06,1.87,1.92,31-22,14-15,56-26,37-45,70.1%,0.6%,NA,NA,0.1,1,7.3,21.6,22,18.1,NA,30.0,23.4,20,15.7,8.5,2.4,NA,1.6%,0.3%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,44.2,37.8,.539,0.79,-1.10,2.44,26-25,18-13,53-29,34-48,54.8%,0.2%,NA,NA,NA,0.1,2.8,10.2,19.3,22.4,NA,13.1,15.6,21.3,25.8,17.5,6.7,NA,2.0%,0.5%
10,Los Angeles Lakers,41.8,40.2,.510,0.57,0.25,-0.12,28-26,14-14,51-31,33-49,24.5%,0.1%,NA,NA,NA,NA,0.3,2.4,7.6,14.2,NA,2.7,5.7,10.6,19.2,32.8,29.0,NA,0.2%,
11,Houston Rockets,39.4,42.6,.481,0.26,-0.38,1.02,24-29,15-14,51-31,31-51,9.9%,0.3%,NA,NA,NA,NA,0.1,0.4,2,7.4,NA,0.5,1.1,2.8,7.1,20.5,68.0,NA,0.1%,
12,Utah Jazz,38.0,44.0,.464,0.35,0.88,-2.07,26-28,12-16,47-35,29-53,2.2%,,NA,NA,NA,NA,NA,0.1,0.3,1.9,NA,0.1,0.2,0.7,2,8,89.2,NA,,
13,Memphis Grizzlies,28.7,53.3,.350,0.78,-0.58,-5.57,18-36,11-17,37-45,20-62,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Portland Trail Blazers,23.6,58.4,.288,0.51,1.00,-7.72,15-37,9-21,33-49,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,18.4,63.6,.224,0.35,1.34,-8.01,11-43,7-21,26-56,12-70,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
