Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.0,25.0,.695,-0.38,0.44,5.72,43-17,14-8,64-18,48-34,100.0%,93.3%,33.0%,22.3%,57,1,0.223,bos
2,Milwaukee Bucks,54.8,27.2,.669,-0.11,0.23,3.11,41-17,14-10,64-18,45-37,100.0%,83.8%,12.4%,6.6%,55,1,0.066,mil
3,Philadelphia 76ers,52.5,29.5,.640,-0.31,0.90,3.61,39-19,13-11,61-21,44-38,100.0%,6.6%,14.2%,8.0%,52,1,0.08,phi
4,Cleveland Cavaliers,51.3,30.7,.625,0.04,-0.95,5.48,38-24,13-7,58-24,44-38,100.0%,16.3%,26.7%,17.8%,51,1,0.17800000000000002,cle
5,Brooklyn Nets,47.0,35.0,.573,0.04,0.22,1.76,34-24,13-11,56-26,39-43,97.3%,,4.2%,1.8%,47,0.973,0.018000000000000002,bkn
6,New York Knicks,45.1,36.9,.550,0.03,0.24,2.27,33-27,12-10,53-29,36-46,90.9%,,5.1%,2.4%,45,0.909,0.024,ny
7,Miami Heat,43.2,38.8,.527,-0.03,0.61,0.00,32-27,11-12,51-31,35-47,74.1%,70.0%,1.4%,0.4%,43,0.741,0.004,mia
8,Washington Wizards,40.7,41.3,.497,0.15,-0.19,0.44,28-30,13-11,49-33,33-49,46.9%,18.4%,1.2%,0.4%,41,0.469,0.004,wsh
9,Atlanta Hawks,40.0,42.0,.487,-0.21,0.68,-0.57,29-30,11-12,49-33,31-51,33.7%,11.5%,0.5%,0.2%,40,0.337,0.002,atl
10,Toronto Raptors,40.2,41.8,.490,0.01,0.39,0.94,29-31,11-11,49-33,32-50,39.2%,,1.0%,0.4%,40,0.392,0.004,tor
11,Chicago Bulls,37.8,44.2,.461,0.31,-0.35,0.02,26-33,12-11,46-36,29-53,14.5%,,0.3%,0.1%,38,0.145,0.001,chi
12,Indiana Pacers,35.4,46.6,.432,0.55,-0.67,-2.11,26-35,9-12,43-39,27-55,2.6%,,,0,35,0.026000000000000002,0,ind
13,Orlando Magic,34.4,47.6,.419,0.17,0.17,-2.52,25-35,9-13,43-39,27-55,0.8%,0.1%,,0,34,0.008,0,orl
14,Detroit Pistons,22.3,59.7,.272,0.72,-0.51,-6.78,15-45,7-15,31-51,15-67,0,,,0,22,0,0,det
15,Charlotte Hornets,24.5,57.5,.299,0.37,0.27,-6.05,17-43,8-14,33-49,18-64,0,,,0,24,0,0,cha
1,Denver Nuggets,55.4,26.6,.676,-0.28,-0.23,4.10,42-18,13-9,63-19,47-35,100.0%,100.0%,31.2%,15.5%,55,1,0.155,den
2,Memphis Grizzlies,50.0,32.0,.609,-0.06,-1.01,3.70,35-23,15-9,58-24,41-41,100.0%,96.4%,26.2%,12.1%,50,1,0.121,mem
3,Sacramento Kings,45.7,36.3,.557,-0.70,0.63,1.83,33-25,13-11,54-28,37-45,95.3%,59.4%,10.0%,3.2%,46,0.953,0.032,sac
4,Phoenix Suns,43.5,38.5,.531,-0.09,0.37,1.28,32-28,12-10,51-31,36-46,82.9%,25.4%,7.3%,2.1%,44,0.8290000000000001,0.021,phx
5,Dallas Mavericks,43.5,38.5,.531,-0.01,-0.76,0.89,32-29,12-9,52-30,36-46,82.1%,2.8%,5.8%,1.6%,44,0.821,0.016,dal
6,LA Clippers,42.9,39.1,.524,-0.61,1.15,-0.30,33-28,10-11,51-31,35-47,70.2%,13.0%,3.0%,0.7%,43,0.7020000000000001,0.006999999999999999,lac
7,New Orleans Pelicans,42.3,39.7,.516,0.05,-0.91,1.35,30-30,12-10,51-31,35-47,67.2%,0.8%,5.2%,1.5%,42,0.672,0.015,no
8,Oklahoma City Thunder,41.4,40.6,.504,0.04,-0.45,1.64,28-30,13-11,50-32,32-50,50.8%,,4.8%,1.6%,41,0.508,0.016,okc
9,Golden State Warriors,40.5,41.5,.493,-0.05,-0.08,-0.19,29-30,11-12,49-33,32-50,34.5%,2.1%,1.4%,0.3%,40,0.345,0.003,gs
10,Utah Jazz,40.9,41.1,.499,0.06,-0.49,0.41,30-31,11-10,48-34,33-49,43.4%,,2.4%,0.6%,41,0.434,0.006,uta
11,Minnesota Timberwolves,41.0,41.0,.501,-0.20,0.09,-0.26,31-30,10-11,49-33,34-48,45.4%,,1.7%,0.4%,41,0.45399999999999996,0.004,min
12,Portland Trail Blazers,39.1,42.9,.477,-0.11,0.07,-0.55,28-31,11-12,48-34,31-51,18.6%,,0.8%,0.2%,39,0.18600000000000003,0.002,por
13,Los Angeles Lakers,38.5,43.5,.469,-0.07,0.04,-0.99,28-32,10-12,47-35,30-52,9.7%,0.2%,0.3%,0.1%,38,0.09699999999999999,0.001,lal
14,Houston Rockets,20.0,62.0,.244,0.35,0.06,-8.05,13-45,7-17,29-53,13-69,0,,,0,20,0,0,hou
15,San Antonio Spurs,19.1,62.9,.233,0.32,0.18,-10.11,14-46,5-17,27-55,14-68,0,,,0,19,0,0,sa
