Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,58.4,22.6,.721,1.20,-0.47,10.76,14-4,44-19,71-10,44-37,100.0%,75.2%,43.7%,30.8%,58,1,0.308,bos,Celtics
2,Philadelphia 76ers,55.4,26.6,.676,1.32,-0.73,9.04,12-6,43-21,70-12,42-40,99.9%,23.9%,29.5%,18.6%,55,0.9990000000000001,0.18600000000000003,phi,76ers
3,Orlando Magic,51.3,30.7,.626,-0.93,-0.13,5.13,13-5,38-26,65-17,37-45,98.1%,87.6%,9.0%,4.2%,51,0.981,0.042,orl,Magic
4,New York Knicks,47.6,33.4,.587,-0.09,0.21,4.85,10-7,38-26,61-20,32-49,90.2%,0.8%,6.8%,3.1%,48,0.902,0.031,ny,Knicks
5,Milwaukee Bucks,47.4,33.6,.585,-0.61,0.27,2.50,13-5,34-29,61-20,33-48,88.5%,64.3%,3.3%,1.3%,47,0.885,0.013000000000000001,mil,Bucks
6,Brooklyn Nets,44.5,37.5,.543,1.05,-0.01,2.46,9-8,36-29,59-23,29-53,67.7%,0.1%,2.4%,1.0%,44,0.677,0.01,bkn,Nets
7,Cleveland Cavaliers,44.1,37.9,.537,1.72,-0.41,1.27,10-8,34-30,57-25,29-53,62.9%,19.4%,1.2%,0.3%,44,0.629,0.003,cle,Cavaliers
8,Atlanta Hawks,43.7,38.3,.533,1.46,-0.15,2.40,8-9,36-29,57-25,30-52,59.9%,7.7%,1.7%,0.6%,44,0.599,0.006,atl,Hawks
9,Indiana Pacers,42.9,38.1,.529,-1.14,0.39,1.74,9-7,34-31,57-24,27-54,56.2%,16.4%,1.4%,0.5%,43,0.562,0.005,ind,Pacers
10,Miami Heat,42.6,39.4,.520,-1.04,0.22,0.46,10-8,33-31,58-24,28-54,47.6%,4.7%,0.6%,0.2%,43,0.47600000000000003,0.002,mia,Heat
11,Toronto Raptors,40.6,41.4,.495,0.81,0.02,0.13,9-10,32-31,54-28,28-54,28.9%,,0.4%,0.1%,41,0.289,0.001,tor,Raptors
12,Chicago Bulls,29.9,52.1,.365,1.27,-0.20,-5.42,5-14,25-38,45-37,16-66,0.1%,,,0,30,0.001,0,chi,Bulls
13,Charlotte Hornets,26.9,55.1,.328,0.55,0.56,-8.51,5-11,22-44,44-38,13-69,0,,,0,27,0,0,cha,Hornets
14,Washington Wizards,23.9,58.1,.292,0.04,0.72,-8.46,3-15,21-43,38-44,12-70,0,,,0,24,0,0,wsh,Wizards
15,Detroit Pistons,21.9,60.1,.268,-0.24,0.63,-9.35,2-16,20-44,36-46,8-74,0,,,0,22,0,0,det,Pistons
1,Minnesota Timberwolves,56.1,25.9,.684,1.04,-1.14,7.81,13-4,43-22,69-13,41-41,100.0%,68.8%,34.6%,16.2%,56,1,0.162,min,T-Wolves
2,Oklahoma City Thunder,52.8,29.2,.644,-0.39,-0.57,7.26,11-6,42-23,65-17,38-44,99.6%,22.7%,29.5%,13.4%,53,0.996,0.134,okc,Thunder
3,Denver Nuggets,50.5,31.5,.615,-0.20,-0.55,4.22,13-6,37-26,66-16,35-47,98.2%,8.6%,13.4%,4.5%,50,0.982,0.045,den,Nuggets
4,Houston Rockets,45.7,36.3,.557,-0.37,-0.58,3.26,8-8,38-28,59-23,31-51,81.9%,44.6%,6.8%,1.8%,46,0.8190000000000001,0.018000000000000002,hou,Rockets
5,Dallas Mavericks,44.2,37.8,.539,-1.13,-0.12,0.28,11-6,33-32,60-22,30-52,69.2%,28.4%,2.1%,0.4%,44,0.6920000000000001,0.004,dal,Mavericks
6,New Orleans Pelicans,43.7,37.3,.539,1.04,-0.81,1.46,10-9,34-28,59-22,27-54,71.0%,26.9%,3.4%,0.8%,44,0.71,0.008,no,Pelicans
7,Golden State Warriors,43.7,38.3,.532,1.77,-0.98,1.88,8-10,36-28,59-23,27-55,66.9%,26.4%,3.3%,0.7%,44,0.669,0.006999999999999999,gs,Warriors
8,Phoenix Suns,43.1,37.9,.532,-2.67,0.20,0.60,11-7,32-31,56-25,30-51,63.2%,25.5%,1.9%,0.4%,43,0.632,0.004,phx,Suns
9,LA Clippers,42.9,39.1,.523,-2.02,0.11,1.92,8-9,35-30,59-23,29-53,60.0%,21.1%,3.1%,0.8%,43,0.6,0.008,lac,Clippers
10,Sacramento Kings,41.7,39.3,.515,0.23,0.08,-0.36,10-7,32-32,55-26,27-54,49.9%,16.4%,1.2%,0.2%,42,0.499,0.002,sac,Kings
11,Los Angeles Lakers,40.8,40.2,.504,-0.49,0.25,-0.86,11-8,30-32,56-25,26-55,40.2%,10.6%,0.8%,0.1%,41,0.402,0.001,lal,Lakers
12,Utah Jazz,26.9,55.1,.328,-1.41,0.93,-8.18,6-12,21-43,41-41,15-67,0,,,0,27,0,0,uta,Jazz
13,Portland Trail Blazers,26.3,55.7,.321,-0.95,0.64,-8.66,5-12,21-44,39-43,15-67,0,,,0,26,0,0,por,Blazers
14,Memphis Grizzlies,24.9,57.1,.303,-1.86,0.57,-8.97,4-13,21-44,40-42,13-69,0,,,0,25,0,0,mem,Grizzlies
15,San Antonio Spurs,21.9,60.1,.267,1.74,0.09,-11.15,3-14,19-46,37-45,9-73,0,,,0,22,0,0,sa,Spurs
