Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,63.0,19.0,.768,0.40,-1.29,10.40,32-9,31-10,72-10,52-30,100.0%,97.9%,97.8,2.1,0.2,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,58.5%,41.1%
2,Philadelphia 76ers,55.3,26.7,.675,-0.58,-0.75,7.47,26-13,29-14,65-17,43-39,100.0%,2.1%,2.1,71,18.5,5.6,1.8,0.8,0.2,0.1,NA,99.8,0.2,NA,NA,NA,,NA,24.1%,12.8%
3,Milwaukee Bucks,51.1,30.9,.623,-0.82,0.36,3.11,28-13,23-18,61-21,40-42,99.3%,60.9%,0.1,15.9,36.8,22.1,12.7,8,2.5,1.3,NA,95.5,3.5,1,NA,NA,,NA,4.4%,1.5%
4,Cleveland Cavaliers,48.9,33.1,.596,-0.24,-0.58,3.07,24-15,25-18,59-23,36-46,97.0%,26.5%,NA,5.3,17.4,21.4,20.8,16.9,10.2,5,NA,81.8,12.3,5.7,0.3,NA,,NA,3.7%,1.1%
5,New York Knicks,48.9,33.1,.597,-0.25,0.14,3.82,25-17,24-16,58-24,38-44,97.3%,,NA,3.9,14.6,24,22.9,17.8,9.5,4.6,NA,83.2,11.7,4.8,0.3,NA,,NA,5.1%,1.9%
6,Indiana Pacers,46.8,35.2,.570,-0.21,-0.17,2.01,24-17,23-18,57-25,35-47,92.2%,12.6%,NA,1.2,8.3,12.9,17.9,21.1,20.1,10.7,NA,61.4,22.1,15,1.4,0.2,,NA,2.3%,0.5%
7,Orlando Magic,45.5,36.5,.555,0.36,-1.44,1.24,22-19,24-17,56-26,34-48,87.5%,56.2%,NA,0.4,3,8.8,13.9,19.9,25.9,15.5,NA,46.1,25.2,24.9,3.1,0.5,0.1,NA,1.4%,0.3%
8,Miami Heat,44.4,37.6,.541,-0.96,0.01,-0.30,24-17,20-21,57-25,33-49,79.0%,43.6%,NA,0.2,1.3,5.3,9.8,15.2,26.9,20.2,NA,31.9,23.6,37.7,5.4,1.2,0.3,NA,0.5%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,37.7,44.3,.460,-0.10,-0.51,-2.23,20-23,18-21,49-33,27-55,19.4%,,NA,NA,NA,NA,0.1,0.2,2.8,16.4,NA,0.2,1,6.1,44.5,25.2,22.9,NA,,
10,Atlanta Hawks,35.8,46.2,.437,-0.17,0.01,-2.19,17-23,19-23,47-35,23-59,11.3%,0.2%,NA,NA,NA,NA,NA,0.1,1,10.2,NA,0.1,0.3,2.3,19.3,28.4,49.7,NA,,
11,Toronto Raptors,35.1,46.9,.428,0.05,-0.37,-1.26,16-26,19-21,45-37,24-58,9.5%,,NA,NA,NA,NA,NA,NA,0.7,8.9,NA,,0.1,1.5,13.5,24,60.9,NA,0.1%,
12,Brooklyn Nets,34.3,47.7,.418,-0.48,0.40,-2.31,16-24,18-24,48-34,23-59,7.7%,,NA,NA,NA,NA,NA,NA,0.4,7.3,NA,,0.1,1.1,12.2,20.5,66.1,NA,,
13,Washington Wizards,18.2,63.8,.222,-0.21,0.48,-9.86,7-33,11-31,28-54,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Charlotte Hornets,18.0,64.0,.219,0.16,0.45,-11.82,8-30,10-34,28-54,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,14.4,67.6,.175,0.32,0.10,-10.41,4-37,10-31,25-57,6-76,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,57.9,24.1,.706,0.65,-1.00,6.70,30-11,28-13,68-14,46-36,100.0%,56.3%,54.8,29.3,11.2,3.9,0.8,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,24.5%,10.4%
2,Oklahoma City Thunder,56.8,25.2,.693,0.14,-0.75,8.29,28-13,29-12,67-15,47-35,100.0%,38.7%,36.8,38.4,16.3,6.7,1.6,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,38.8%,18.8%
3,Denver Nuggets,53.3,28.7,.650,0.13,-0.42,5.09,28-14,25-15,64-18,42-40,99.9%,5.1%,4.7,13.9,33,31.8,14.7,1.7,0.2,0.1,NA,99.7,0.2,0.1,NA,NA,,NA,11.8%,3.6%
4,Los Angeles Clippers,52.5,29.5,.640,-0.11,-0.12,5.51,26-14,26-16,64-18,41-41,99.8%,98.2%,3.4,15.1,29.3,31.8,17.4,2.3,0.4,0.2,NA,99.3,0.5,0.2,NA,NA,,NA,13.4%,4.7%
5,New Orleans Pelicans,49.6,32.4,.605,-0.09,-0.11,4.75,25-17,25-15,60-22,39-43,98.9%,87.6%,0.3,3.3,9.9,23.1,47.3,10.9,2.7,1.4,NA,94.7,3.3,1.2,0.5,0.2,0.1,NA,8.9%,2.8%
6,Dallas Mavericks,43.7,37.3,.540,-0.40,0.46,0.70,24-18,20-19,53-28,33-48,74.7%,9.3%,NA,NA,0.2,1.5,8.1,30.2,19.8,14.9,NA,40.0,22.6,15.5,10.3,6.3,5.3,NA,0.8%,0.1%
7,Sacramento Kings,43.4,38.6,.529,0.24,0.56,0.50,23-18,20-21,54-28,33-49,64.6%,1.1%,NA,NA,0.1,0.6,4.9,23.1,20,16,NA,28.6,22,17.4,13.2,9.6,9.1,NA,0.6%,0.1%
8,Houston Rockets,41.7,40.3,.509,0.55,-0.60,1.10,19-21,23-19,53-29,30-52,47.8%,3.1%,NA,NA,NA,0.4,2.5,11,17,16.9,NA,13.9,15.3,17.1,16.2,15.4,22.1,NA,0.6%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Phoenix Suns,41.3,40.7,.504,-1.55,1.32,-0.05,22-18,19-23,55-27,31-51,39.4%,0.3%,NA,NA,NA,0.1,1.3,8.4,14.1,15.6,NA,9.8,13.2,16.2,17.4,16.6,26.8,NA,0.2%,
10,Golden State Warriors,38.5,41.6,.481,0.87,-0.69,-0.13,18-22,20-20,50-30,28-52,21.6%,0.1%,NA,NA,NA,0.1,0.4,3.6,7.3,10.2,NA,4.1,6.8,8.8,11.2,15.2,54.0,NA,0.3%,
11,Los Angeles Lakers,40.3,41.7,.492,0.55,0.15,-0.45,21-21,19-21,51-31,30-52,29.9%,0.3%,NA,NA,NA,NA,0.7,5.1,10.6,13.5,NA,5.9,8.8,13.1,17.2,18.7,36.3,NA,0.2%,
12,Utah Jazz,39.3,41.7,.485,0.27,0.54,-1.19,22-21,17-21,51-30,27-54,23.2%,,NA,NA,NA,NA,0.4,3.6,8,11.2,NA,4.0,7.2,10.4,13.9,17.8,46.7,NA,,
13,Memphis Grizzlies,31.5,50.5,.384,0.66,-0.31,-4.56,15-26,16-25,42-40,20-62,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,0.1,0.3,99.6,NA,,
14,Portland Trail Blazers,21.7,60.3,.265,0.08,1.25,-9.43,11-29,11-31,33-49,12-70,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,18.8,63.2,.230,0.69,0.57,-8.68,7-33,12-30,29-53,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
