Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,53.2,26.8,.665,-3.76,-0.04,14.64,5-0,48-27,69-11,37-43,100.0%,62.6%,34.1%,20.4%,53,1,0.204,bos
2,Philadelphia 76ers,51.1,28.9,.639,0.58,-0.38,12.78,4-1,47-28,66-14,37-43,99.9%,36.1%,28.6%,16.3%,51,0.9990000000000001,0.163,phi
3,Orlando Magic,47.6,32.4,.595,1.07,-0.47,7.23,4-2,44-30,61-19,32-48,98.5%,56.8%,14.0%,6.7%,48,0.985,0.067,orl
4,Atlanta Hawks,46.5,33.5,.581,-1.27,-0.02,6.40,4-2,42-32,61-19,28-52,97.0%,42.2%,11.5%,4.9%,46,0.97,0.049,atl
5,Toronto Raptors,42.1,37.9,.526,2.95,-0.05,2.66,3-4,39-34,57-23,26-54,85.1%,0.9%,4.3%,1.6%,42,0.851,0.016,tor
6,Milwaukee Bucks,40.5,39.5,.506,4.00,-0.17,-0.40,3-2,38-37,56-24,24-56,73.5%,69.8%,2.0%,0.6%,40,0.735,0.006,mil
7,New York Knicks,40.2,39.8,.502,1.28,0.33,1.28,2-4,38-36,56-24,24-56,70.2%,0.3%,2.8%,0.9%,40,0.7020000000000001,0.009000000000000001,ny
8,Brooklyn Nets,39.1,40.9,.489,-1.20,0.68,-0.87,3-3,36-38,54-26,25-55,60.6%,0.1%,1.5%,0.4%,39,0.606,0.004,bkn
9,Miami Heat,36.5,43.5,.457,1.57,0.13,-3.10,2-4,35-39,54-26,22-58,37.2%,0.9%,0.6%,0.2%,36,0.37200000000000005,0.002,mia
10,Cleveland Cavaliers,35.4,44.6,.442,-1.60,0.37,-4.45,3-4,32-41,52-28,19-61,27.2%,13.8%,0.3%,0.1%,35,0.272,0.001,cle
11,Indiana Pacers,34.2,45.8,.427,-3.33,0.70,-6.50,3-3,31-43,49-31,18-62,19.1%,10.0%,0.1%,0,34,0.191,0,ind
12,Detroit Pistons,32.6,47.4,.407,-3.99,0.57,-6.42,2-5,31-42,50-30,18-62,10.6%,4.9%,0.1%,0,33,0.106,0,det
13,Charlotte Hornets,32.9,47.1,.412,-1.58,0.73,-6.91,2-4,31-43,50-30,18-62,11.9%,0.1%,0.1%,0,33,0.11900000000000001,0,cha
14,Washington Wizards,31.2,48.8,.390,0.57,0.70,-9.63,1-4,30-45,48-32,15-65,5.5%,,,0,31,0.055,0,wsh
15,Chicago Bulls,30.0,50.0,.376,-0.46,0.51,-9.17,2-5,28-45,44-36,15-65,3.7%,1.5%,,0,30,0.037000000000000005,0,chi
1,Denver Nuggets,50.4,29.6,.630,-0.98,0.05,8.87,6-1,44-29,69-11,36-44,99.4%,54.5%,23.8%,12.1%,50,0.9940000000000001,0.121,den
2,Minnesota Timberwolves,49.4,30.6,.617,2.47,-0.09,12.07,3-2,46-29,64-16,32-48,99.1%,45.1%,27.0%,14.3%,49,0.991,0.14300000000000002,min
3,LA Clippers,49.3,30.7,.617,-0.09,-0.05,12.11,3-2,46-29,67-13,32-48,99.0%,73.1%,26.4%,14.2%,49,0.99,0.142,lac
4,Golden State Warriors,43.9,36.1,.548,-2.15,0.77,2.86,5-2,39-34,59-21,29-51,86.1%,13.8%,6.4%,2.2%,44,0.861,0.022000000000000002,gs
5,Dallas Mavericks,43.3,36.7,.541,-3.38,0.49,1.79,5-1,38-36,58-22,28-52,82.7%,71.1%,4.6%,1.6%,43,0.8270000000000001,0.016,dal
6,Los Angeles Lakers,42.1,37.9,.526,6.06,0.00,2.23,3-3,39-35,58-22,25-55,73.6%,7.3%,4.4%,1.5%,42,0.736,0.015,lal
7,Phoenix Suns,41.1,38.9,.514,0.25,0.35,1.82,3-4,38-35,58-22,26-54,66.2%,4.5%,3.5%,1.2%,41,0.662,0.012,phx
8,Sacramento Kings,38.6,41.4,.483,0.32,0.72,-0.88,2-3,37-38,55-25,22-58,42.4%,1.3%,1.3%,0.3%,39,0.424,0.003,sac
9,New Orleans Pelicans,37.2,42.8,.465,-1.20,0.76,-4.03,4-2,33-41,53-27,21-59,29.3%,11.0%,0.6%,0.2%,37,0.293,0.002,no
10,San Antonio Spurs,36.9,43.1,.462,2.72,0.28,-3.61,3-3,34-40,53-27,20-60,27.6%,9.4%,0.4%,0.1%,37,0.276,0.001,sa
11,Houston Rockets,36.5,43.5,.457,-0.26,0.35,-3.86,2-3,35-40,53-27,22-58,24.5%,8.4%,0.4%,0.1%,36,0.245,0.001,hou
12,Oklahoma City Thunder,37.1,42.9,.464,-2.06,0.88,-2.73,3-3,34-40,53-27,23-57,28.7%,0.2%,0.5%,0.1%,37,0.287,0.001,okc
13,Utah Jazz,36.2,43.8,.452,4.66,0.22,-2.48,2-5,34-39,52-28,20-60,22.1%,0.1%,0.5%,0.1%,36,0.221,0.001,uta
14,Portland Trail Blazers,35.7,44.3,.447,1.60,0.65,-3.83,3-4,33-40,51-29,21-59,18.6%,0.1%,0.3%,0.1%,36,0.18600000000000003,0.001,por
15,Memphis Grizzlies,29.1,50.9,.364,-1.88,1.08,-8.59,1-6,28-45,44-36,15-65,0.9%,0.2%,,0,29,0.009000000000000001,0,mem
