Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,60.7,19.3,.759,3.33,-0.70,15.83,10-2,51-17,75-5,48-32,100.0%,92.3%,92.1,7.3,0.5,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,60.9%,51.0%
2,Philadelphia 76ers,53.5,26.5,.669,1.77,-0.28,9.69,9-3,45-23,66-14,39-41,99.8%,7.2%,7.2,66.8,16.6,5.3,2.5,0.9,0.3,0.2,NA,99.3,0.4,0.2,0.1,NA,,NA,20.4%,13.2%
3,New York Knicks,48.2,31.8,.603,1.13,0.08,6.47,7-5,41-27,61-19,30-50,96.3%,0.5%,0.4,12.7,32.5,20.6,13.2,8.8,5.1,3,NA,88.2,5.1,3.5,1.9,1,0.4,NA,7.8%,4.1%
4,Indiana Pacers,44.9,35.1,.561,0.16,0.20,3.34,7-4,38-31,62-18,28-52,84.5%,45.3%,0.2,4.1,14.3,17.4,15.4,13.8,10.8,8.5,NA,65.1,11.1,8.9,6.7,4.6,3.6,NA,2.9%,1.2%
5,Milwaukee Bucks,44.9,35.1,.561,0.64,0.21,2.56,8-4,37-31,59-21,27-53,83.2%,41.4%,0.1,4.3,13.2,16.7,15.6,13.6,11.2,8.6,NA,63.5,11.7,9.9,6.9,4.9,3.2,NA,2.0%,0.8%
6,Atlanta Hawks,43.7,36.3,.546,1.23,-0.02,3.23,6-6,38-30,59-21,29-51,76.8%,53.9%,NA,2.2,8.8,14,15.4,13.9,12.1,10.4,NA,54.2,11.8,10.7,9.7,7.4,6.2,NA,2.2%,1.0%
7,Brooklyn Nets,42.2,37.8,.528,1.29,0.37,2.29,6-6,36-32,57-23,25-55,64.2%,,NA,0.8,4.1,7.6,10.1,12.7,15,14,NA,35.3,14.3,14.6,13.2,11.5,11.1,NA,1.5%,0.6%
8,Cleveland Cavaliers,41.5,38.5,.518,1.97,-0.04,1.13,6-6,35-33,57-23,25-55,56.4%,13.1%,NA,0.7,3.8,5.8,8.2,10.6,12.8,14.4,NA,29.2,13,13.7,14.3,14.3,15.6,NA,1.0%,0.3%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Miami Heat,40.9,39.1,.511,-1.17,0.39,-0.75,8-4,33-35,57-23,25-55,49.5%,23.9%,NA,0.5,2.9,5.1,8,9.5,10.4,13.2,NA,26.0,10.8,12.9,15,15.3,20.0,NA,0.4%,0.1%
