Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,54.7,27.3,.667,-0.32,0.00,5.50,28-12,27-15,68-14,43-39,100.0%,72.4%,30.7%,19.6%,55,1,0.196,bos
2,Brooklyn Nets,52.0,30.0,.634,-0.02,-0.03,4.03,26-13,26-17,62-20,40-42,99.8%,24.3%,18.3%,10.2%,52,0.998,0.102,bkn
3,Cleveland Cavaliers,50.9,31.1,.621,-0.07,-0.30,4.63,25-15,26-16,63-19,39-43,99.6%,76.7%,22.1%,12.8%,51,0.996,0.128,cle
4,Philadelphia 76ers,47.8,34.2,.582,-0.29,0.34,3.11,23-15,25-19,59-23,35-47,96.7%,2.8%,11.0%,5.1%,48,0.9670000000000001,0.051,phi
5,Milwaukee Bucks,47.3,34.7,.577,-0.13,0.23,1.08,25-14,22-21,59-23,33-49,94.8%,21.0%,4.7%,1.7%,47,0.948,0.017,mil
6,New York Knicks,45.2,36.8,.552,-0.31,0.44,2.56,22-18,23-19,57-25,34-48,87.9%,0.4%,7.4%,3.2%,45,0.879,0.032,ny
7,Indiana Pacers,42.9,39.1,.523,0.15,0.08,0.08,22-18,21-21,54-28,32-50,66.0%,1.8%,1.7%,0.6%,43,0.66,0.006,ind
8,Miami Heat,40.8,41.2,.497,-0.39,0.60,-0.61,21-19,20-22,52-30,30-52,45.7%,62.1%,1.0%,0.3%,41,0.457,0.003,mia
9,Chicago Bulls,41.2,40.8,.503,0.86,-0.63,0.43,19-21,22-20,53-29,30-52,51.0%,0.5%,1.6%,0.6%,41,0.51,0.006,chi
10,Washington Wizards,38.4,43.6,.468,0.61,-0.45,-0.39,17-23,21-21,51-31,26-56,22.1%,22.8%,0.5%,0.1%,38,0.221,0.001,wsh
11,Toronto Raptors,38.3,43.7,.467,0.68,-0.43,0.38,16-23,22-21,51-31,27-55,21.9%,,0.7%,0.3%,38,0.21899999999999997,0.003,tor
12,Atlanta Hawks,37.4,44.6,.456,-0.29,0.35,-1.57,18-21,19-24,49-33,26-56,14.2%,14.9%,0.1%,0,37,0.142,0,atl
13,Orlando Magic,31.4,50.6,.383,-0.14,0.48,-3.59,15-25,16-26,43-39,20-62,0.3%,0.3%,,0,31,0.003,0,orl
14,Charlotte Hornets,25.8,56.2,.315,0.46,0.15,-5.80,11-29,15-27,38-44,15-67,0,,,0,26,0,0,cha
15,Detroit Pistons,24.5,57.5,.299,0.62,0.06,-6.57,11-31,14-26,36-46,13-69,0,,,0,24,0,0,det
1,Memphis Grizzlies,52.9,29.1,.645,-0.03,-0.49,4.92,25-13,28-16,63-19,40-42,100.0%,76.7%,31.7%,17.6%,53,1,0.17600000000000002,mem
2,Denver Nuggets,50.2,31.8,.613,-0.37,0.10,2.55,26-13,24-19,62-20,39-43,99.6%,96.2%,14.1%,6.0%,50,0.996,0.06,den
3,New Orleans Pelicans,49.3,32.7,.602,-0.09,-0.34,3.91,24-16,25-17,61-21,37-45,99.5%,18.5%,22.7%,11.3%,49,0.995,0.113,no
4,Dallas Mavericks,46.3,35.7,.565,0.21,-0.43,1.93,23-17,23-19,58-24,35-47,95.5%,4.8%,9.9%,3.6%,46,0.955,0.036000000000000004,dal
5,Sacramento Kings,43.5,38.5,.530,-0.05,-0.31,1.03,20-18,23-21,55-27,31-51,78.7%,39.1%,4.9%,1.6%,44,0.787,0.016,sac
6,Phoenix Suns,43.5,38.5,.530,0.11,-0.07,2.24,20-20,23-19,55-27,32-50,82.9%,46.4%,8.6%,3.3%,44,0.8290000000000001,0.033,phx
7,Portland Trail Blazers,41.4,40.6,.505,-0.30,0.19,0.18,19-19,22-22,54-28,30-52,57.4%,1.9%,2.5%,0.7%,41,0.574,0.006999999999999999,por
8,Utah Jazz,40.9,41.1,.499,-0.14,0.03,0.65,20-22,21-19,51-31,28-54,52.8%,1.3%,2.6%,0.8%,41,0.528,0.008,uta
9,Golden State Warriors,39.5,42.5,.482,-0.21,0.29,-0.99,20-20,20-22,52-30,28-54,36.8%,7.1%,1.0%,0.2%,40,0.368,0.002,gs
10,LA Clippers,39.2,42.8,.478,-0.71,0.60,-1.74,21-20,18-23,51-31,29-53,28.0%,4.8%,0.4%,0.1%,39,0.28,0.001,lac
11,Minnesota Timberwolves,38.9,43.1,.474,-0.27,0.19,-0.82,19-21,20-22,50-32,27-55,27.5%,0.5%,0.8%,0.3%,39,0.275,0.003,min
12,Los Angeles Lakers,38.2,43.8,.466,-0.44,0.52,-1.31,19-21,19-23,50-32,27-55,18.5%,2.5%,0.3%,0.1%,38,0.185,0.001,lal
13,Oklahoma City Thunder,38.2,43.8,.466,0.23,-0.11,-0.28,17-22,21-22,49-33,26-56,22.9%,0.2%,0.7%,0.1%,38,0.22899999999999998,0.001,okc
14,San Antonio Spurs,24.7,57.3,.302,0.27,0.37,-8.30,13-27,12-30,37-45,15-67,0,,,0,25,0,0,sa
15,Houston Rockets,24.4,57.6,.298,0.33,0.18,-6.44,10-29,14-29,36-46,13-69,0,,,0,24,0,0,hou
