Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.3,26.7,.674,-0.33,0.06,5.17,35-15,20-12,65-17,46-36,100.0%,85.9%,31.3%,19.9%,55,1,0.19899999999999998,bos
2,Philadelphia 76ers,51.0,31.0,.622,-0.43,0.56,3.42,31-16,20-15,61-21,40-42,99.9%,12.4%,15.7%,8.2%,51,0.9990000000000001,0.08199999999999999,phi
3,Cleveland Cavaliers,50.4,31.6,.614,0.07,-0.69,4.65,30-20,20-12,59-23,40-42,99.6%,66.7%,24.5%,14.7%,50,0.996,0.147,cle
4,Milwaukee Bucks,49.1,32.9,.599,-0.10,0.18,1.46,31-17,18-16,59-23,38-44,98.8%,33.3%,6.9%,2.9%,49,0.988,0.028999999999999998,mil
5,Brooklyn Nets,48.2,33.8,.588,-0.23,0.33,2.44,29-19,19-15,57-25,37-45,98.4%,1.5%,9.7%,4.8%,48,0.9840000000000001,0.048,bkn
6,New York Knicks,44.2,37.8,.539,-0.18,0.45,1.86,27-23,17-15,54-28,32-50,80.9%,0.1%,5.6%,2.4%,44,0.809,0.024,ny
7,Miami Heat,43.7,38.3,.533,0.05,0.06,0.32,27-22,17-16,53-29,33-49,76.0%,70.6%,2.6%,0.8%,44,0.76,0.008,mia
8,Atlanta Hawks,40.8,41.2,.498,-0.23,0.30,-0.66,25-24,16-17,51-31,30-52,41.2%,20.1%,0.9%,0.3%,41,0.41200000000000003,0.003,atl
9,Washington Wizards,39.4,42.6,.480,0.39,-0.48,-0.30,22-26,17-17,50-32,30-52,27.1%,9.2%,0.7%,0.2%,39,0.271,0.002,wsh
10,Chicago Bulls,39.6,42.4,.483,0.47,-0.52,0.05,22-26,18-16,50-32,29-53,30.1%,,0.7%,0.2%,40,0.301,0.002,chi
11,Toronto Raptors,39.5,42.5,.481,0.40,-0.49,0.97,22-27,17-16,50-32,29-53,28.3%,,1.1%,0.4%,40,0.28300000000000003,0.004,tor
12,Indiana Pacers,38.7,43.3,.472,0.23,0.01,-1.47,24-26,15-17,50-32,28-54,19.3%,,0.2%,0,39,0.193,0,ind
13,Orlando Magic,33.0,49.0,.403,0.16,0.12,-3.03,19-29,14-20,44-38,23-59,0.5%,0.1%,,0,33,0.005,0,orl
14,Detroit Pistons,24.1,57.9,.294,0.90,-0.60,-6.64,13-37,11-21,34-48,16-66,0,,,0,24,0,0,det
15,Charlotte Hornets,25.3,56.7,.309,0.56,-0.12,-6.04,14-36,11-21,36-46,16-66,0,,,0,25,0,0,cha
1,Denver Nuggets,53.6,28.4,.654,-0.29,-0.04,3.75,34-15,20-13,64-18,44-38,100.0%,99.8%,25.5%,12.7%,54,1,0.127,den
2,Memphis Grizzlies,52.2,29.8,.637,-0.21,-0.37,4.34,31-17,21-13,62-20,42-40,100.0%,97.0%,28.8%,15.4%,52,1,0.154,mem
3,Sacramento Kings,46.9,35.1,.572,-0.32,-0.19,2.80,27-20,20-15,58-24,36-46,97.0%,79.0%,13.9%,6.0%,47,0.97,0.06,sac
4,New Orleans Pelicans,44.4,37.6,.542,-0.19,-0.14,2.10,26-23,18-15,54-28,34-48,87.5%,2.1%,9.6%,3.8%,44,0.875,0.038,no
5,Dallas Mavericks,42.7,39.3,.520,0.10,-0.41,0.54,26-24,17-15,53-29,32-50,70.8%,0.9%,3.6%,1.4%,43,0.708,0.013999999999999999,dal
6,Phoenix Suns,42.2,39.8,.514,0.21,-0.11,1.37,25-25,17-15,53-29,33-49,67.2%,12.1%,5.2%,1.9%,42,0.672,0.019,phx
7,Oklahoma City Thunder,41.7,40.3,.508,0.38,-0.58,1.32,23-25,19-15,52-30,32-50,58.8%,0.1%,4.6%,1.6%,42,0.588,0.016,okc
8,Utah Jazz,41.5,40.5,.506,-0.03,-0.03,1.03,25-26,16-15,52-30,31-51,57.1%,0.1%,3.6%,1.1%,42,0.5710000000000001,0.011000000000000001,uta
9,LA Clippers,40.9,41.1,.499,-0.94,1.33,-0.60,27-24,14-17,51-31,31-51,43.5%,4.4%,1.3%,0.4%,41,0.435,0.004,lac
10,Golden State Warriors,40.5,41.5,.494,-0.06,0.16,-0.39,24-24,17-17,50-32,30-52,41.1%,4.2%,1.3%,0.3%,40,0.41100000000000003,0.003,gs
11,Portland Trail Blazers,40.1,41.9,.489,-0.31,0.38,0.38,23-25,17-17,50-32,30-52,36.7%,,1.7%,0.5%,40,0.36700000000000005,0.005,por
12,Minnesota Timberwolves,39.7,42.3,.484,-0.52,0.79,-0.68,25-25,15-17,50-32,29-53,28.5%,,0.7%,0.2%,40,0.285,0.002,min
13,Los Angeles Lakers,37.9,44.1,.462,-0.24,0.50,-1.24,23-26,15-18,49-33,27-55,11.8%,0.4%,0.3%,0,38,0.11800000000000001,0,lal
14,Houston Rockets,20.9,61.1,.255,0.24,0.41,-7.47,11-38,10-23,31-51,13-69,0,,,0,21,0,0,hou
15,San Antonio Spurs,22.6,59.4,.276,0.44,0.17,-9.05,14-35,9-24,32-50,15-67,0,,,0,23,0,0,sa
