Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,65.0,17.0,.792,-0.40,-1.89,11.14,57-15,8-2,67-15,60-22,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,76.2%,61.1%
2,Milwaukee Bucks,51.7,30.3,.630,-0.32,0.75,3.27,46-26,6-4,56-26,46-36,100.0%,82.7%,NA,73.9,18.2,6.2,1.5,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,5.4%,2.1%
3,Cleveland Cavaliers,49.3,32.7,.601,-0.43,-0.62,2.84,44-29,5-4,53-29,44-38,99.9%,17.2%,NA,12.2,20.1,41.3,21.5,4,0.5,0.3,NA,99.1,0.7,0.2,NA,NA,,NA,3.8%,1.2%
4,New York Knicks,50.0,32.0,.609,-0.32,0.84,4.54,44-28,6-4,54-28,45-37,100.0%,,NA,12,50.7,25.2,10.1,1.7,0.1,0.1,NA,99.8,0.2,NA,NA,NA,,NA,8.9%,3.4%
5,Orlando Magic,47.6,34.4,.580,-0.47,-0.74,1.47,42-30,6-4,52-30,43-39,98.7%,88.2%,NA,1.8,10.4,23.8,45.8,11.6,3.3,2,NA,93.4,4.1,2.5,NA,NA,,NA,1.7%,0.5%
6,Indiana Pacers,45.6,36.4,.556,-0.18,-0.21,1.81,41-33,5-3,49-33,41-41,92.2%,0.1%,NA,NA,0.4,2.1,10.7,48.3,19.6,11.2,NA,61.4,26.5,12.1,0.1,NA,,NA,1.9%,0.4%
7,Miami Heat,44.6,37.4,.544,-0.41,-1.75,-0.01,39-33,6-4,49-33,40-42,82.6%,11.8%,NA,NA,0.1,1.1,8.4,20,32,21.1,NA,29.6,37.3,33,0.1,NA,,NA,0.7%,0.2%
8,Philadelphia 76ers,44.4,37.6,.542,-0.27,-2.06,1.81,39-34,5-4,48-34,39-43,84.8%,,NA,NA,NA,0.3,2,14.4,44.1,24,NA,16.8,31.1,51.5,0.7,NA,,NA,1.5%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.0,43.0,.475,-0.33,-0.08,-1.73,35-38,4-5,44-38,35-47,20.2%,,NA,NA,NA,NA,NA,NA,0.4,19.8,NA,,0.1,0.8,84.5,14.7,,NA,,
