Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,58.5,21.5,.731,3.28,-0.46,16.72,7-2,52-19,73-7,45-35,100.0%,82.9%,82.7,15.9,1.2,0.2,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,58.4%,44.5%
2,Philadelphia 76ers,53.1,26.9,.664,-0.06,0.13,11.19,7-1,46-26,68-12,37-43,99.9%,16.7%,16.6,65.7,11.5,3.6,1.5,0.7,0.3,0.2,NA,99.5,0.3,0.2,0.1,NA,,NA,23.7%,14.2%
3,New York Knicks,44.7,35.3,.559,0.84,0.39,5.22,4-4,41-31,60-20,30-50,87.4%,0.3%,0.3,4.7,20.7,18.9,14.7,11.8,9.4,6.9,NA,71.1,9.3,7.5,5,3.5,3.6,NA,5.0%,2.1%
4,Atlanta Hawks,43.8,36.2,.547,0.13,0.39,3.46,5-4,39-32,58-22,28-52,82.1%,52.0%,0.2,4.5,17.9,15.7,13.9,11.6,9.6,8.8,NA,63.8,10,8.6,7,4.7,6.0,NA,3.2%,1.1%
5,Indiana Pacers,43.3,36.7,.541,-1.91,0.61,2.54,6-3,37-34,58-22,29-51,79.4%,61.9%,0.1,3.6,15.7,15.4,14.5,12.2,9.7,8.4,NA,61.3,9.9,9.1,7,5.7,7.1,NA,2.7%,0.9%
6,Orlando Magic,42.4,37.6,.530,-1.83,0.42,2.17,5-4,37-34,57-23,26-54,72.4%,33.1%,0.1,2.4,10.4,12,12.7,12.6,12.1,10.3,NA,50.1,12.3,10.6,9.4,7.2,10.4,NA,2.0%,0.7%
7,Toronto Raptors,41.5,38.5,.518,3.66,0.26,2.10,4-5,37-34,56-24,25-55,64.0%,,NA,1,6.5,9,10.8,11.8,12.2,12.7,NA,39.1,12.8,11.7,11.6,9.5,15.2,NA,1.6%,0.6%
8,Brooklyn Nets,41.4,38.6,.517,3.01,0.37,2.01,4-5,37-34,58-22,26-54,63.6%,0.1%,NA,0.8,6,8.8,10.5,12.3,13,12.1,NA,38.5,11.9,13.1,11.5,10,14.9,NA,1.7%,0.6%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Cleveland Cavaliers,40.1,39.9,.501,2.62,0.07,0.40,4-5,36-35,56-24,25-55,50.6%,20.7%,NA,0.6,4,6.1,7.7,9.6,11,11.6,NA,28.0,11.2,11.4,12.7,12.1,24.6,NA,0.8%,0.2%
