Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,64.0,18.0,.781,0.11,-2.70,11.05,48-14,16-4,68-14,56-26,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,76.0%,59.0%
2,Cleveland Cavaliers,52.1,29.9,.635,-0.53,-0.25,3.99,40-22,12-8,59-23,43-39,100.0%,65.8%,NA,62.2,24.8,8.5,3.2,1,0.2,0.1,NA,99.7,0.3,NA,NA,NA,,NA,8.1%,3.1%
3,Milwaukee Bucks,51.2,30.8,.624,-0.79,1.84,3.05,41-22,10-9,58-24,44-38,100.0%,34.2%,NA,32.2,46.7,14.3,5.1,1.3,0.3,0.2,NA,99.5,0.4,0.1,NA,NA,,NA,4.5%,1.5%
4,Orlando Magic,47.9,34.1,.584,-0.39,-0.74,1.51,37-26,11-8,55-27,39-43,97.0%,71.3%,NA,3.5,13.8,30.2,23.5,14.8,7.2,4,NA,85.8,10.4,3.7,0.1,NA,,NA,1.8%,0.5%
5,New York Knicks,47.7,34.3,.582,-0.12,0.05,3.28,36-26,12-8,55-27,39-43,97.6%,,NA,1.4,9,25.5,30.7,17.8,8.9,4.5,NA,84.3,10.4,5.1,0.2,NA,,NA,4.7%,1.5%
6,Miami Heat,45.7,36.3,.558,-0.42,-0.79,0.31,35-27,11-9,54-28,38-44,88.2%,28.8%,NA,0.4,3.1,11.1,14.5,23.6,21.5,14,NA,52.7,24.4,21.5,1.4,NA,,NA,0.7%,0.1%
7,Philadelphia 76ers,46.0,36.0,.561,-0.62,0.12,2.46,35-27,11-9,54-28,38-44,90.4%,,NA,0.3,2.1,8,16.1,25.4,24.2,14.3,NA,51.9,25.9,20,2.2,0.1,,NA,2.8%,0.9%
8,Indiana Pacers,44.3,37.7,.540,-0.27,0.47,1.19,35-29,9-9,52-30,37-45,80.9%,0.1%,NA,0.1,0.5,2.6,6.9,15.7,33.7,21.5,NA,25.8,26.7,41.6,5.7,0.2,,NA,1.4%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.9,42.1,.487,-0.26,-0.35,-1.53,31-32,9-10,47-35,33-49,26.2%,,NA,NA,NA,NA,0.1,0.3,3.8,22,NA,0.4,1.5,7.7,77.2,12,1.3,NA,,
10,Atlanta Hawks,37.1,44.9,.452,-0.10,-0.24,-1.89,28-34,9-11,44-38,30-52,16.0%,,NA,NA,NA,NA,NA,NA,0.2,15.9,NA,,NA,0.3,11.5,70,18.2,NA,,
11,Brooklyn Nets,33.8,48.2,.412,0.19,-0.97,-1.94,25-38,9-10,42-40,26-56,3.6%,,NA,NA,NA,NA,NA,NA,NA,3.6,NA,,NA,NA,1.6,16.7,81.7,NA,,
12,Toronto Raptors,30.7,51.3,.374,0.00,-0.34,-3.89,23-40,8-11,38-44,23-59,0.2%,,NA,NA,NA,NA,NA,NA,NA,0.2,NA,,NA,NA,NA,1.2,98.8,NA,,
13,Charlotte Hornets,19.4,62.6,.236,-0.07,0.99,-10.49,15-47,4-16,26-56,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Detroit Pistons,15.9,66.1,.194,0.21,-0.26,-8.43,10-52,6-14,24-58,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Washington Wizards,14.7,67.3,.179,0.37,-0.62,-9.66,9-53,6-14,24-58,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,56.7,25.3,.692,-0.18,0.06,6.63,44-19,13-6,63-19,49-33,100.0%,46.1%,45.3,30.6,16.7,6.9,0.5,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,26.8%,9.5%
2,Oklahoma City Thunder,56.8,25.2,.693,-0.21,-0.02,7.39,43-19,14-6,63-19,50-32,100.0%,42.8%,42.1,34.6,16.5,6.3,0.4,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,35.3%,14.5%
3,Denver Nuggets,55.2,26.8,.673,0.23,-0.92,4.30,43-20,12-7,62-20,48-34,100.0%,11.0%,10.8,21.2,40.3,25,2.5,0.2,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,10.6%,2.9%
4,Los Angeles Clippers,53.3,28.7,.650,0.04,-0.02,4.70,40-21,13-8,60-22,44-38,99.9%,98.4%,1.9,13.3,24.3,48.6,11,0.9,0.1,NA,NA,99.8,0.2,NA,NA,NA,,NA,11.3%,2.9%
5,New Orleans Pelicans,49.3,32.7,.602,-0.22,0.41,4.91,37-25,12-8,56-26,42-40,98.2%,92.6%,NA,0.2,2.1,11.9,62.8,14.4,4.4,2.4,NA,91.3,5.2,2.3,0.8,0.3,,NA,10.3%,2.6%
6,Sacramento Kings,46.5,35.5,.567,0.44,0.71,0.88,36-26,10-10,54-28,38-44,79.5%,0.9%,NA,NA,0.1,0.7,9.8,36.6,18.7,13.6,NA,47.2,24.2,15.9,9.3,3.3,0.2,NA,1.1%,0.2%
7,Phoenix Suns,45.9,36.1,.559,-0.90,2.81,1.95,37-26,9-10,54-28,39-43,71.4%,0.5%,NA,NA,NA,0.4,5.9,21.8,24.9,18.5,NA,28.0,25.4,21.7,16.4,8.1,0.3,NA,1.6%,0.2%
8,Dallas Mavericks,45.1,36.9,.550,0.35,-0.76,0.86,35-28,10-9,52-30,38-44,61.9%,7.4%,NA,NA,NA,0.2,4.6,14.2,23.1,19.8,NA,19.0,22.1,25.5,22.8,9.9,0.8,NA,0.8%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,45.0,37.0,.549,0.59,-1.54,2.43,33-29,12-8,52-30,36-46,58.9%,0.1%,NA,NA,NA,0.1,2.3,10.1,21.6,24.8,NA,12.5,17.9,23.8,28.1,17.2,0.5,NA,2.1%,0.4%
10,Los Angeles Lakers,42.7,39.3,.521,0.42,0.56,-0.07,34-30,9-9,50-32,35-47,28.2%,,NA,NA,NA,NA,0.3,1.9,7.1,18.9,NA,2.2,5,10.6,21.8,53.5,6.9,NA,0.2%,
11,Houston Rockets,38.0,44.0,.464,0.57,-1.50,0.49,27-35,11-9,46-36,31-51,2.0%,,NA,NA,NA,NA,NA,NA,0.1,1.9,NA,,NA,0.2,0.8,7.5,91.5,NA,,
12,Utah Jazz,34.7,47.3,.423,-0.12,2.81,-2.82,28-35,7-12,44-38,29-53,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
13,Memphis Grizzlies,29.2,52.8,.356,0.68,-0.85,-5.66,22-41,7-12,37-45,23-59,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Portland Trail Blazers,22.8,59.2,.278,0.46,1.24,-7.59,17-44,6-15,31-51,17-65,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,18.6,63.4,.227,0.57,1.00,-7.38,13-50,6-13,27-55,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
