Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,55.9,26.1,.682,-0.35,0.18,5.61,38-16,18-10,64-18,47-35,100.0%,93.4%,75.8,17.6,4.8,1.5,0.3,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,33.7%,24.1%
2,Milwaukee Bucks,52.6,29.4,.641,-0.18,0.34,2.55,37-17,16-12,62-20,43-39,100.0%,58.8%,13,39.7,25.1,15.8,5.7,0.7,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,10.4%,5.5%
3,Cleveland Cavaliers,51.3,30.7,.625,0.18,-1.05,5.43,34-22,17-9,59-23,41-41,99.9%,41.2%,7.1,27.3,33,21.4,9.6,1.3,0.2,NA,NA,99.7,0.3,NA,NA,NA,,NA,28.6%,19.7%
4,Philadelphia 76ers,50.4,31.6,.614,-0.58,1.12,3.08,34-18,16-14,60-22,41-41,99.8%,6.0%,3.8,13.1,27.1,36.3,15,3.6,0.7,0.2,NA,98.9,0.8,0.2,0.1,NA,,NA,11.7%,6.6%
5,Brooklyn Nets,47.8,34.2,.583,-0.12,0.41,1.82,32-21,16-13,58-24,38-44,98.2%,0.6%,0.3,2.3,9.1,20.8,46.4,14.3,3.5,1.6,NA,93.1,4.8,1.5,0.4,0.1,,NA,5.9%,2.8%
6,Miami Heat,43.2,38.8,.526,0.10,0.12,0.21,29-25,14-14,54-28,33-49,73.0%,69.1%,NA,NA,0.5,1.9,10.1,28.9,17.8,13.7,NA,41.5,22.4,13.9,10.4,6.8,5.1,NA,1.6%,0.6%
7,New York Knicks,43.4,38.6,.529,-0.02,0.30,1.73,29-26,14-13,52-30,34-48,75.8%,,NA,NA,0.3,1.7,7.1,27.2,23.6,15.9,NA,36.3,27.7,16.6,10.5,5.6,3.3,NA,3.8%,1.9%
8,Chicago Bulls,41.2,40.8,.502,0.12,-0.05,0.91,26-27,15-14,50-32,32-50,50.4%,,NA,NA,0.1,0.3,2.8,8.1,19.7,19.4,NA,11.2,15.8,23.2,19.1,15.3,15.5,NA,1.8%,0.7%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Atlanta Hawks,40.9,41.1,.499,-0.09,0.16,-0.33,27-27,14-14,50-32,32-50,43.5%,23.6%,NA,NA,NA,0.3,2.4,9.9,14.9,16,NA,12.6,13.9,17.6,19,17,19.9,NA,0.8%,0.3%
