Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,54.7,27.3,.667,-0.32,0.00,5.50,28-12,27-15,68-14,43-39,100.0%,72.4%,61.8,23.5,9.7,3.4,1.2,0.3,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,30.7%,19.6%
2,Brooklyn Nets,52.0,30.0,.634,-0.02,-0.03,4.03,26-13,26-17,62-20,40-42,99.8%,24.3%,20.9,30.5,27.5,13.1,5.1,2.1,0.5,0.2,NA,99.1,0.6,0.2,0.1,NA,,NA,18.3%,10.2%
3,Cleveland Cavaliers,50.9,31.1,.621,-0.07,-0.30,4.63,25-15,26-16,63-19,39-43,99.6%,76.7%,13.7,29.2,28,15.8,8.1,3.5,1.1,0.4,NA,98.2,1.4,0.3,0.1,NA,,NA,22.1%,12.8%
4,Philadelphia 76ers,47.8,34.2,.582,-0.29,0.34,3.11,23-15,25-19,59-23,35-47,96.7%,2.8%,1.8,7.7,14.6,26.4,22.5,14.2,6.1,3.4,NA,87.2,7.1,3.5,1.5,0.4,0.2,NA,11.0%,5.1%
5,Milwaukee Bucks,47.3,34.7,.577,-0.13,0.23,1.08,25-14,22-21,59-23,33-49,94.8%,21.0%,1.5,7.3,13.3,22.2,23.7,15.2,7.1,4.5,NA,83.2,8.6,4.8,2.1,0.9,0.4,NA,4.7%,1.7%
6,New York Knicks,45.2,36.8,.552,-0.31,0.44,2.56,22-18,23-19,57-25,34-48,87.9%,0.4%,0.2,1.4,4.7,11.6,20.2,24.9,15.2,9.7,NA,63.0,17.4,9.9,5.6,2.6,1.5,NA,7.4%,3.2%
7,Indiana Pacers,42.9,39.1,.523,0.15,0.08,0.08,22-18,21-21,54-28,32-50,66.0%,1.8%,NA,0.3,1.3,3.7,8.6,15.4,20.5,16.2,NA,29.4,21.6,20.6,14.8,8,5.6,NA,1.7%,0.6%
8,Miami Heat,40.8,41.2,.497,-0.39,0.60,-0.61,21-19,20-22,52-30,30-52,45.7%,62.1%,NA,0.1,0.3,1.8,4.8,9.2,14.7,14.9,NA,16.1,14.5,17.2,17.2,14.8,20.4,NA,1.0%,0.3%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,41.2,40.8,.503,0.86,-0.63,0.43,19-21,22-20,53-29,30-52,51.0%,0.5%,NA,NA,0.5,1.5,4,9.3,17.1,18.6,NA,15.3,15.4,19.4,20.6,14.8,14.7,NA,1.6%,0.6%
10,Washington Wizards,38.4,43.6,.468,0.61,-0.45,-0.39,17-23,21-21,51-31,26-56,22.1%,22.8%,NA,NA,NA,0.3,0.8,2.7,6.9,11.3,NA,3.8,5.9,9.1,13.8,19.1,48.4,NA,0.5%,0.1%
11,Toronto Raptors,38.3,43.7,.467,0.68,-0.43,0.38,16-23,22-21,51-31,27-55,21.9%,,NA,NA,NA,0.2,0.6,1.7,6.4,13,NA,2.5,4.2,8.7,14,21.9,48.7,NA,0.7%,0.3%
12,Atlanta Hawks,37.4,44.6,.456,-0.29,0.35,-1.57,18-21,19-24,49-33,26-56,14.2%,14.9%,NA,NA,NA,0.2,0.6,1.5,4.2,7.7,NA,2.3,3.4,6.3,9.9,16.4,61.8,NA,0.1%,
13,Orlando Magic,31.4,50.6,.383,-0.14,0.48,-3.59,15-25,16-26,43-39,20-62,0.3%,0.3%,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,,NA,0.1,0.4,1.2,98.3,NA,,
14,Charlotte Hornets,25.8,56.2,.315,0.46,0.15,-5.80,11-29,15-27,38-44,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,24.5,57.5,.299,0.62,0.06,-6.57,11-31,14-26,36-46,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Memphis Grizzlies,52.9,29.1,.645,-0.03,-0.49,4.92,25-13,28-16,63-19,40-42,100.0%,76.7%,59.2,25.2,10.6,3.4,1.2,0.3,0.1,0.1,NA,99.8,0.1,0.1,NA,NA,,NA,31.7%,17.6%
2,Denver Nuggets,50.2,31.8,.613,-0.37,0.10,2.55,26-13,24-19,62-20,39-43,99.6%,96.2%,23.2,37.1,22.9,10,3.9,1.5,0.8,0.2,NA,98.6,0.9,0.3,0.1,0.1,,NA,14.1%,6.0%
3,New Orleans Pelicans,49.3,32.7,.602,-0.09,-0.34,3.91,24-16,25-17,61-21,37-45,99.5%,18.5%,13.7,24.7,31.6,16.8,7.5,3.1,1.4,0.6,NA,97.5,1.5,0.5,0.3,0.2,0.1,NA,22.7%,11.3%
4,Dallas Mavericks,46.3,35.7,.565,0.21,-0.43,1.93,23-17,23-19,58-24,35-47,95.5%,4.8%,3.1,7.6,16.8,27.8,20.9,11.2,4.8,3.2,NA,87.4,5.8,3.1,1.8,1.1,0.7,NA,9.9%,3.6%
5,Sacramento Kings,43.5,38.5,.530,-0.05,-0.31,1.03,20-18,23-21,55-27,31-51,78.7%,39.1%,0.4,2.2,6.7,13.4,17.6,16.3,12.4,9.7,NA,56.6,13.6,10.3,7,5.4,7.1,NA,4.9%,1.6%
6,Phoenix Suns,43.5,38.5,.530,0.11,-0.07,2.24,20-20,23-19,55-27,32-50,82.9%,46.4%,0.4,2.1,6.9,15,19.4,16.8,12.7,9.5,NA,60.6,13,9.6,6.7,5,5.2,NA,8.6%,3.3%
7,Portland Trail Blazers,41.4,40.6,.505,-0.30,0.19,0.18,19-19,22-22,54-28,30-52,57.4%,1.9%,0.1,0.6,1.9,4.4,9.2,14.4,14.2,12.7,NA,30.5,14.6,13.4,12,9.8,19.7,NA,2.5%,0.7%
8,Utah Jazz,40.9,41.1,.499,-0.14,0.03,0.65,20-22,21-19,51-31,28-54,52.8%,1.3%,NA,0.2,1.2,3.4,6.7,12,14.2,15.1,NA,23.5,13.8,14.3,14,12,22.4,NA,2.6%,0.8%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,39.5,42.5,.482,-0.21,0.29,-0.99,20-20,20-22,52-30,28-54,36.8%,7.1%,NA,0.2,0.6,2,4.3,7.5,10.4,11.9,NA,14.5,10.2,12.2,13.3,12.8,37.0,NA,1.0%,0.2%
10,Los Angeles Clippers,39.2,42.8,.478,-0.71,0.60,-1.74,21-20,18-23,51-31,29-53,28.0%,4.8%,NA,0.1,0.3,1.5,3.1,5.3,8,9.7,NA,10.2,7.8,10.1,13.3,14.2,44.3,NA,0.4%,0.1%
11,Minnesota Timberwolves,38.9,43.1,.474,-0.27,0.19,-0.82,19-21,20-22,50-32,27-55,27.5%,0.5%,NA,0.1,0.3,1,2.7,4.6,8.2,10.7,NA,8.7,7.5,10.1,12.2,14.6,46.9,NA,0.8%,0.3%
12,Los Angeles Lakers,38.2,43.8,.466,-0.44,0.52,-1.31,19-21,19-23,50-32,27-55,18.5%,2.5%,NA,NA,0.1,0.7,1.7,3,5.5,7.6,NA,5.4,4.8,7.2,9.5,12.4,60.7,NA,0.3%,0.1%
13,Oklahoma City Thunder,38.2,43.8,.466,0.23,-0.11,-0.28,17-22,21-22,49-33,26-56,22.9%,0.2%,NA,NA,0.1,0.6,1.8,4,7.3,9,NA,6.6,6.4,8.9,9.8,12.5,55.9,NA,0.7%,0.1%
14,San Antonio Spurs,24.7,57.3,.302,0.27,0.37,-8.30,13-27,12-30,37-45,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
