Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.5,17.5,.787,-0.32,-2.90,11.06,58-16,7-1,66-16,61-21,100.0%,100.0%,76.3%,60.0%,64,1,0.6,bos,Celtics
2,Milwaukee Bucks,51.7,30.3,.630,-0.26,0.53,3.26,47-27,5-3,55-27,47-35,100.0%,78.6%,5.8%,2.0%,52,1,0.02,mil,Bucks
3,Cleveland Cavaliers,49.7,32.3,.606,-0.37,-1.04,2.91,45-29,5-3,53-29,45-37,100.0%,21.3%,4.1%,1.3%,50,1,0.013000000000000001,cle,Cavaliers
4,New York Knicks,49.1,32.9,.599,-0.40,1.71,4.34,44-29,5-4,53-29,44-38,99.9%,,7.5%,3.0%,49,0.9990000000000001,0.03,ny,Knicks
5,Orlando Magic,47.4,34.6,.579,-0.48,-0.72,1.78,43-31,4-4,51-31,43-39,98.6%,84.1%,2.0%,0.4%,47,0.986,0.004,orl,Magic
6,Indiana Pacers,46.0,36.0,.561,-0.19,-0.13,2.03,42-33,4-3,49-33,42-40,93.9%,0.1%,2.0%,0.6%,46,0.9390000000000001,0.006,ind,Pacers
7,Miami Heat,45.0,37.0,.548,-0.52,-1.12,0.70,40-33,5-4,49-33,40-42,84.6%,15.9%,0.8%,0.2%,45,0.846,0.002,mia,Heat
8,Philadelphia 76ers,43.9,38.1,.536,-0.23,-2.49,1.78,39-35,5-3,47-35,39-43,82.0%,,1.5%,0.5%,44,0.82,0.005,phi,76ers
9,Chicago Bulls,38.4,43.6,.469,-0.33,0.24,-1.94,35-39,3-5,43-39,35-47,19.9%,,,0,38,0.19899999999999998,0,chi,Bulls
10,Atlanta Hawks,37.7,44.3,.460,-0.15,-0.60,-1.51,34-40,4-4,42-40,34-48,20.9%,,0.1%,0,38,0.209,0,atl,Hawks
11,Brooklyn Nets,32.6,49.4,.398,-0.08,-0.26,-2.32,29-45,4-4,37-45,29-53,0.2%,,,0,33,0.002,0,bkn,Nets
12,Toronto Raptors,26.0,56.0,.317,-0.08,0.43,-5.61,23-50,3-6,31-51,23-59,0,,,0,26,0,0,tor,Raptors
13,Charlotte Hornets,19.7,62.3,.240,-0.21,3.36,-10.74,18-55,2-7,25-57,18-64,0,,,0,20,0,0,cha,Hornets
14,Washington Wizards,16.0,66.0,.195,0.00,0.83,-9.65,14-60,2-6,21-61,14-68,0,,,0,16,0,0,wsh,Wizards
15,Detroit Pistons,15.5,66.5,.189,0.36,-2.68,-8.54,13-61,2-6,20-62,13-69,0,,,0,16,0,0,det,Pistons
1,Minnesota Timberwolves,57.4,24.6,.700,-0.02,-0.83,6.80,51-22,6-3,60-22,52-30,100.0%,59.7%,29.8%,10.8%,57,1,0.10800000000000001,min,T-Wolves
2,Oklahoma City Thunder,56.9,25.1,.694,-0.22,0.99,7.24,51-22,6-3,60-22,52-30,100.0%,29.5%,32.9%,12.4%,57,1,0.124,okc,Thunder
3,Denver Nuggets,56.3,25.7,.687,0.12,-1.45,4.55,51-23,5-3,59-23,51-31,100.0%,10.8%,11.5%,2.8%,56,1,0.027999999999999997,den,Nuggets
4,LA Clippers,51.6,30.4,.629,0.13,-0.38,3.60,46-27,6-3,55-27,47-35,99.9%,98.9%,6.9%,1.5%,52,0.9990000000000001,0.015,lac,Clippers
5,New Orleans Pelicans,50.2,31.8,.612,0.04,-0.55,5.00,45-29,5-3,53-29,45-37,99.2%,67.9%,11.0%,3.3%,50,0.992,0.033,no,Pelicans
6,Dallas Mavericks,49.1,32.9,.599,0.13,-0.50,2.35,44-29,5-4,53-29,44-38,96.7%,32.1%,3.3%,0.6%,49,0.9670000000000001,0.006,dal,Mavericks
7,Sacramento Kings,46.4,35.6,.565,0.34,2.12,1.31,42-31,4-5,51-31,42-40,64.8%,0.6%,1.3%,0.2%,46,0.648,0.002,sac,Kings
8,Phoenix Suns,46.5,35.5,.566,-0.48,4.38,2.12,43-31,3-5,51-31,43-39,65.1%,0.5%,1.7%,0.3%,46,0.6509999999999999,0.003,phx,Suns
9,Los Angeles Lakers,45.2,36.8,.552,0.60,-0.90,0.61,41-33,4-4,49-33,41-41,35.8%,0.1%,0.2%,0,45,0.358,0,lal,Lakers
10,Golden State Warriors,44.3,37.7,.540,0.26,-1.12,2.36,39-34,5-4,48-34,39-43,29.7%,,1.1%,0.2%,44,0.297,0.002,gs,Warriors
11,Houston Rockets,42.7,39.3,.521,-0.05,0.88,1.83,38-35,5-4,47-35,38-44,8.9%,,0.2%,0,43,0.08900000000000001,0,hou,Rockets
12,Utah Jazz,31.4,50.6,.383,0.40,2.81,-3.77,29-45,2-6,36-46,29-53,0,,,0,31,0,0,uta,Jazz
13,Memphis Grizzlies,26.9,55.1,.329,0.61,-1.31,-6.68,24-50,3-5,31-51,24-58,0,,,0,27,0,0,mem,Grizzlies
14,Portland Trail Blazers,21.2,60.8,.258,0.75,0.37,-8.24,19-55,2-6,27-55,19-63,0,,,0,21,0,0,por,Blazers
15,San Antonio Spurs,20.4,61.6,.249,0.62,1.28,-6.46,18-56,2-6,25-57,18-64,0,,,0,20,0,0,sa,Spurs
