Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,57.8,24.2,.705,-0.16,2.00,3.72,55-22,3-2,60-22,55-27,100.0%,100.0%,72.6,27.4,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,14.0%,8.4%
2,Boston Celtics,56.4,25.6,.687,-0.23,1.27,6.26,53-24,3-2,58-24,53-29,100.0%,98.7%,27.3,71.3,1.3,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,34.7%,25.5%
3,Philadelphia 76ers,53.4,28.6,.652,-0.10,1.93,4.53,50-26,3-3,56-26,50-32,100.0%,1.3%,0.1,1.3,92.6,6.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,17.4%,10.5%
4,Cleveland Cavaliers,51.6,30.4,.629,-0.04,-2.01,5.52,48-29,4-1,53-29,48-34,100.0%,,NA,NA,6.1,93.8,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,23.2%,16.0%
5,New York Knicks,46.9,35.1,.571,0.06,0.15,2.93,44-33,3-2,49-33,44-38,100.0%,,NA,NA,NA,0.1,94,5.8,0.1,NA,NA,99.8,0.2,NA,NA,NA,,NA,5.9%,2.8%
6,Brooklyn Nets,44.6,37.4,.543,0.27,-1.00,0.99,41-35,4-2,47-35,41-41,95.7%,,NA,NA,NA,NA,5.6,76.7,9,4.4,NA,82.3,16.8,0.8,0.1,NA,,NA,1.8%,0.7%
7,Miami Heat,42.5,39.5,.518,0.30,-1.04,-0.75,40-37,3-2,45-37,40-42,72.7%,92.7%,NA,NA,NA,NA,0.4,16.4,35.7,20.3,NA,16.8,70.3,8.3,3.7,0.9,,NA,0.5%,0.1%
8,Atlanta Hawks,40.7,41.3,.496,-0.12,2.09,0.07,38-38,3-3,44-38,38-44,47.9%,7.3%,NA,NA,NA,NA,NA,0.8,24.9,22.2,NA,0.8,6.4,42.3,27.3,21.6,1.7,NA,0.6%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Toronto Raptors,40.8,41.2,.497,0.02,1.63,1.27,38-38,3-3,44-38,38-44,50.1%,,NA,NA,NA,NA,NA,0.3,24,25.9,NA,0.3,6,37.7,44.4,11.4,0.3,NA,1.3%,0.6%
10,Chicago Bulls,39.3,42.7,.479,0.18,-0.81,0.98,36-40,3-3,42-40,36-46,32.0%,,NA,NA,NA,NA,NA,NA,6.4,25.6,NA,,0.3,10.9,24,59.2,5.6,NA,0.7%,0.3%
11,Washington Wizards,37.1,44.9,.453,0.19,-0.74,-0.52,34-42,3-3,40-42,34-48,1.6%,,NA,NA,NA,NA,NA,NA,0.1,1.6,NA,,NA,0.1,0.7,6.3,92.9,NA,,
12,Indiana Pacers,35.0,47.0,.427,0.24,1.01,-2.93,33-44,2-3,38-44,33-49,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,NA,0.4,99.6,NA,,
13,Orlando Magic,34.5,47.5,.421,0.15,0.59,-2.29,32-44,3-3,38-44,32-50,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.2,99.8,NA,,
14,Charlotte Hornets,27.9,54.1,.340,0.35,0.19,-5.50,26-51,2-3,31-51,26-56,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,18.0,64.0,.220,0.67,-2.02,-7.21,16-60,2-4,22-60,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,54.6,27.4,.666,-0.31,-0.30,3.55,51-25,4-2,57-25,51-31,100.0%,100.0%,98.7,1.3,0.1,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,26.2%,11.0%
2,Memphis Grizzlies,51.4,30.6,.627,-0.45,0.75,3.74,48-28,3-3,54-28,48-34,100.0%,100.0%,1.2,78.7,20.1,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,25.0%,10.1%
