Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,60.6,19.4,.757,3.21,-0.63,15.71,10-2,51-17,72-8,46-34,100.0%,91.7%,60.6%,50.4%,61,1,0.504,bos,Celtics
2,Philadelphia 76ers,53.6,26.4,.670,1.82,-0.27,9.74,9-3,45-23,67-13,39-41,99.8%,7.6%,20.5%,13.7%,54,0.998,0.13699999999999998,phi,76ers
3,New York Knicks,48.6,31.4,.608,0.36,0.27,6.36,8-5,41-26,63-17,33-47,97.3%,0.7%,7.9%,4.4%,49,0.973,0.044000000000000004,ny,Knicks
4,Milwaukee Bucks,45.8,34.2,.572,0.73,0.21,3.04,9-4,37-30,60-20,31-49,88.4%,48.8%,2.8%,1.2%,46,0.884,0.012,mil,Bucks
5,Indiana Pacers,44.8,35.2,.560,0.20,0.24,3.38,7-4,38-31,61-19,27-53,83.7%,40.4%,2.7%,1.1%,45,0.8370000000000001,0.011000000000000001,ind,Pacers
6,Atlanta Hawks,43.8,36.2,.547,1.25,0.01,3.25,6-6,38-30,58-22,28-52,78.0%,58.3%,2.1%,1.0%,44,0.78,0.01,atl,Hawks
7,Brooklyn Nets,42.2,37.8,.527,1.28,0.41,2.28,6-6,36-32,56-24,26-54,64.5%,,1.3%,0.5%,42,0.645,0.005,bkn,Nets
8,Orlando Magic,41.4,38.6,.517,-1.46,0.47,0.54,7-5,34-34,56-24,26-54,55.0%,25.9%,0.6%,0.2%,41,0.55,0.002,orl,Magic
9,Cleveland Cavaliers,41.5,38.5,.519,1.97,0.02,1.14,6-6,35-33,56-24,27-53,56.5%,10.6%,0.8%,0.3%,42,0.565,0.003,cle,Cavaliers
10,Miami Heat,39.7,40.3,.496,-1.31,0.51,-1.31,8-5,32-35,57-23,25-55,37.5%,15.8%,0.2%,0.1%,40,0.375,0.001,mia,Heat
11,Toronto Raptors,39.0,41.0,.488,2.74,0.27,0.32,5-7,34-34,54-26,25-55,34.0%,,0.4%,0.1%,39,0.34,0.001,tor,Raptors
12,Chicago Bulls,33.9,46.1,.424,0.38,0.52,-2.91,5-9,29-37,50-30,20-60,4.7%,0.2%,,0,34,0.047,0,chi,Bulls
13,Detroit Pistons,29.2,50.8,.365,-0.14,0.70,-4.98,2-11,27-40,43-37,16-64,0.4%,,,0,29,0.004,0,det,Pistons
14,Washington Wizards,27.0,53.0,.338,1.11,0.56,-7.73,2-10,25-43,42-38,13-67,0.1%,,,0,27,0.001,0,wsh,Wizards
15,Charlotte Hornets,26.1,53.9,.326,0.57,0.88,-8.93,3-9,23-45,40-40,13-67,0.1%,,,0,26,0.001,0,cha,Hornets
1,Minnesota Timberwolves,51.4,28.6,.643,0.70,-0.77,6.78,9-3,42-26,65-15,35-45,99.7%,41.4%,27.3%,8.6%,51,0.997,0.086,min,T-Wolves
2,Denver Nuggets,51.0,29.0,.638,-0.51,-0.79,6.58,9-3,42-26,65-15,35-45,99.7%,34.7%,25.1%,7.5%,51,0.997,0.075,den,Nuggets
3,Oklahoma City Thunder,50.0,30.0,.625,-0.17,-0.74,5.99,9-4,41-26,66-14,36-44,99.4%,23.9%,22.3%,6.6%,50,0.9940000000000001,0.066,okc,Thunder
4,Houston Rockets,44.3,35.7,.554,-1.67,-0.71,2.43,6-4,38-32,60-20,29-51,88.4%,45.6%,6.4%,1.1%,44,0.884,0.011000000000000001,hou,Rockets
5,Dallas Mavericks,44.3,35.7,.554,-2.36,0.07,1.49,9-4,35-32,59-21,30-50,87.9%,45.6%,5.6%,1.2%,44,0.879,0.012,dal,Mavericks
6,Golden State Warriors,43.2,36.8,.540,2.53,-1.14,2.53,6-8,37-29,56-24,29-51,84.3%,50.4%,6.7%,1.2%,43,0.843,0.012,gs,Warriors
7,Sacramento Kings,41.0,39.0,.513,-1.72,0.21,-0.36,7-4,34-35,55-25,25-55,66.7%,22.6%,2.0%,0.3%,41,0.667,0.003,sac,Kings
8,Phoenix Suns,39.4,40.6,.493,-2.32,-0.20,-0.82,6-6,33-35,55-25,25-55,51.3%,13.9%,1.4%,0.2%,39,0.513,0.002,phx,Suns
9,New Orleans Pelicans,39.7,40.3,.496,2.71,-1.01,-0.83,6-7,34-33,58-22,24-56,53.3%,8.8%,1.5%,0.2%,40,0.5329999999999999,0.002,no,Pelicans
10,LA Clippers,38.7,41.3,.484,-2.06,-0.14,-0.15,4-7,35-34,54-26,25-55,46.6%,10.5%,1.6%,0.2%,39,0.466,0.002,lac,Clippers
11,Los Angeles Lakers,35.9,44.1,.449,-1.79,0.37,-3.72,7-6,29-38,52-28,21-59,21.2%,2.7%,0.2%,0,36,0.212,0,lal,Lakers
12,Utah Jazz,29.8,50.2,.373,-1.47,0.51,-6.81,4-8,26-42,43-37,16-64,1.5%,,,0,30,0.015,0,uta,Jazz
13,Memphis Grizzlies,25.4,54.6,.317,-4.23,0.72,-10.07,3-9,22-46,41-39,14-66,0.1%,,,0,25,0.001,0,mem,Grizzlies
14,Portland Trail Blazers,25.6,54.4,.320,-2.34,0.66,-9.76,3-9,23-45,39-41,11-69,0.1%,,,0,26,0.001,0,por,Blazers
15,San Antonio Spurs,22.9,57.1,.286,1.02,0.20,-11.98,3-10,20-47,37-43,10-70,0,,,0,23,0,0,sa,Spurs
