Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,57.2,24.8,.698,-0.09,0.17,4.05,47-18,10-7,63-19,49-33,100.0%,97.4%,17.7%,10.8%,57,1,0.10800000000000001,mil
2,Boston Celtics,55.8,26.2,.681,0.02,-0.80,5.46,46-21,10-5,61-21,49-33,100.0%,90.7%,28.7%,19.1%,56,1,0.191,bos
3,Philadelphia 76ers,52.7,29.3,.643,-0.17,0.95,3.95,43-22,10-7,60-22,45-37,100.0%,9.3%,13.6%,8.0%,53,1,0.08,phi
4,Cleveland Cavaliers,51.6,30.4,.630,0.14,-1.69,5.63,42-26,10-4,56-26,45-37,100.0%,2.6%,26.6%,18.4%,52,1,0.184,cle
5,New York Knicks,47.8,34.2,.583,0.17,-0.45,3.12,39-28,9-6,54-28,41-41,99.5%,,7.5%,4.0%,48,0.995,0.04,ny
6,Brooklyn Nets,45.9,36.1,.560,0.09,0.47,1.07,37-28,9-8,52-30,38-44,96.2%,,2.5%,1.0%,46,0.9620000000000001,0.01,bkn
7,Miami Heat,42.2,39.8,.514,0.20,0.20,-0.53,35-32,7-8,49-33,35-47,65.8%,67.9%,0.7%,0.1%,42,0.6579999999999999,0.001,mia
8,Atlanta Hawks,41.0,41.0,.501,-0.04,0.43,0.03,33-33,8-8,48-34,35-47,51.8%,24.7%,0.8%,0.4%,41,0.518,0.004,atl
9,Washington Wizards,39.3,42.7,.479,0.17,-0.15,0.05,31-35,8-8,46-36,33-49,26.4%,7.5%,0.4%,0.1%,39,0.264,0.001,wsh
10,Toronto Raptors,39.6,42.4,.483,0.10,0.41,0.46,32-35,8-7,46-36,33-49,33.6%,,0.7%,0.4%,40,0.336,0.004,tor
11,Chicago Bulls,38.6,43.4,.471,0.25,-0.42,0.86,30-36,9-7,45-37,31-51,23.0%,,0.6%,0.2%,39,0.23,0.002,chi
12,Indiana Pacers,36.1,45.9,.440,0.36,-0.15,-2.05,29-37,7-9,44-38,29-53,3.5%,,,0,36,0.035,0,ind
13,Orlando Magic,33.7,48.3,.411,0.19,0.16,-2.70,27-39,7-9,41-41,28-54,0.1%,,,0,34,0.001,0,orl
14,Detroit Pistons,20.3,61.7,.247,0.73,-0.75,-6.83,15-51,5-11,28-54,15-67,0,,,0,20,0,0,det
15,Charlotte Hornets,26.2,55.8,.320,0.27,0.57,-5.62,21-46,5-10,33-49,21-61,0,,,0,26,0,0,cha
1,Denver Nuggets,55.6,26.4,.678,-0.33,-0.26,3.85,46-20,10-6,61-21,48-34,100.0%,100.0%,28.9%,13.0%,56,1,0.13,den
2,Memphis Grizzlies,49.4,32.6,.602,-0.12,-1.23,3.49,38-26,11-7,56-26,41-41,100.0%,99.2%,24.5%,10.6%,49,1,0.106,mem
3,Sacramento Kings,47.6,34.4,.581,-0.63,0.58,2.11,38-26,10-8,56-26,40-42,99.8%,66.3%,13.9%,4.5%,48,0.998,0.045,sac
4,Phoenix Suns,45.9,36.1,.559,-0.16,0.44,2.24,37-29,9-7,52-30,38-44,99.3%,32.6%,13.7%,4.7%,46,0.993,0.047,phx
5,Golden State Warriors,42.0,40.0,.512,-0.23,0.32,0.46,34-32,8-8,49-33,35-47,70.4%,0.8%,3.7%,0.8%,42,0.7040000000000001,0.008,gs
6,Dallas Mavericks,42.1,39.9,.514,-0.05,-1.15,0.70,34-33,8-7,48-34,36-46,73.0%,0.6%,4.4%,1.3%,42,0.73,0.013000000000000001,dal
7,LA Clippers,41.7,40.3,.508,-0.39,0.82,-0.53,35-33,7-7,49-33,35-47,59.8%,0.3%,1.9%,0.4%,42,0.598,0.004,lac
8,New Orleans Pelicans,41.0,41.0,.500,0.07,-1.43,0.71,32-34,9-7,48-34,34-48,56.4%,0.2%,3.5%,0.9%,41,0.564,0.009000000000000001,no
9,Minnesota Timberwolves,40.9,41.1,.499,-0.26,0.35,-0.58,34-33,7-8,48-34,34-48,53.9%,,1.7%,0.3%,41,0.539,0.003,min
10,Los Angeles Lakers,40.0,42.0,.488,0.01,-0.52,-0.73,32-34,8-8,46-36,33-49,29.2%,,0.8%,0.2%,40,0.292,0.002,lal
11,Oklahoma City Thunder,39.9,42.1,.486,0.09,-1.10,1.28,31-35,9-7,46-36,32-50,33.2%,,2.3%,0.7%,40,0.332,0.006999999999999999,okc
12,Utah Jazz,38.7,43.3,.472,-0.21,0.36,-0.39,31-35,8-8,45-37,32-50,15.9%,,0.5%,0.1%,39,0.159,0.001,uta
13,Portland Trail Blazers,38.1,43.9,.465,-0.28,0.75,-1.32,31-35,7-9,45-37,32-50,9.4%,,0.2%,0.1%,38,0.094,0.001,por
14,Houston Rockets,19.5,62.5,.238,0.08,0.76,-8.11,15-50,5-12,27-55,15-67,0,,,0,20,0,0,hou
15,San Antonio Spurs,19.5,62.5,.238,-0.02,1.18,-10.28,16-49,4-13,28-54,16-66,0,,,0,20,0,0,sa
