Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.0,18.0,.780,0.12,-2.69,11.06,48-14,16-4,68-14,57-25,100.0%,100.0%,74.9%,58.5%,64,1,0.585,bos,Celtics
2,Cleveland Cavaliers,52.7,29.3,.642,-0.42,-0.64,4.17,41-22,12-7,59-23,45-37,100.0%,79.1%,8.2%,3.5%,53,1,0.035,cle,Cavaliers
3,Milwaukee Bucks,50.6,31.4,.617,-0.77,1.94,2.99,41-23,10-8,58-24,42-40,99.9%,20.8%,4.9%,1.6%,51,0.9990000000000001,0.016,mil,Bucks
4,New York Knicks,48.2,33.8,.588,-0.11,-0.05,3.62,37-26,11-8,56-26,41-41,98.9%,,5.6%,2.0%,48,0.9890000000000001,0.02,ny,Knicks
5,Orlando Magic,47.3,34.7,.577,-0.30,-0.99,1.20,37-27,10-8,54-28,40-42,96.4%,68.8%,1.6%,0.3%,47,0.9640000000000001,0.003,orl,Magic
6,Miami Heat,45.4,36.6,.554,-0.31,-1.16,0.29,35-28,10-9,53-29,38-44,87.4%,31.2%,1.0%,0.1%,45,0.8740000000000001,0.001,mia,Heat
7,Philadelphia 76ers,45.5,36.5,.555,-0.52,-0.12,2.38,35-28,10-9,53-29,38-44,89.2%,,2.5%,0.6%,46,0.892,0.006,phi,76ers
8,Indiana Pacers,44.3,37.7,.540,-0.27,0.48,1.19,35-29,9-9,51-31,36-46,81.3%,0.1%,1.3%,0.4%,44,0.813,0.004,ind,Pacers
9,Chicago Bulls,39.9,42.1,.487,-0.28,-0.30,-1.55,31-32,9-10,48-34,33-49,26.5%,,0.1%,0,40,0.265,0,chi,Bulls
10,Atlanta Hawks,37.6,44.4,.458,-0.18,0.01,-1.83,29-34,9-10,45-37,30-52,17.5%,,,0,38,0.175,0,atl,Hawks
11,Brooklyn Nets,33.8,48.2,.412,0.19,-0.94,-1.94,25-38,9-10,42-40,27-55,2.8%,,,0,34,0.027999999999999997,0,bkn,Nets
12,Toronto Raptors,30.6,51.4,.374,0.01,-0.36,-3.88,23-40,8-11,39-43,23-59,0.2%,,,0,31,0.002,0,tor,Raptors
13,Charlotte Hornets,18.9,63.1,.231,-0.21,1.54,-10.65,15-48,4-15,26-56,15-67,0,,,0,19,0,0,cha,Hornets
14,Detroit Pistons,15.9,66.1,.194,0.21,-0.25,-8.43,10-52,6-14,24-58,10-72,0,,,0,16,0,0,det,Pistons
15,Washington Wizards,15.1,66.9,.185,0.19,-0.10,-9.49,10-53,5-14,23-59,10-72,0,,,0,15,0,0,wsh,Wizards
1,Oklahoma City Thunder,57.1,24.9,.696,-0.21,-0.03,7.38,44-19,13-6,63-19,49-33,100.0%,53.5%,35.0%,14.3%,57,1,0.14300000000000002,okc,Thunder
2,Minnesota Timberwolves,56.1,25.9,.684,-0.12,-0.12,6.44,44-20,12-6,62-20,48-34,100.0%,35.0%,25.8%,9.0%,56,1,0.09,min,T-Wolves
3,Denver Nuggets,55.2,26.8,.673,0.23,-0.93,4.30,43-20,12-7,62-20,48-34,100.0%,11.6%,11.4%,2.7%,55,1,0.027000000000000003,den,Nuggets
4,LA Clippers,53.3,28.7,.650,0.05,-0.06,4.70,40-21,13-8,61-21,46-36,100.0%,98.7%,11.4%,3.3%,53,1,0.033,lac,Clippers
5,New Orleans Pelicans,49.9,32.1,.608,-0.17,0.27,5.00,38-25,12-7,56-26,42-40,99.0%,94.5%,10.7%,2.9%,50,0.99,0.028999999999999998,no,Pelicans
6,Sacramento Kings,46.4,35.6,.566,0.44,0.73,0.88,36-26,10-10,54-28,39-43,78.7%,0.9%,1.0%,0.2%,46,0.787,0.002,sac,Kings
7,Phoenix Suns,45.8,36.2,.559,-0.90,2.81,1.96,37-26,9-10,53-29,38-44,70.0%,0.3%,1.7%,0.2%,46,0.7,0.002,phx,Suns
8,Dallas Mavericks,45.1,36.9,.550,0.35,-0.75,0.85,35-28,10-9,52-30,38-44,61.3%,5.5%,0.8%,0.2%,45,0.613,0.002,dal,Mavericks
9,Golden State Warriors,45.0,37.0,.548,0.59,-1.55,2.43,33-29,12-8,52-30,38-44,58.3%,0.1%,1.9%,0.3%,45,0.583,0.003,gs,Warriors
10,Los Angeles Lakers,43.3,38.7,.528,0.46,0.41,-0.01,35-30,8-9,50-32,37-45,31.0%,,0.2%,0,43,0.31,0,lal,Lakers
11,Houston Rockets,38.4,43.6,.469,0.44,-1.19,0.61,28-35,10-9,45-37,31-51,1.8%,,,0,38,0.018000000000000002,0,hou,Rockets
12,Utah Jazz,34.7,47.3,.423,-0.13,2.82,-2.83,28-35,7-12,42-40,28-54,0,,,0,35,0,0,uta,Jazz
13,Memphis Grizzlies,28.7,53.3,.350,0.64,-0.80,-5.71,22-42,7-11,37-45,22-60,0,,,0,29,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.4,59.6,.274,0.45,1.31,-7.73,17-45,5-15,30-52,17-65,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,18.6,63.4,.227,0.56,1.02,-7.39,13-50,6-13,26-56,13-69,0,,,0,19,0,0,sa,Spurs
