Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,58.0,24.0,.708,-0.22,1.87,4.14,54-21,4-3,61-21,54-28,100.0%,100.0%,76.4,23.5,0.1,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,16.2%,9.7%
2,Boston Celtics,56.5,25.5,.689,-0.26,1.31,6.11,52-23,4-3,59-23,52-30,100.0%,98.5%,23.6,74.9,1.4,0.2,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,32.1%,23.2%
3,Philadelphia 76ers,53.1,28.9,.647,-0.11,1.74,4.48,49-26,4-3,56-26,49-33,100.0%,1.5%,0.1,1.5,78.4,20.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,16.3%,9.9%
4,Cleveland Cavaliers,52.2,29.8,.636,-0.03,-1.71,5.62,48-28,4-2,54-28,48-34,100.0%,,NA,0.1,20.2,79.7,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,24.4%,16.6%
5,New York Knicks,46.5,35.5,.567,0.07,0.01,2.86,43-33,3-3,49-33,43-39,99.7%,,NA,NA,NA,NA,87,11.2,1.2,0.4,NA,98.1,1.8,NA,NA,NA,,NA,5.5%,2.6%
6,Brooklyn Nets,44.4,37.6,.541,0.39,-2.04,0.99,40-35,4-3,47-35,40-42,91.0%,,NA,NA,NA,NA,8.1,55.2,18.9,8.9,NA,63.3,35.1,1.4,0.1,0.1,,NA,2.1%,0.8%
7,Miami Heat,43.3,38.7,.528,0.25,-0.23,-0.52,40-35,3-4,47-35,40-42,81.3%,98.1%,NA,NA,NA,NA,4.9,33.3,27.7,15.3,NA,38.2,57.1,3.3,0.9,0.5,,NA,0.8%,0.3%
8,Atlanta Hawks,40.1,41.9,.489,-0.18,2.55,-0.02,37-38,3-4,44-38,37-45,38.3%,1.9%,NA,NA,NA,NA,NA,0.2,16,22.1,NA,0.3,2.1,30.1,29.4,36,2.1,NA,0.5%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Toronto Raptors,40.3,41.7,.492,0.04,1.30,1.12,37-38,3-4,44-38,37-45,47.4%,,NA,NA,NA,NA,NA,0.1,21,26.3,NA,0.1,2.3,38,34.3,24.4,0.9,NA,1.1%,0.5%
10,Chicago Bulls,39.9,42.1,.487,0.18,-0.69,1.14,36-39,4-3,43-39,36-46,41.3%,,NA,NA,NA,NA,NA,0.1,15.2,26,NA,0.1,1.5,27.1,34.6,34.5,2.3,NA,1.1%,0.4%
11,Washington Wizards,36.4,45.6,.444,0.13,0.31,-0.84,33-42,3-4,40-42,33-49,0.8%,,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,NA,NA,0.4,3.3,96.2,NA,,
12,Indiana Pacers,35.4,46.6,.431,0.20,1.55,-2.85,33-43,2-4,39-43,33-49,0.2%,,NA,NA,NA,NA,NA,NA,NA,0.2,NA,,NA,NA,0.2,0.9,98.9,NA,,
