Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,59.8,20.2,.747,3.36,-0.59,17.06,8-2,52-18,74-6,44-36,100.0%,84.3%,62.4%,49.7%,60,1,0.49700000000000005,bos
2,Philadelphia 76ers,54.2,25.8,.677,-0.02,0.03,11.21,8-1,46-25,67-13,40-40,100.0%,15.6%,21.6%,13.1%,54,1,0.131,phi
3,New York Knicks,45.6,34.4,.570,1.40,0.23,5.50,5-5,41-29,60-20,30-50,92.1%,0.2%,5.7%,2.4%,46,0.9209999999999999,0.024,ny
4,Atlanta Hawks,43.9,36.1,.548,0.11,0.31,3.44,5-4,39-32,59-21,29-51,83.1%,52.1%,2.7%,1.0%,44,0.831,0.01,atl
5,Indiana Pacers,42.7,37.3,.534,-0.84,0.43,2.06,6-4,37-33,59-21,28-52,76.2%,61.0%,1.6%,0.5%,43,0.762,0.005,ind
6,Orlando Magic,42.6,37.4,.533,-1.67,0.34,2.33,5-4,38-33,59-21,27-53,74.2%,33.4%,2.0%,0.8%,43,0.742,0.008,orl
7,Brooklyn Nets,41.5,38.5,.519,1.86,0.43,1.76,5-5,37-33,59-21,24-56,65.2%,,1.6%,0.6%,42,0.652,0.006,bkn
8,Toronto Raptors,41.6,38.4,.520,2.78,0.32,1.78,5-5,37-33,57-23,26-54,66.7%,,1.4%,0.5%,42,0.667,0.005,tor
9,Milwaukee Bucks,40.0,40.0,.500,1.67,0.27,-0.73,6-4,34-36,55-25,25-55,50.6%,25.0%,0.4%,0.1%,40,0.506,0.001,mil
10,Miami Heat,39.8,40.2,.497,-0.21,0.36,-1.01,6-4,34-36,56-24,23-57,47.1%,14.1%,0.4%,0.1%,40,0.47100000000000003,0.001,mia
11,Cleveland Cavaliers,38.3,41.7,.479,2.32,0.08,-0.88,4-6,34-36,53-27,24-56,35.5%,12.6%,0.2%,0,38,0.355,0,cle
12,Chicago Bulls,33.1,46.9,.413,-0.48,0.66,-4.39,4-7,29-40,49-31,18-62,5.4%,1.4%,,0,33,0.054000000000000006,0,chi
13,Charlotte Hornets,31.1,48.9,.389,0.36,0.82,-6.64,3-6,28-43,45-35,17-63,1.8%,0.2%,,0,31,0.018000000000000002,0,cha
14,Washington Wizards,30.7,49.3,.384,1.46,0.53,-5.75,2-8,29-41,47-33,17-63,1.5%,0.2%,,0,31,0.015,0,wsh
15,Detroit Pistons,29.3,50.7,.366,-1.53,0.89,-5.99,2-9,27-42,45-35,14-66,0.6%,0.1%,,0,29,0.006,0,det
1,Minnesota Timberwolves,54.0,26.0,.674,1.14,-0.95,10.80,7-2,47-24,67-13,37-43,100.0%,66.2%,39.7%,15.4%,54,1,0.154,min
2,Denver Nuggets,51.8,28.2,.648,-0.78,-0.69,7.92,8-2,44-26,66-14,35-45,99.9%,33.3%,26.1%,8.8%,52,0.9990000000000001,0.08800000000000001,den
3,Dallas Mavericks,48.0,32.0,.600,-2.02,-0.17,4.49,8-2,40-30,62-18,33-47,99.1%,65.8%,11.6%,2.7%,48,0.991,0.027000000000000003,dal
4,Houston Rockets,45.6,34.4,.571,-1.75,-0.69,3.47,6-3,40-31,62-18,30-50,97.1%,33.9%,8.2%,1.8%,46,0.971,0.018000000000000002,hou
5,Golden State Warriors,44.6,35.4,.558,0.35,-0.60,2.99,6-5,39-30,58-22,28-52,95.2%,74.7%,7.2%,1.4%,45,0.9520000000000001,0.013999999999999999,gs
6,Oklahoma City Thunder,42.4,37.6,.531,-0.76,-0.23,1.04,6-4,36-34,57-23,28-52,87.7%,0.5%,3.6%,0.7%,42,0.877,0.006999999999999999,okc
7,Sacramento Kings,38.8,41.2,.485,-0.77,0.03,-1.77,5-4,34-37,53-27,25-55,62.8%,10.5%,1.2%,0.1%,39,0.628,0.001,sac
8,LA Clippers,38.2,41.8,.478,-2.63,-0.05,-0.63,3-6,35-36,53-27,24-56,58.9%,10.3%,1.6%,0.3%,38,0.589,0.003,lac
9,Los Angeles Lakers,34.9,45.1,.436,-0.12,0.10,-5.02,5-5,30-40,49-31,20-60,27.4%,1.8%,0.2%,0,35,0.27399999999999997,0,lal
10,Phoenix Suns,35.4,44.6,.442,-3.18,0.06,-3.48,4-6,31-39,50-30,19-61,31.6%,2.8%,0.4%,0,35,0.316,0,phx
11,New Orleans Pelicans,34.8,45.2,.435,2.52,-0.48,-4.58,4-6,31-39,50-30,19-61,26.1%,0.3%,0.2%,0,35,0.261,0,no
12,Portland Trail Blazers,31.5,48.5,.393,-1.67,0.36,-6.89,3-6,28-43,48-32,16-64,8.0%,,0.1%,0,32,0.08,0,por
13,Utah Jazz,29.2,50.8,.365,-0.41,0.38,-8.11,3-7,26-44,45-35,13-67,2.8%,,,0,29,0.027999999999999997,0,uta
14,San Antonio Spurs,28.4,51.6,.355,1.95,-0.02,-9.25,3-7,25-45,44-36,15-65,1.9%,,,0,28,0.019,0,sa
15,Memphis Grizzlies,27.8,52.2,.347,-2.95,0.45,-8.45,2-8,26-44,42-38,13-67,1.5%,,,0,28,0.015,0,mem
