Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,65.1,16.9,.794,-0.16,-2.42,11.29,53-14,12-3,68-14,59-23,100.0%,100.0%,76.7%,60.4%,65,1,0.604,bos,Celtics
2,Milwaukee Bucks,51.6,30.4,.629,-0.54,1.74,2.89,44-24,8-6,57-25,45-37,100.0%,49.8%,4.7%,1.6%,52,1,0.016,mil,Bucks
3,Cleveland Cavaliers,51.2,30.8,.625,-0.32,-1.15,3.73,42-25,9-6,57-25,45-37,99.9%,50.0%,6.7%,2.5%,51,0.9990000000000001,0.025,cle,Cavaliers
4,New York Knicks,49.0,33.0,.597,-0.15,-0.01,3.95,40-27,9-6,55-27,42-40,99.4%,,6.3%,2.4%,49,0.9940000000000001,0.024,ny,Knicks
5,Orlando Magic,47.9,34.1,.585,-0.43,-0.67,1.26,40-28,8-6,54-28,41-41,98.0%,86.0%,1.4%,0.3%,48,0.98,0.003,orl,Magic
6,Indiana Pacers,45.6,36.4,.556,-0.16,0.00,1.82,38-30,8-6,51-31,39-43,90.7%,0.3%,1.9%,0.5%,46,0.907,0.005,ind,Pacers
7,Miami Heat,44.7,37.3,.545,-0.62,-0.07,-0.03,37-30,8-7,51-31,38-44,81.9%,14.1%,0.5%,0.1%,45,0.8190000000000001,0.001,mia,Heat
8,Philadelphia 76ers,45.3,36.7,.552,-0.47,-0.26,1.98,37-30,8-7,52-30,39-43,86.6%,,1.8%,0.4%,45,0.866,0.004,phi,76ers
9,Chicago Bulls,39.5,42.5,.482,-0.23,-0.41,-1.82,33-35,6-8,45-37,33-49,22.9%,,0.1%,0,40,0.22899999999999998,0,chi,Bulls
10,Atlanta Hawks,36.7,45.3,.448,-0.25,0.26,-1.83,30-37,7-8,44-38,30-52,19.5%,,,0,37,0.195,0,atl,Hawks
11,Brooklyn Nets,32.3,49.7,.393,0.00,-0.41,-2.39,26-42,6-8,39-43,26-56,1.2%,,,0,32,0.012,0,bkn,Nets
12,Toronto Raptors,28.4,53.6,.346,-0.10,0.11,-4.43,23-45,5-9,35-47,23-59,0,,,0,28,0,0,tor,Raptors
13,Charlotte Hornets,19.6,62.4,.239,-0.39,2.88,-10.30,17-51,3-11,26-56,17-65,0,,,0,20,0,0,cha,Hornets
14,Detroit Pistons,16.0,66.0,.195,-0.06,0.61,-8.18,12-55,4-11,23-59,12-70,0,,,0,16,0,0,det,Pistons
15,Washington Wizards,14.9,67.1,.182,0.25,-0.52,-9.91,11-57,4-10,22-60,11-71,0,,,0,15,0,0,wsh,Wizards
1,Oklahoma City Thunder,57.0,25.0,.695,-0.30,0.75,7.34,47-20,10-5,62-20,50-32,100.0%,47.6%,33.1%,12.7%,57,1,0.127,okc,Thunder
2,Minnesota Timberwolves,56.4,25.6,.688,-0.03,-0.35,6.63,46-21,10-5,61-21,50-32,100.0%,36.9%,28.2%,9.6%,56,1,0.096,min,T-Wolves
3,Denver Nuggets,55.9,26.1,.682,0.05,-0.31,4.52,47-21,9-5,61-21,49-33,100.0%,15.5%,12.2%,3.1%,56,1,0.031,den,Nuggets
4,LA Clippers,51.5,30.5,.628,0.24,-0.67,4.11,42-25,10-5,57-25,45-37,99.9%,96.4%,8.2%,1.8%,52,0.9990000000000001,0.018000000000000002,lac,Clippers
5,New Orleans Pelicans,50.3,31.7,.613,-0.11,0.43,5.04,41-26,9-6,56-26,43-39,99.3%,90.2%,11.8%,3.3%,50,0.993,0.033,no,Pelicans
6,Dallas Mavericks,47.0,35.0,.573,0.37,-1.22,1.70,39-29,8-6,53-29,40-42,82.5%,9.8%,1.8%,0.3%,47,0.825,0.003,dal,Mavericks
7,Sacramento Kings,46.6,35.4,.568,0.54,0.43,1.45,38-28,9-7,54-28,39-43,80.2%,2.9%,1.7%,0.3%,47,0.802,0.003,sac,Kings
8,Phoenix Suns,45.7,36.3,.557,-0.51,2.52,1.86,39-29,7-7,53-29,39-43,66.1%,0.6%,1.6%,0.3%,46,0.6609999999999999,0.003,phx,Suns
9,Golden State Warriors,44.1,37.9,.538,0.37,-0.85,2.01,35-31,9-7,50-32,37-45,41.4%,0.1%,1.1%,0.1%,44,0.414,0.001,gs,Warriors
10,Los Angeles Lakers,43.1,38.9,.525,0.63,-0.32,0.06,36-32,7-7,50-32,36-46,25.3%,0.1%,0.2%,0,43,0.253,0,lal,Lakers
11,Houston Rockets,40.2,41.8,.491,0.28,-0.76,1.04,32-35,8-7,46-36,33-49,5.4%,,,0,40,0.054000000000000006,0,hou,Rockets
12,Utah Jazz,34.2,47.8,.417,0.21,2.38,-3.14,29-38,5-10,42-40,29-53,0,,,0,34,0,0,uta,Jazz
13,Memphis Grizzlies,27.9,54.1,.340,0.58,-0.53,-5.94,23-45,5-9,34-48,23-59,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,23.1,58.9,.282,0.66,0.80,-7.49,19-48,4-11,30-52,19-63,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,19.4,62.6,.236,0.65,0.83,-6.76,15-53,4-10,26-56,15-67,0,,,0,19,0,0,sa,Spurs
