Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.6,19.4,.763,0.07,-1.37,9.46,41-12,22-7,70-12,53-29,100.0%,100.0%,99.4,0.6,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,59.6%,42.4%
2,Cleveland Cavaliers,54.6,27.4,.666,-0.66,-0.26,5.22,35-16,20-11,63-19,44-38,100.0%,90.6%,0.6,82.2,12,3.9,1,0.3,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,15.9%,7.3%
3,New York Knicks,50.5,31.5,.616,-0.52,0.46,4.58,33-20,18-11,59-23,40-42,99.7%,,NA,8.1,36.6,30.5,15.7,6.6,1.7,0.5,NA,97.5,2.2,0.2,NA,NA,,NA,10.1%,4.0%
4,Milwaukee Bucks,49.9,32.1,.609,-0.73,0.84,2.86,34-19,16-13,59-23,41-41,99.4%,9.0%,NA,7.2,34.6,28.2,17.3,8.8,2.2,1.1,NA,96.1,3.4,0.5,NA,NA,,NA,4.8%,1.5%
5,Philadelphia 76ers,48.3,33.7,.589,-0.99,0.40,3.62,31-21,17-13,58-24,39-43,98.2%,,NA,1.6,11.5,22.2,31.7,20.1,7.9,3.2,NA,87.1,10.9,2,0.1,NA,,NA,5.8%,2.1%
6,Indiana Pacers,45.3,36.7,.552,-0.11,-0.27,1.51,30-24,15-13,55-27,36-46,89.8%,0.4%,NA,0.2,2.3,6.8,14.7,25.3,27.2,13.4,NA,49.2,36.1,13,1.5,0.2,,NA,1.9%,0.5%
7,Orlando Magic,45.4,36.6,.554,0.06,-1.37,0.89,29-24,16-13,54-28,36-46,90.5%,79.0%,NA,0.1,2.9,7.8,17,30.3,21.2,11.3,NA,58.0,27.1,12.9,1.7,0.3,,NA,1.4%,0.3%
8,Miami Heat,42.0,40.0,.512,-0.50,-0.35,-0.88,28-25,14-15,51-31,33-49,68.7%,20.0%,NA,NA,0.1,0.7,2.6,8.2,32,25.1,NA,11.6,17.9,54.4,12.2,3.2,0.8,NA,0.4%,
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Atlanta Hawks,37.7,44.3,.459,0.20,-0.76,-1.83,24-29,14-15,47-35,27-55,21.8%,0.9%,NA,NA,NA,NA,NA,0.3,3.6,17.9,NA,0.3,1.2,7.7,34.5,34.6,21.8,NA,0.1%,
10,Chicago Bulls,37.4,44.6,.456,-0.77,0.62,-2.09,25-28,12-17,48-34,29-53,19.4%,,NA,NA,NA,NA,NA,0.2,3,16.2,NA,0.2,1,6.9,34.9,31.9,25.2,NA,,
11,Brooklyn Nets,35.2,46.8,.430,0.10,-0.43,-1.15,21-31,14-16,45-37,25-57,11.7%,,NA,NA,NA,NA,NA,NA,1.2,10.5,NA,,0.2,2.4,14.4,26.5,56.4,NA,0.1%,
12,Toronto Raptors,31.5,50.5,.384,0.16,-0.59,-3.40,19-34,12-17,41-41,22-60,0.9%,,NA,NA,NA,NA,NA,NA,NA,0.8,NA,,NA,0.1,0.7,3.4,95.8,NA,,
13,Washington Wizards,17.0,65.0,.208,-0.03,0.32,-9.19,9-43,8-22,27-55,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Charlotte Hornets,16.9,65.1,.206,-0.02,0.71,-11.79,11-41,6-24,26-56,11-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,16.2,65.8,.198,0.17,0.06,-8.74,8-44,8-22,26-56,8-74,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,56.3,25.7,.686,0.11,-0.52,6.44,36-16,20-10,64-18,47-35,100.0%,48.9%,42.1,24.2,21,11.1,1.6,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,26.0%,11.3%
2,Oklahoma City Thunder,55.9,26.1,.682,0.05,-0.54,7.11,36-17,20-9,64-18,45-37,100.0%,40.4%,32.8,28.8,23.6,12.6,2.1,0.2,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,31.4%,15.6%
3,Los Angeles Clippers,54.8,27.2,.668,-0.30,0.42,5.80,35-16,20-11,65-17,46-36,100.0%,99.3%,16.3,31,26.6,20.9,4.6,0.5,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,19.3%,8.0%
4,Denver Nuggets,53.9,28.1,.658,0.28,-0.54,3.92,36-17,18-11,62-20,45-37,99.9%,10.7%,8.8,15.1,25.1,40.8,8.8,1.1,0.1,0.1,NA,99.7,0.3,NA,NA,NA,,NA,9.6%,3.2%
5,New Orleans Pelicans,48.9,33.1,.596,0.10,-0.23,4.19,31-22,18-11,57-25,39-43,96.5%,79.5%,0.1,0.8,3.4,11.4,50.4,19.2,7.4,3.9,NA,85.2,8.5,4.2,1.6,0.5,,NA,7.7%,2.5%
6,Dallas Mavericks,45.8,36.2,.559,0.41,-0.58,1.30,30-23,16-13,56-26,36-46,74.0%,20.3%,NA,NA,0.1,1.5,13.8,20.8,22.1,15.6,NA,36.3,23.7,20.5,12.5,5.1,1.9,NA,1.5%,0.3%
7,Sacramento Kings,45.4,36.6,.554,0.37,0.72,0.89,30-22,15-15,54-28,36-46,71.3%,0.4%,NA,NA,0.1,0.9,8.1,24.9,21.1,16.2,NA,34.1,24,20.3,13.2,5.9,2.6,NA,1.1%,0.2%
8,Phoenix Suns,45.5,36.5,.555,-1.06,1.85,1.92,31-22,15-14,55-27,36-46,72.2%,0.2%,NA,NA,0.1,0.6,8,23.4,22.7,17.4,NA,32.1,23.7,20.6,14.2,7,2.4,NA,1.7%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,43.5,38.5,.530,0.87,-1.13,2.11,25-25,18-14,53-29,34-48,48.1%,0.1%,NA,NA,NA,0.2,2.1,6.9,16.4,22.6,NA,9.2,12.4,19,27.5,21.4,10.5,NA,1.4%,0.3%
10,Los Angeles Lakers,41.8,40.2,.510,0.56,0.24,-0.12,28-26,14-14,51-31,32-50,25.9%,,NA,NA,NA,NA,0.6,2.6,8.1,14.7,NA,3.2,6.1,12,20.9,30.2,27.7,NA,0.2%,
11,Houston Rockets,38.8,43.2,.473,0.19,-0.22,0.92,23-29,16-14,48-34,29-53,7.7%,0.1%,NA,NA,NA,NA,NA,0.2,1.3,6.2,NA,0.2,0.9,2,5.7,16.4,74.8,NA,0.1%,
12,Utah Jazz,38.8,43.2,.473,0.33,0.86,-1.73,26-27,13-16,52-30,29-53,4.4%,,NA,NA,NA,NA,NA,0.2,0.8,3.5,NA,0.2,0.4,1.5,4.4,13.5,80.1,NA,,
13,Memphis Grizzlies,29.0,53.0,.354,0.74,-0.48,-5.57,18-35,11-18,38-44,21-61,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Portland Trail Blazers,23.6,58.4,.288,0.51,0.99,-7.72,15-37,9-21,36-46,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,17.4,64.6,.212,0.42,1.20,-8.53,10-43,7-22,28-54,11-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
