Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,63.9,18.1,.780,-0.49,-9.40,10.87,63-18,1-0,64-18,63-19,100.0%,100.0%,76.5%,60.4%,64,1,0.604,bos,Celtics
2,Milwaukee Bucks,49.5,32.5,.604,-0.21,1.18,2.75,49-32,1-0,50-32,49-33,100.0%,56.9%,4.2%,1.4%,50,1,0.013999999999999999,mil,Bucks
3,New York Knicks,49.7,32.3,.606,-0.20,-1.83,4.43,49-32,1-0,50-32,49-33,100.0%,,8.9%,3.6%,50,1,0.036000000000000004,ny,Knicks
4,Cleveland Cavaliers,48.9,33.1,.596,-0.32,-10.38,2.25,48-33,1-0,49-33,48-34,100.0%,43.2%,3.3%,1.0%,49,1,0.01,cle,Cavaliers
5,Orlando Magic,46.5,35.5,.567,-0.56,2.75,1.18,46-35,1-0,47-35,46-36,90.6%,62.4%,1.1%,0.4%,46,0.9059999999999999,0.004,orl,Magic
6,Indiana Pacers,46.7,35.3,.569,-0.24,-1.94,2.33,46-35,1-0,47-35,46-36,95.7%,,2.4%,0.8%,47,0.9570000000000001,0.008,ind,Pacers
7,Philadelphia 76ers,46.7,35.3,.569,-0.49,-2.82,2.34,46-35,1-0,47-35,46-36,91.8%,,2.5%,0.9%,47,0.9179999999999999,0.009000000000000001,phi,76ers
8,Miami Heat,45.8,36.2,.558,-0.58,-6.35,1.02,45-36,1-0,46-36,45-37,82.0%,37.6%,1.0%,0.2%,46,0.82,0.002,mia,Heat
9,Chicago Bulls,39.3,42.7,.479,-0.38,4.43,-1.83,39-42,0-1,40-42,39-43,20.6%,,0.1%,0,39,0.20600000000000002,0,chi,Bulls
10,Atlanta Hawks,36.3,45.7,.443,-0.25,2.33,-1.94,36-45,0-1,37-45,36-46,19.3%,,,0,36,0.193,0,atl,Hawks
11,Brooklyn Nets,32.3,49.7,.394,-0.16,2.34,-2.82,32-49,0-1,33-49,32-50,0,,,0,32,0,0,bkn,Nets
12,Toronto Raptors,25.2,56.8,.308,-0.02,1.02,-6.35,25-56,0-1,26-56,25-57,0,,,0,25,0,0,tor,Raptors
13,Charlotte Hornets,20.1,61.9,.246,0.11,2.25,-10.38,20-61,0-1,21-61,20-62,0,,,0,20,0,0,cha,Hornets
14,Washington Wizards,15.1,66.9,.184,-0.12,10.87,-9.40,15-66,0-1,16-66,15-67,0,,,0,15,0,0,wsh,Wizards
15,Detroit Pistons,14.4,67.6,.175,0.12,-6.10,-8.76,14-67,0-1,15-67,14-68,0,,,0,14,0,0,det,Pistons
1,Oklahoma City Thunder,56.7,25.3,.691,-0.07,2.82,6.83,56-25,1-0,57-25,56-26,100.0%,59.0%,30.6%,11.3%,57,1,0.113,okc,Thunder
2,Minnesota Timberwolves,56.7,25.3,.691,-0.12,2.79,6.65,56-25,1-0,57-25,56-26,100.0%,31.8%,27.9%,10.1%,57,1,0.10099999999999999,min,T-Wolves
3,Denver Nuggets,56.8,25.2,.692,0.04,-6.52,5.18,56-25,1-0,57-25,56-26,100.0%,9.2%,14.4%,4.1%,57,1,0.040999999999999995,den,Nuggets
4,LA Clippers,51.6,30.4,.630,0.11,1.07,3.56,51-30,1-0,52-30,51-31,100.0%,100.0%,7.9%,1.8%,52,1,0.018000000000000002,lac,Clippers
5,Dallas Mavericks,50.3,31.7,.614,-0.02,6.83,2.82,50-31,0-1,51-31,50-32,100.0%,100.0%,4.9%,1.1%,50,1,0.011000000000000001,dal,Mavericks
6,New Orleans Pelicans,49.7,32.3,.606,0.02,0.82,4.68,49-32,1-0,50-32,49-33,98.0%,,8.2%,2.1%,50,0.98,0.021,no,Pelicans
7,Phoenix Suns,48.3,33.7,.590,-0.08,6.65,2.79,48-33,0-1,49-33,48-34,80.0%,,3.1%,0.6%,48,0.8,0.006,phx,Suns
8,Sacramento Kings,45.8,36.2,.559,0.66,-7.95,1.94,45-36,1-0,46-36,45-37,50.0%,,1.3%,0.2%,46,0.5,0.002,sac,Kings
9,Los Angeles Lakers,46.3,35.7,.565,0.42,4.68,0.82,46-35,0-1,47-35,46-36,38.8%,,0.5%,0.1%,46,0.38799999999999996,0.001,lal,Lakers
10,Golden State Warriors,45.8,36.2,.558,0.20,-4.22,2.75,45-36,1-0,46-36,45-37,33.2%,,1.2%,0.2%,46,0.332,0.002,gs,Warriors
11,Houston Rockets,40.4,41.6,.492,0.07,3.56,1.07,40-41,0-1,41-41,40-42,0,,,0,40,0,0,hou,Rockets
12,Utah Jazz,31.3,50.7,.381,0.65,2.75,-4.22,31-50,0-1,32-50,31-51,0,,,0,31,0,0,uta,Jazz
13,Memphis Grizzlies,27.2,54.8,.332,0.38,5.18,-6.52,27-54,0-1,28-54,27-55,0,,,0,27,0,0,mem,Grizzlies
14,San Antonio Spurs,21.6,60.4,.264,0.81,-8.76,-6.10,21-60,1-0,22-60,21-61,0,,,0,22,0,0,sa,Spurs
15,Portland Trail Blazers,21.2,60.8,.258,0.71,1.94,-7.95,21-60,0-1,22-60,21-61,0,,,0,21,0,0,por,Blazers
