Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.8,24.2,.705,-0.36,-0.03,5.94,35-12,23-12,68-14,46-36,100.0%,96.1%,38.1%,24.2%,58,1,0.242,bos
2,Cleveland Cavaliers,50.5,31.5,.616,0.15,-0.77,4.58,29-19,22-12,59-23,41-41,99.9%,77.4%,22.6%,12.4%,50,0.9990000000000001,0.124,cle
3,Philadelphia 76ers,50.3,31.7,.614,-0.56,0.69,3.29,30-16,20-16,60-22,40-42,99.8%,2.7%,13.6%,6.8%,50,0.998,0.068,phi
4,Brooklyn Nets,49.3,32.7,.602,-0.14,0.13,2.89,28-17,21-16,60-22,38-44,99.2%,1.2%,10.9%,4.9%,49,0.992,0.049,bkn
5,Milwaukee Bucks,47.9,34.1,.584,-0.01,0.06,1.02,29-17,19-17,58-24,38-44,97.5%,22.2%,4.6%,1.7%,48,0.975,0.017,mil
6,Miami Heat,42.4,39.6,.517,-0.09,0.25,0.03,25-22,17-18,55-27,31-51,67.1%,63.0%,1.6%,0.5%,42,0.6709999999999999,0.005,mia
7,New York Knicks,43.6,38.4,.531,-0.40,0.68,1.86,25-22,19-16,54-28,34-48,79.7%,,4.8%,2.0%,44,0.797,0.02,ny
8,Chicago Bulls,40.8,41.2,.498,0.71,-0.76,0.49,21-24,20-17,53-29,31-51,50.0%,0.3%,1.7%,0.5%,41,0.5,0.005,chi
9,Atlanta Hawks,40.5,41.5,.494,-0.37,0.43,-0.69,24-23,17-18,51-31,30-52,42.9%,26.7%,1.0%,0.3%,40,0.429,0.003,atl
10,Washington Wizards,38.5,43.5,.469,0.58,-0.70,-0.27,20-26,18-18,49-33,28-54,23.2%,10.2%,0.6%,0.2%,38,0.23199999999999998,0.002,wsh
11,Indiana Pacers,38.7,43.3,.473,0.27,-0.07,-1.50,23-25,16-18,50-32,28-54,23.7%,,0.2%,0,39,0.237,0,ind
12,Toronto Raptors,37.9,44.1,.462,0.33,-0.31,0.35,20-27,18-17,48-34,27-55,17.0%,,0.4%,0.2%,38,0.17,0.002,tor
13,Orlando Magic,31.3,50.7,.382,0.10,0.23,-3.68,17-29,14-22,44-38,21-61,0.1%,,,0,31,0.001,0,orl
14,Detroit Pistons,23.5,58.5,.287,0.86,-0.46,-6.75,12-36,12-22,35-47,14-68,0,,,0,24,0,0,det
15,Charlotte Hornets,25.5,56.5,.311,0.54,-0.07,-5.76,13-34,13-22,36-46,17-65,0,,,0,26,0,0,cha
1,Denver Nuggets,54.6,27.4,.665,-0.44,0.08,4.06,33-13,22-14,64-18,44-38,100.0%,99.9%,24.0%,12.2%,55,1,0.122,den
2,Memphis Grizzlies,54.8,27.2,.669,-0.27,-0.35,5.40,31-14,24-13,65-17,44-38,100.0%,97.8%,35.8%,20.3%,55,1,0.203,mem
3,Sacramento Kings,46.7,35.3,.570,-0.45,-0.02,2.49,26-19,21-16,57-25,36-46,97.0%,82.4%,10.7%,4.3%,47,0.97,0.043,sac
4,New Orleans Pelicans,46.5,35.5,.567,-0.20,-0.11,2.54,26-20,21-15,56-26,35-47,96.5%,2.0%,10.9%,4.0%,46,0.965,0.04,no
5,Dallas Mavericks,43.4,38.6,.529,0.04,-0.28,0.75,25-22,18-17,54-28,33-49,79.9%,0.2%,4.4%,1.3%,43,0.799,0.013000000000000001,dal
6,Utah Jazz,41.5,40.5,.506,0.03,-0.09,0.97,24-25,17-16,52-30,30-52,60.1%,0.1%,3.3%,1.0%,42,0.601,0.01,uta
7,Phoenix Suns,41.5,40.5,.507,0.28,-0.12,0.90,23-24,19-16,53-29,30-52,61.7%,10.9%,3.3%,1.0%,42,0.617,0.01,phx
8,Oklahoma City Thunder,41.9,40.1,.511,0.40,-0.56,1.44,22-24,20-16,54-28,31-51,64.5%,0.1%,4.3%,1.4%,42,0.645,0.013999999999999999,okc
9,Golden State Warriors,40.3,41.7,.491,-0.22,0.34,-0.52,23-23,17-19,51-31,29-53,42.2%,5.0%,1.0%,0.2%,40,0.42200000000000004,0.002,gs
10,Portland Trail Blazers,39.8,42.2,.486,-0.11,0.15,0.16,21-24,19-18,51-31,29-53,36.6%,,1.3%,0.3%,40,0.366,0.003,por
11,Minnesota Timberwolves,39.6,42.4,.483,-0.44,0.64,-0.69,24-24,16-18,49-33,29-53,31.3%,,0.8%,0.2%,40,0.313,0.002,min
12,LA Clippers,38.4,43.6,.468,-0.76,1.01,-1.86,24-24,14-20,48-34,28-54,17.3%,1.2%,0.2%,0.1%,38,0.17300000000000001,0.001,lac
13,Los Angeles Lakers,37.7,44.3,.460,-0.08,0.21,-1.14,21-25,17-19,49-33,27-55,12.9%,0.5%,0.2%,0,38,0.129,0,lal
14,Houston Rockets,20.5,61.5,.250,0.09,0.67,-7.74,10-36,10-26,31-51,12-70,0,,,0,20,0,0,hou
15,San Antonio Spurs,24.2,57.8,.295,0.49,0.06,-8.16,14-32,10-26,35-47,16-66,0,,,0,24,0,0,sa
