Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,61.3,20.7,.748,1.47,-0.93,10.59,20-5,41-16,73-9,46-36,100.0%,69.6%,42.2%,31.1%,61,1,0.311,bos,Celtics
2,Philadelphia 76ers,59.4,22.6,.724,-0.92,-0.40,10.97,18-7,41-16,71-11,47-35,100.0%,30.4%,44.7%,33.0%,59,1,0.33,phi,76ers
3,Milwaukee Bucks,51.2,30.8,.625,-1.22,0.34,3.94,19-7,32-24,66-16,38-44,99.3%,88.0%,4.7%,2.1%,51,0.993,0.021,mil,Bucks
4,Orlando Magic,49.0,33.0,.598,-0.19,-0.46,3.17,16-9,33-24,64-18,33-49,97.1%,88.9%,3.4%,1.3%,49,0.971,0.013000000000000001,orl,Magic
5,Cleveland Cavaliers,44.2,37.8,.539,1.21,-0.63,1.09,14-12,30-26,59-23,31-51,76.1%,8.0%,0.8%,0.2%,44,0.7609999999999999,0.002,cle,Cavaliers
6,New York Knicks,44.8,37.2,.546,-0.38,0.63,2.26,14-11,31-26,59-23,31-51,81.9%,,1.4%,0.5%,45,0.8190000000000001,0.005,ny,Knicks
7,Brooklyn Nets,44.4,37.6,.542,0.47,-0.17,2.19,13-12,31-26,58-24,29-53,79.6%,,1.6%,0.5%,44,0.7959999999999999,0.005,bkn,Nets
8,Indiana Pacers,42.6,39.4,.520,-0.56,0.32,0.77,13-11,30-28,56-26,29-53,63.6%,4.1%,0.5%,0.2%,43,0.636,0.002,ind,Pacers
9,Miami Heat,41.8,40.2,.510,-1.58,0.51,-0.58,15-11,27-29,54-28,27-55,52.1%,7.6%,0.3%,0.1%,42,0.521,0.001,mia,Heat
10,Atlanta Hawks,40.1,41.9,.489,0.97,-0.28,0.73,10-15,30-27,52-30,26-56,37.1%,3.5%,0.4%,0.1%,40,0.371,0.001,atl,Hawks
11,Toronto Raptors,36.6,45.4,.446,0.72,-0.10,-1.60,10-15,27-30,53-29,23-59,10.8%,,0.1%,0,37,0.10800000000000001,0,tor,Raptors
12,Chicago Bulls,33.5,48.5,.409,0.16,-0.23,-3.54,10-17,24-31,50-32,21-61,2.4%,,,0,34,0.024,0,chi,Bulls
13,Charlotte Hornets,24.3,57.7,.296,0.45,0.44,-9.10,7-17,17-41,37-45,11-71,0,,,0,24,0,0,cha,Hornets
14,Washington Wizards,21.7,60.3,.265,0.89,0.22,-8.91,4-21,18-39,35-47,11-71,0,,,0,22,0,0,wsh,Wizards
15,Detroit Pistons,16.6,65.4,.203,0.90,0.25,-11.22,2-24,15-41,29-53,5-77,0,,,0,17,0,0,det,Pistons
1,Minnesota Timberwolves,57.0,25.0,.695,-0.58,-0.35,7.17,19-5,38-20,69-13,44-38,100.0%,71.0%,30.3%,11.7%,57,1,0.11699999999999999,min,T-Wolves
2,Oklahoma City Thunder,53.8,28.2,.657,0.11,-0.48,6.86,16-8,38-20,66-16,39-43,99.6%,22.4%,26.5%,9.3%,54,0.996,0.09300000000000001,okc,Thunder
3,Denver Nuggets,51.1,30.9,.623,0.75,-0.75,4.68,17-10,34-21,63-19,38-44,97.7%,6.6%,13.6%,3.6%,51,0.977,0.036000000000000004,den,Nuggets
4,LA Clippers,48.6,33.4,.593,-1.12,0.15,4.48,15-10,34-23,62-20,32-50,91.3%,62.9%,11.5%,3.0%,49,0.9129999999999999,0.03,lac,Clippers
5,Houston Rockets,47.6,34.4,.580,-0.12,-0.44,3.66,13-10,35-24,62-20,32-50,84.8%,47.0%,6.4%,1.4%,48,0.848,0.013999999999999999,hou,Rockets
6,Dallas Mavericks,46.0,36.0,.562,-1.28,0.32,1.48,16-9,30-27,59-23,33-49,73.4%,28.9%,2.9%,0.6%,46,0.7340000000000001,0.006,dal,Mavericks
7,Sacramento Kings,46.0,36.0,.561,0.94,-0.07,1.49,15-9,31-27,59-23,32-50,71.8%,22.2%,2.7%,0.4%,46,0.718,0.004,sac,Kings
8,New Orleans Pelicans,45.9,36.1,.559,-0.28,-0.05,1.87,16-11,30-25,59-23,33-49,72.1%,24.1%,3.1%,0.4%,46,0.721,0.004,no,Pelicans
9,Golden State Warriors,43.5,38.5,.530,1.54,-0.92,1.77,12-14,31-25,57-25,29-53,49.9%,7.5%,2.1%,0.5%,44,0.499,0.005,gs,Warriors
10,Los Angeles Lakers,42.7,39.3,.521,-0.42,0.54,0.12,15-11,28-28,58-24,29-53,40.4%,6.0%,0.7%,0.1%,43,0.40399999999999997,0.001,lal,Lakers
11,Phoenix Suns,40.2,41.8,.490,-1.88,0.70,-0.61,14-12,26-30,53-29,26-56,19.2%,1.4%,0.4%,0,40,0.192,0,phx,Suns
12,Utah Jazz,25.6,56.4,.312,-0.31,1.04,-8.58,9-17,17-39,38-44,13-69,0,,,0,26,0,0,uta,Jazz
13,Memphis Grizzlies,25.5,56.5,.311,-0.88,0.67,-7.17,6-18,19-39,38-44,14-68,0,,,0,26,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.2,57.8,.295,-0.68,0.96,-7.60,6-19,18-39,39-43,13-69,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,20.7,61.3,.252,1.80,0.03,-9.76,4-21,17-40,36-46,10-72,0,,,0,21,0,0,sa,Spurs
