Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,50.9,29.1,.637,-7.09,-0.59,13.41,4-0,47-29,67-13,33-47,99.9%,59.3%,33.6%,17.1%,51,0.9990000000000001,0.171,bos
2,Philadelphia 76ers,49.3,30.7,.617,-0.29,-0.99,11.97,3-1,46-30,64-16,35-45,99.9%,38.8%,28.2%,13.6%,49,0.9990000000000001,0.136,phi
3,Orlando Magic,47.1,32.9,.589,3.50,-1.36,7.10,3-2,44-31,64-16,29-51,99.2%,79.6%,18.2%,7.9%,47,0.992,0.079,orl
4,Atlanta Hawks,42.1,37.9,.526,-4.17,-0.36,1.43,3-2,39-36,56-24,27-53,89.7%,19.1%,6.8%,2.3%,42,0.897,0.023,atl
5,Toronto Raptors,40.7,39.3,.509,2.86,-0.66,1.36,2-4,39-35,56-24,25-55,84.5%,1.3%,5.9%,1.8%,41,0.845,0.018000000000000002,tor
6,Milwaukee Bucks,38.9,41.1,.487,1.55,-0.57,-2.85,3-2,36-39,57-23,24-56,72.1%,61.4%,2.1%,0.5%,39,0.721,0.005,mil
7,New York Knicks,38.1,41.9,.477,-1.52,0.03,-1.52,2-4,36-38,54-26,23-57,64.9%,0.4%,2.3%,0.5%,38,0.649,0.005,ny
8,Brooklyn Nets,37.2,42.8,.465,-6.83,0.55,-4.43,3-2,34-41,53-27,20-60,56.6%,0.2%,1.3%,0.2%,37,0.5660000000000001,0.002,bkn
9,Miami Heat,34.7,45.3,.434,-0.84,-0.25,-5.50,2-4,33-41,50-30,21-59,33.2%,1.1%,0.7%,0.1%,35,0.332,0.001,mia
10,Detroit Pistons,34.9,45.1,.436,-5.05,-0.17,-5.55,2-4,33-41,51-29,19-61,34.9%,18.4%,0.6%,0.1%,35,0.349,0.001,det
11,Indiana Pacers,33.7,46.3,.422,-5.57,0.20,-9.17,3-2,31-44,50-30,17-63,24.9%,12.1%,0.2%,0.1%,34,0.249,0.001,ind
12,Charlotte Hornets,32.1,47.9,.401,-4.13,0.27,-10.88,1-3,31-45,49-31,18-62,14.5%,0.2%,0.2%,0,32,0.145,0,cha
13,Cleveland Cavaliers,31.1,48.9,.388,-4.60,0.12,-9.77,2-4,29-45,48-32,17-63,9.6%,3.7%,0.1%,0,31,0.096,0,cle
14,Chicago Bulls,31.3,48.7,.391,-3.01,0.04,-9.51,2-4,29-45,47-33,15-65,11.0%,4.5%,,0,31,0.11,0,chi
15,Washington Wizards,29.5,50.5,.369,-1.98,0.27,-12.18,1-4,29-46,47-33,13-67,5.1%,,,0,30,0.051,0,wsh
1,LA Clippers,51.1,28.9,.638,2.99,0.43,15.19,3-2,48-27,64-16,36-44,98.8%,45.1%,29.2%,19.1%,51,0.988,0.191,lac
2,Golden State Warriors,49.9,30.1,.623,2.62,0.91,10.29,5-1,45-29,65-15,35-45,97.4%,32.2%,18.8%,10.9%,50,0.9740000000000001,0.109,gs
3,Denver Nuggets,49.1,30.9,.614,1.24,0.59,9.08,5-1,44-30,64-16,31-49,96.1%,75.2%,15.0%,8.4%,49,0.961,0.084,den
4,Los Angeles Lakers,46.8,33.2,.584,9.50,0.24,8.70,3-2,44-31,63-17,31-49,88.7%,10.8%,10.8%,5.5%,47,0.887,0.055,lal
5,Sacramento Kings,46.6,33.4,.583,7.96,0.60,10.96,2-2,45-31,62-18,30-50,88.4%,9.9%,11.7%,6.2%,47,0.884,0.062,sac
6,Minnesota Timberwolves,43.7,36.3,.546,1.59,0.92,6.59,2-2,42-34,60-20,26-54,69.9%,17.1%,4.9%,2.0%,44,0.6990000000000001,0.02,min
7,Phoenix Suns,42.7,37.3,.534,3.35,0.90,5.15,2-3,41-34,58-22,26-54,61.7%,2.0%,4.3%,1.9%,43,0.617,0.019,phx
8,Dallas Mavericks,42.1,37.9,.526,-3.47,1.07,1.53,4-1,38-37,58-22,25-55,56.0%,54.9%,1.9%,0.7%,42,0.56,0.006999999999999999,dal
9,Utah Jazz,40.8,39.2,.510,6.23,0.50,2.56,2-4,39-35,58-22,23-57,43.5%,4.5%,1.8%,0.7%,41,0.435,0.006999999999999999,uta
10,Portland Trail Blazers,38.8,41.2,.485,3.33,0.88,-1.01,3-3,36-38,55-25,23-57,24.9%,2.3%,0.5%,0.1%,39,0.249,0.001,por
11,New Orleans Pelicans,39.6,40.4,.495,-1.74,1.24,-1.54,4-1,36-39,56-24,24-56,32.5%,26.5%,0.7%,0.3%,40,0.325,0.003,no
12,San Antonio Spurs,38.4,41.6,.480,3.81,0.75,-2.39,3-2,35-40,53-27,22-58,23.1%,16.4%,0.3%,0.1%,38,0.231,0.001,sa
13,Oklahoma City Thunder,37.5,42.5,.468,-1.17,1.51,-1.84,3-3,34-40,53-27,19-61,15.9%,0.9%,0.2%,0,38,0.159,0,okc
14,Houston Rockets,33.2,46.8,.416,1.03,1.13,-7.97,1-3,32-44,49-31,17-63,3.1%,2.1%,,0,33,0.031,0,hou
15,Memphis Grizzlies,27.6,52.4,.345,-0.26,1.58,-10.09,0-6,28-46,46-34,13-67,0.1%,0.1%,,0,28,0.001,0,mem
