Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.9,17.1,.792,0.00,-1.89,10.73,47-12,18-5,70-12,57-25,100.0%,100.0%,73.2%,55.1%,65,1,0.551,bos,Celtics
2,Cleveland Cavaliers,52.8,29.2,.644,-0.75,0.29,4.32,39-20,14-9,61-21,43-39,100.0%,70.8%,8.9%,3.4%,53,1,0.034,cle,Cavaliers
3,Milwaukee Bucks,51.4,30.6,.627,-0.94,2.00,3.49,40-21,11-10,59-23,43-39,99.9%,29.0%,5.5%,2.0%,51,0.9990000000000001,0.02,mil,Bucks
4,New York Knicks,47.9,34.1,.584,-0.15,0.16,3.49,35-25,13-9,55-27,40-42,97.5%,,5.2%,1.6%,48,0.975,0.016,ny,Knicks
5,Orlando Magic,47.1,34.9,.574,0.09,-1.90,1.35,34-26,13-9,54-28,39-43,94.7%,64.0%,1.6%,0.3%,47,0.9470000000000001,0.003,orl,Magic
6,Philadelphia 76ers,47.0,35.0,.573,-0.54,-0.15,2.82,34-25,13-10,55-27,39-43,94.3%,,3.4%,0.9%,47,0.943,0.009000000000000001,phi,76ers
7,Miami Heat,45.5,36.5,.555,-0.28,-1.03,0.35,33-26,13-10,54-28,37-45,87.1%,36.0%,0.7%,0.1%,46,0.871,0.001,mia,Heat
8,Indiana Pacers,44.8,37.2,.547,-0.27,0.46,1.20,34-27,11-10,53-29,36-46,85.1%,0.2%,1.4%,0.4%,45,0.851,0.004,ind,Pacers
9,Chicago Bulls,38.1,43.9,.464,-0.24,-0.27,-1.72,28-32,10-12,45-37,30-52,21.0%,,0.1%,0,38,0.21,0,chi,Bulls
10,Atlanta Hawks,36.0,46.0,.439,-0.12,-0.02,-2.26,26-33,10-13,45-37,28-54,12.6%,,,0,36,0.126,0,atl,Hawks
11,Brooklyn Nets,34.0,48.0,.415,0.44,-1.33,-1.95,23-36,11-12,44-38,26-56,7.0%,,,0,34,0.07,0,bkn,Nets
12,Toronto Raptors,31.3,50.7,.382,0.04,-0.44,-3.33,22-38,9-13,40-42,24-58,0.9%,,,0,31,0.009000000000000001,0,tor,Raptors
13,Charlotte Hornets,19.9,62.1,.243,-0.01,0.81,-10.49,15-45,5-17,28-54,15-67,0,,,0,20,0,0,cha,Hornets
14,Detroit Pistons,15.8,66.2,.192,0.27,-0.27,-8.41,9-50,7-16,25-57,9-73,0,,,0,16,0,0,det,Pistons
15,Washington Wizards,15.2,66.8,.185,0.44,-0.65,-9.56,9-51,6-16,23-59,9-73,0,,,0,15,0,0,wsh,Wizards
1,Minnesota Timberwolves,56.9,25.1,.694,-0.20,-0.03,6.85,42-18,15-7,63-19,48-34,100.0%,47.0%,28.1%,10.6%,57,1,0.106,min,T-Wolves
2,Oklahoma City Thunder,57.0,25.0,.695,-0.17,-0.27,7.75,41-18,16-7,64-18,49-33,100.0%,45.2%,37.7%,16.2%,57,1,0.162,okc,Thunder
3,Denver Nuggets,54.7,27.3,.666,0.03,-0.25,4.20,41-19,14-8,62-20,46-36,100.0%,7.8%,9.7%,2.8%,55,1,0.027999999999999997,den,Nuggets
4,LA Clippers,52.8,29.2,.643,-0.16,0.38,4.74,38-20,15-9,61-21,45-37,99.9%,96.3%,11.0%,3.4%,53,0.9990000000000001,0.034,lac,Clippers
5,New Orleans Pelicans,48.7,33.3,.594,-0.16,0.21,4.39,36-25,13-8,56-26,41-41,95.5%,82.6%,7.5%,2.2%,49,0.955,0.022000000000000002,no,Pelicans
6,Sacramento Kings,46.3,35.7,.565,0.60,0.22,0.92,34-25,12-11,55-27,38-44,74.3%,1.9%,1.0%,0.2%,46,0.743,0.002,sac,Kings
7,Dallas Mavericks,45.8,36.2,.559,0.26,-0.45,1.04,34-26,12-10,53-29,38-44,67.1%,17.4%,1.1%,0.2%,46,0.6709999999999999,0.002,dal,Mavericks
8,Phoenix Suns,45.9,36.1,.560,-1.13,2.69,1.92,35-24,11-12,55-27,38-44,68.7%,1.1%,1.6%,0.2%,46,0.687,0.002,phx,Suns
9,Golden State Warriors,45.6,36.4,.556,0.41,-0.88,2.68,32-27,14-9,53-29,37-45,64.0%,0.7%,2.1%,0.4%,46,0.64,0.004,gs,Warriors
10,Los Angeles Lakers,42.9,39.1,.523,0.19,1.18,-0.19,33-28,10-11,51-31,34-48,29.0%,0.1%,0.2%,0,43,0.29,0,lal,Lakers
11,Houston Rockets,37.5,44.5,.457,0.60,-1.36,0.24,25-34,12-11,46-36,29-53,1.4%,,,0,38,0.013999999999999999,0,hou,Rockets
12,Utah Jazz,35.3,46.7,.430,0.03,1.93,-2.87,27-33,8-14,43-39,28-54,0,,,0,35,0,0,uta,Jazz
13,Memphis Grizzlies,28.3,53.7,.345,0.79,-1.03,-5.91,20-40,8-14,36-46,21-61,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.3,59.7,.272,0.38,1.35,-7.98,16-42,6-18,31-51,16-66,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,18.3,63.7,.223,0.56,0.98,-7.75,12-48,6-16,26-56,12-70,0,,,0,18,0,0,sa,Spurs
