Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,57.2,24.8,.698,-0.09,0.17,4.05,47-18,10-7,63-19,49-33,100.0%,97.4%,67.8,27.6,3.5,1.2,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,17.7%,10.8%
2,Boston Celtics,55.8,26.2,.681,0.02,-0.80,5.46,46-21,10-5,61-21,49-33,100.0%,90.7%,29.3,60.3,7.8,2.5,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,28.7%,19.1%
3,Philadelphia 76ers,52.7,29.3,.643,-0.17,0.95,3.95,43-22,10-7,60-22,45-37,100.0%,9.3%,2.4,9,49.4,35.3,3.7,0.2,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,13.6%,8.0%
4,Cleveland Cavaliers,51.6,30.4,.630,0.14,-1.69,5.63,42-26,10-4,56-26,45-37,100.0%,2.6%,0.5,3.1,37.8,49.6,8,1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,26.6%,18.4%
5,New York Knicks,47.8,34.2,.583,0.17,-0.45,3.12,39-28,9-6,54-28,41-41,99.5%,,NA,NA,1.4,9.8,67,19.4,1.5,0.4,NA,97.7,2.2,0.1,NA,NA,,NA,7.5%,4.0%
6,Brooklyn Nets,45.9,36.1,.560,0.09,0.47,1.07,37-28,9-8,52-30,38-44,96.2%,,NA,NA,0.1,1.6,19.7,62.8,7.8,4.1,NA,84.2,14,1.4,0.3,0.1,,NA,2.5%,1.0%
7,Miami Heat,42.2,39.8,.514,0.20,0.20,-0.53,35-32,7-8,49-33,35-47,65.8%,67.9%,NA,NA,NA,NA,1.2,11.5,32.3,20.7,NA,12.7,50.3,17.4,10.3,5.9,3.4,NA,0.7%,0.1%
8,Atlanta Hawks,41.0,41.0,.501,-0.04,0.43,0.03,33-33,8-8,48-34,35-47,51.8%,24.7%,NA,NA,NA,NA,0.3,4,26.4,21.2,NA,4.3,19.6,32.8,20.3,13.5,9.5,NA,0.8%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Washington Wizards,39.3,42.7,.479,0.17,-0.15,0.05,31-35,8-8,46-36,33-49,26.4%,7.5%,NA,NA,NA,NA,NA,0.5,9.8,16,NA,0.6,6.1,13.9,20.7,24.2,34.6,NA,0.4%,0.1%
