Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,58.4,23.6,.712,-0.25,2.64,4.22,55-21,3-3,61-21,55-27,100.0%,100.0%,17.3%,10.9%,58,1,0.109,mil
2,Boston Celtics,55.8,26.2,.680,-0.26,1.77,5.78,52-24,4-2,58-24,52-30,100.0%,95.6%,29.5%,20.3%,56,1,0.203,bos
3,Philadelphia 76ers,53.4,28.6,.652,-0.10,1.94,4.54,50-26,3-3,56-26,50-32,100.0%,4.4%,16.9%,10.4%,53,1,0.10400000000000001,phi
4,Cleveland Cavaliers,51.6,30.4,.629,-0.03,-2.01,5.53,48-29,4-1,53-29,48-34,100.0%,,24.4%,16.1%,52,1,0.161,cle
5,New York Knicks,46.9,35.1,.571,0.06,0.11,2.94,44-33,3-2,49-33,44-38,100.0%,,6.3%,3.1%,47,1,0.031,ny
6,Brooklyn Nets,44.6,37.4,.543,0.28,-0.99,0.99,41-35,4-2,47-35,41-41,95.8%,,2.0%,0.8%,45,0.958,0.008,bkn
7,Miami Heat,42.5,39.5,.518,0.31,-1.03,-0.75,40-37,2-3,45-37,40-42,72.7%,92.5%,0.4%,0.1%,42,0.727,0.001,mia
8,Atlanta Hawks,40.7,41.3,.496,-0.10,2.01,0.09,38-38,3-3,44-38,38-44,48.6%,7.5%,0.6%,0.3%,41,0.486,0.003,atl
9,Toronto Raptors,40.8,41.2,.497,0.03,1.55,1.28,38-38,3-3,44-38,38-44,50.2%,,1.6%,0.7%,41,0.502,0.006999999999999999,tor
10,Chicago Bulls,39.3,42.7,.479,0.18,-0.72,0.99,36-40,3-3,42-40,36-46,31.3%,,0.9%,0.3%,39,0.313,0.003,chi
11,Washington Wizards,37.1,44.9,.453,0.20,-0.65,-0.51,34-42,3-3,40-42,34-48,1.5%,,,0,37,0.015,0,wsh
12,Indiana Pacers,35.0,47.0,.427,0.25,1.02,-2.92,33-44,2-3,38-44,33-49,0.1%,,,0,35,0.001,0,ind
13,Orlando Magic,34.5,47.5,.421,0.15,0.60,-2.29,32-44,2-4,38-44,32-50,0,,,0,34,0,0,orl
14,Charlotte Hornets,27.9,54.1,.340,0.35,0.20,-5.50,26-51,2-3,31-51,26-56,0,,,0,28,0,0,cha
15,Detroit Pistons,18.0,64.0,.219,0.68,-2.01,-7.21,16-60,2-4,22-60,16-66,0,,,0,18,0,0,det
1,Denver Nuggets,55.2,26.8,.674,-0.34,-0.06,3.82,51-24,4-3,58-24,51-31,100.0%,100.0%,28.0%,12.1%,55,1,0.121,den
2,Memphis Grizzlies,51.4,30.6,.627,-0.45,0.79,3.74,48-28,3-3,54-28,48-34,100.0%,100.0%,25.4%,10.9%,51,1,0.109,mem
3,Sacramento Kings,49.5,32.5,.603,-0.31,-1.20,2.63,46-30,3-3,52-30,46-36,100.0%,99.8%,15.6%,5.7%,50,1,0.057,sac
4,Phoenix Suns,44.4,37.6,.542,0.03,-0.27,1.96,41-35,3-3,47-35,41-41,99.6%,0.2%,12.9%,3.8%,44,0.996,0.038,phx
5,LA Clippers,43.4,38.6,.529,-0.27,0.79,0.25,41-36,2-3,46-36,41-41,92.4%,,4.0%,1.0%,43,0.924,0.01,lac
6,Golden State Warriors,42.7,39.3,.520,-0.04,-1.17,0.56,40-37,3-2,45-37,40-42,84.3%,,4.1%,1.0%,43,0.843,0.01,gs
7,Minnesota Timberwolves,41.8,40.2,.510,-0.04,-2.21,-0.29,39-38,3-2,44-38,39-43,75.1%,,2.4%,0.5%,42,0.7509999999999999,0.005,min
8,New Orleans Pelicans,41.0,41.0,.500,-0.45,2.18,1.34,38-38,3-3,44-38,38-44,48.5%,,3.4%,1.0%,41,0.485,0.01,no
9,Los Angeles Lakers,41.1,40.9,.501,-0.02,-1.30,-0.15,38-38,3-3,44-38,38-44,47.6%,,1.7%,0.4%,41,0.47600000000000003,0.004,lal
10,Oklahoma City Thunder,40.5,41.5,.494,-0.16,0.51,0.92,38-39,3-2,43-39,38-44,29.7%,,1.8%,0.5%,40,0.297,0.005,okc
11,Dallas Mavericks,39.8,42.2,.485,-0.15,-1.46,0.31,37-40,3-2,42-40,37-45,19.0%,,0.8%,0.2%,40,0.19,0.002,dal
12,Utah Jazz,38.6,43.4,.470,-0.23,1.87,-0.80,36-40,3-3,42-40,36-46,3.9%,,0.1%,0,39,0.039,0,uta
13,Portland Trail Blazers,34.5,47.5,.421,0.05,-0.56,-2.95,32-44,3-4,38-44,32-50,0,,,0,34,0,0,por
14,San Antonio Spurs,20.2,61.8,.247,0.23,0.37,-10.27,19-57,1-5,25-57,19-63,0,,,0,20,0,0,sa
15,Houston Rockets,19.7,62.3,.240,0.39,-1.91,-8.10,18-59,2-3,23-59,18-64,0,,,0,20,0,0,hou
