Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.1,24.9,.697,-0.39,0.03,6.08,33-12,24-13,67-15,44-38,100.0%,95.8%,38.4%,24.7%,57,1,0.247,bos
2,Cleveland Cavaliers,50.8,31.2,.620,0.16,-0.66,4.66,28-18,23-13,61-21,40-42,99.9%,70.6%,22.1%,12.2%,51,0.9990000000000001,0.122,cle
3,Philadelphia 76ers,49.2,32.8,.601,-0.61,0.75,3.14,28-16,21-17,60-22,38-44,98.8%,2.3%,11.9%,5.5%,49,0.988,0.055,phi
4,Brooklyn Nets,49.3,32.7,.602,-0.15,0.18,2.87,27-16,22-17,61-21,38-44,98.9%,1.9%,10.9%,4.7%,49,0.9890000000000001,0.047,bkn
5,Milwaukee Bucks,48.4,33.6,.590,-0.10,0.21,1.21,29-16,19-18,59-23,37-45,97.6%,29.1%,5.2%,1.9%,48,0.976,0.019,mil
6,New York Knicks,44.4,37.6,.541,-0.42,0.70,2.22,25-21,19-17,56-26,34-48,83.4%,0.1%,6.4%,2.6%,44,0.8340000000000001,0.026000000000000002,ny
7,Miami Heat,43.2,38.8,.527,-0.12,0.28,0.56,25-21,18-18,56-26,32-50,72.2%,70.6%,1.9%,0.5%,43,0.722,0.005,mia
8,Atlanta Hawks,40.5,41.5,.494,-0.25,0.31,-0.83,23-22,18-19,53-29,30-52,39.7%,23.7%,0.6%,0.1%,40,0.397,0.001,atl
9,Chicago Bulls,40.2,41.8,.491,0.92,-0.91,0.29,20-24,20-18,51-31,29-53,39.0%,0.2%,1.2%,0.3%,40,0.39,0.003,chi
10,Indiana Pacers,39.9,42.1,.487,0.20,0.06,-1.04,23-23,17-19,51-31,29-53,32.7%,0.1%,0.5%,0.1%,40,0.327,0.001,ind
11,Toronto Raptors,38.8,43.2,.473,0.27,-0.13,0.38,20-25,19-18,50-32,27-55,22.3%,,0.8%,0.3%,39,0.223,0.003,tor
12,Washington Wizards,37.9,44.1,.462,0.72,-0.75,-0.59,19-26,19-18,49-33,25-57,15.4%,5.7%,0.3%,0.1%,38,0.154,0.001,wsh
13,Orlando Magic,30.9,51.1,.377,0.03,0.37,-3.77,16-28,15-23,44-38,21-61,0.1%,,,0,31,0.001,0,orl
14,Detroit Pistons,24.1,57.9,.294,0.89,-0.43,-6.50,12-35,12-23,35-47,14-68,0,,,0,24,0,0,det
15,Charlotte Hornets,24.7,57.3,.302,0.60,-0.07,-5.93,12-34,13-23,35-47,15-67,0,,,0,25,0,0,cha
1,Memphis Grizzlies,55.6,26.4,.679,-0.22,-0.44,5.60,31-13,25-13,66-16,45-37,100.0%,97.7%,37.9%,22.1%,56,1,0.221,mem
2,Denver Nuggets,53.8,28.2,.656,-0.43,0.07,3.66,32-13,22-15,64-18,43-39,100.0%,99.5%,21.1%,10.2%,54,1,0.102,den
3,New Orleans Pelicans,47.5,34.5,.579,-0.13,-0.27,2.96,26-19,22-15,59-23,37-45,98.3%,2.2%,13.3%,5.5%,48,0.983,0.055,no
4,Sacramento Kings,46.7,35.3,.570,-0.58,0.10,2.42,25-18,22-17,58-24,35-47,96.7%,86.4%,10.0%,4.0%,47,0.9670000000000001,0.04,sac
5,Oklahoma City Thunder,42.4,39.6,.517,0.36,-0.49,1.54,22-23,20-17,53-29,31-51,72.5%,0.3%,5.0%,1.7%,42,0.725,0.017,okc
6,Dallas Mavericks,42.5,39.5,.518,0.06,-0.25,0.23,24-22,18-18,54-28,30-52,72.7%,0.1%,2.8%,0.6%,42,0.727,0.006,dal
7,Utah Jazz,42.1,39.9,.514,-0.04,-0.02,1.14,24-24,18-16,52-30,32-50,70.5%,0.2%,4.0%,1.3%,42,0.705,0.013000000000000001,uta
8,Portland Trail Blazers,40.4,41.6,.492,-0.22,0.23,0.28,21-23,19-19,51-31,29-53,46.7%,0.1%,2.0%,0.5%,40,0.467,0.005,por
9,Phoenix Suns,40.5,41.5,.494,0.29,-0.11,0.71,21-24,19-18,52-30,31-51,51.4%,7.9%,2.3%,0.7%,40,0.514,0.006999999999999999,phx
10,Golden State Warriors,39.6,42.4,.483,-0.42,0.58,-0.81,22-22,18-20,51-31,29-53,37.4%,4.2%,0.8%,0.2%,40,0.374,0.002,gs
11,Minnesota Timberwolves,38.9,43.1,.474,-0.26,0.34,-0.76,22-24,17-19,50-32,28-54,26.9%,,0.5%,0.1%,39,0.26899999999999996,0.001,min
12,LA Clippers,38.1,43.9,.465,-0.62,0.72,-1.85,23-24,15-20,49-33,28-54,17.3%,1.0%,0.2%,0.1%,38,0.17300000000000001,0.001,lac
13,Los Angeles Lakers,36.9,45.1,.450,-0.24,0.39,-1.35,20-25,17-20,49-33,26-56,9.7%,0.5%,0.2%,0,37,0.09699999999999999,0,lal
14,Houston Rockets,20.8,61.2,.254,0.07,0.65,-7.73,10-35,11-26,30-52,11-71,0,,,0,21,0,0,hou
15,San Antonio Spurs,24.6,57.4,.300,0.58,-0.05,-8.15,14-31,11-26,37-45,16-66,0,,,0,25,0,0,sa
