Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,58.5,23.5,.713,1.64,-0.51,10.04,15-5,43-19,70-12,45-37,100.0%,79.3%,43.7%,31.2%,58,1,0.312,bos,Celtics
2,Philadelphia 76ers,54.7,27.3,.667,1.33,-0.74,8.23,13-7,42-20,68-14,42-40,99.8%,20.2%,28.7%,18.2%,55,0.998,0.182,phi,76ers
3,Milwaukee Bucks,48.9,33.1,.596,-0.17,0.17,3.24,15-7,34-26,63-19,35-47,92.8%,56.1%,5.3%,2.2%,49,0.9279999999999999,0.022000000000000002,mil,Bucks
4,Orlando Magic,48.6,33.4,.592,-0.46,-0.08,3.16,14-7,35-26,62-20,34-48,91.2%,73.0%,5.0%,2.0%,49,0.912,0.02,orl,Magic
5,Indiana Pacers,46.7,35.3,.570,-0.22,0.19,3.28,12-8,35-27,60-22,33-49,82.2%,34.5%,4.6%,2.0%,47,0.8220000000000001,0.02,ind,Pacers
6,New York Knicks,46.5,35.5,.567,-0.54,0.64,3.41,12-8,35-27,61-21,33-49,82.2%,0.3%,4.6%,1.9%,46,0.8220000000000001,0.019,ny,Knicks
7,Brooklyn Nets,46.4,35.6,.566,0.88,-0.12,3.48,11-9,35-27,60-22,31-51,80.4%,0.3%,4.6%,1.8%,46,0.804,0.018000000000000002,bkn,Nets
8,Miami Heat,44.4,37.6,.542,-0.19,-0.03,1.29,12-9,32-29,58-24,32-50,62.4%,20.0%,1.6%,0.5%,44,0.624,0.005,mia,Heat
9,Cleveland Cavaliers,43.8,38.2,.535,0.86,-0.13,1.00,12-9,32-29,58-24,29-53,57.4%,9.5%,1.0%,0.4%,44,0.574,0.004,cle,Cavaliers
10,Atlanta Hawks,41.6,40.4,.507,0.88,0.06,1.18,9-11,33-29,56-26,27-55,36.2%,7.1%,0.6%,0.2%,42,0.36200000000000004,0.002,atl,Hawks
11,Toronto Raptors,38.8,43.2,.473,1.14,-0.01,-0.53,9-12,30-31,53-29,23-59,14.7%,,0.2%,0.1%,39,0.147,0.001,tor,Raptors
12,Chicago Bulls,33.0,49.0,.403,0.79,-0.14,-3.89,8-14,25-35,48-34,20-62,0.8%,,,0,33,0.008,0,chi,Bulls
13,Charlotte Hornets,27.3,54.7,.333,0.78,0.48,-7.70,6-13,21-42,41-41,13-69,0,,,0,27,0,0,cha,Hornets
14,Washington Wizards,24.4,57.6,.298,0.73,0.46,-7.42,3-17,21-41,40-42,12-70,0,,,0,24,0,0,wsh,Wizards
15,Detroit Pistons,20.1,61.9,.245,-0.13,0.75,-9.32,2-19,18-43,35-47,8-74,0,,,0,20,0,0,det,Pistons
1,Minnesota Timberwolves,54.9,27.1,.670,-0.96,-0.45,6.05,16-4,39-23,69-13,42-40,99.9%,59.3%,26.9%,11.8%,55,0.9990000000000001,0.11800000000000001,min,T-Wolves
2,Oklahoma City Thunder,53.5,28.5,.653,-0.24,-0.60,7.26,13-7,41-21,67-15,41-41,99.8%,34.7%,34.6%,17.2%,54,0.998,0.172,okc,Thunder
3,Denver Nuggets,49.0,33.0,.597,-0.16,-0.50,3.34,14-8,35-25,62-20,36-46,95.9%,6.1%,11.0%,3.3%,49,0.9590000000000001,0.033,den,Nuggets
4,Houston Rockets,46.1,35.9,.562,0.21,-0.70,3.37,9-9,37-27,60-22,32-50,84.7%,53.7%,8.5%,2.7%,46,0.847,0.027000000000000003,hou,Rockets
5,Dallas Mavericks,44.9,37.1,.547,-1.31,-0.07,1.39,12-8,33-29,59-23,30-52,75.8%,38.9%,3.9%,0.9%,45,0.758,0.009000000000000001,dal,Mavericks
6,Los Angeles Lakers,45.0,37.0,.549,-0.04,0.02,1.14,14-9,31-28,59-23,32-50,77.3%,35.1%,3.4%,0.9%,45,0.773,0.009000000000000001,lal,Lakers
7,LA Clippers,43.9,38.1,.535,-1.31,-0.04,2.24,10-10,34-28,59-23,28-54,67.9%,22.9%,4.6%,1.2%,44,0.679,0.012,lac,Clippers
8,Golden State Warriors,43.4,38.6,.529,1.02,-0.77,1.55,10-11,33-28,57-25,29-53,63.6%,19.3%,3.5%,1.0%,43,0.636,0.01,gs,Warriors
9,Phoenix Suns,42.4,39.6,.518,-2.38,0.35,0.24,12-9,30-31,59-23,29-53,52.7%,12.2%,1.7%,0.4%,42,0.527,0.004,phx,Suns
10,Sacramento Kings,41.9,40.1,.511,0.27,0.05,-0.47,11-8,31-32,57-25,27-55,46.7%,10.5%,1.2%,0.2%,42,0.467,0.002,sac,Kings
11,New Orleans Pelicans,40.8,41.2,.497,-0.05,-0.32,-0.79,12-11,29-30,55-27,24-58,35.9%,7.4%,0.8%,0.1%,41,0.359,0.001,no,Pelicans
12,Memphis Grizzlies,27.4,54.6,.334,-2.05,0.69,-7.05,6-14,21-41,43-39,14-68,0,,,0,27,0,0,mem,Grizzlies
13,Portland Trail Blazers,27.0,55.0,.329,-0.98,0.68,-7.58,6-14,21-41,41-41,15-67,0,,,0,27,0,0,por,Blazers
14,Utah Jazz,24.6,57.4,.300,-1.07,0.97,-9.55,7-14,18-43,39-43,12-70,0,,,0,25,0,0,uta,Jazz
15,San Antonio Spurs,21.3,60.7,.260,1.83,-0.04,-10.37,3-17,18-44,35-47,10-72,0,,,0,21,0,0,sa,Spurs
