Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.9,26.1,.682,-0.35,0.18,5.61,38-16,18-10,64-18,47-35,100.0%,93.4%,33.7%,24.1%,56,1,0.24100000000000002,bos
2,Milwaukee Bucks,52.6,29.4,.641,-0.18,0.34,2.55,37-17,16-12,62-20,43-39,100.0%,58.8%,10.4%,5.5%,53,1,0.055,mil
3,Cleveland Cavaliers,51.3,30.7,.625,0.18,-1.05,5.43,34-22,17-9,59-23,41-41,99.9%,41.2%,28.6%,19.7%,51,0.9990000000000001,0.19699999999999998,cle
4,Philadelphia 76ers,50.4,31.6,.614,-0.58,1.12,3.08,34-18,16-14,60-22,41-41,99.8%,6.0%,11.7%,6.6%,50,0.998,0.066,phi
5,Brooklyn Nets,47.8,34.2,.583,-0.12,0.41,1.82,32-21,16-13,58-24,38-44,98.2%,0.6%,5.9%,2.8%,48,0.982,0.027999999999999997,bkn
6,Miami Heat,43.2,38.8,.526,0.10,0.12,0.21,29-25,14-14,54-28,33-49,73.0%,69.1%,1.6%,0.6%,43,0.73,0.006,mia
7,New York Knicks,43.4,38.6,.529,-0.02,0.30,1.73,29-26,14-13,52-30,34-48,75.8%,,3.8%,1.9%,43,0.758,0.019,ny
8,Chicago Bulls,41.2,40.8,.502,0.12,-0.05,0.91,26-27,15-14,50-32,32-50,50.4%,,1.8%,0.7%,41,0.504,0.006999999999999999,chi
9,Atlanta Hawks,40.9,41.1,.499,-0.09,0.16,-0.33,27-27,14-14,50-32,32-50,43.5%,23.6%,0.8%,0.3%,41,0.435,0.003,atl
10,Washington Wizards,38.9,43.1,.474,0.33,-0.44,-0.33,24-29,15-14,48-34,29-53,21.2%,7.2%,0.5%,0.2%,39,0.212,0.002,wsh
11,Toronto Raptors,39.6,42.4,.483,0.34,-0.46,0.92,25-30,15-12,48-34,31-51,29.5%,,1.1%,0.4%,40,0.295,0.004,tor
12,Indiana Pacers,37.2,44.8,.454,0.44,-0.30,-1.82,25-30,12-15,47-35,29-53,8.5%,,0.1%,0,37,0.085,0,ind
13,Orlando Magic,33.8,48.2,.412,0.19,0.11,-2.87,22-32,12-16,44-38,24-58,0.4%,0.1%,,0,34,0.004,0,orl
14,Detroit Pistons,23.0,59.0,.280,0.76,-0.41,-6.66,14-41,9-18,34-48,15-67,0,,,0,23,0,0,det
15,Charlotte Hornets,24.3,57.7,.296,0.40,0.21,-6.18,15-40,9-18,34-48,17-65,0,,,0,24,0,0,cha
1,Denver Nuggets,53.7,28.3,.655,-0.21,-0.24,3.63,37-17,17-11,63-19,43-39,100.0%,99.9%,27.5%,12.7%,54,1,0.127,den
2,Memphis Grizzlies,49.5,32.5,.604,-0.19,-0.44,3.42,32-21,18-11,59-23,40-42,99.7%,92.0%,23.8%,10.1%,50,0.997,0.10099999999999999,mem
3,Sacramento Kings,45.7,36.3,.557,-0.65,0.40,2.03,30-23,16-13,55-27,35-47,92.9%,56.0%,12.1%,4.0%,46,0.929,0.04,sac
4,Dallas Mavericks,43.4,38.6,.529,0.06,-0.62,0.64,29-26,14-13,52-30,34-48,75.3%,5.0%,5.5%,1.6%,43,0.753,0.016,dal
5,Phoenix Suns,43.2,38.8,.527,-0.04,0.23,1.27,29-26,14-13,52-30,35-47,74.9%,21.1%,6.9%,2.1%,43,0.7490000000000001,0.021,phx
6,New Orleans Pelicans,43.0,39.0,.525,-0.07,-0.49,1.75,28-27,15-12,52-30,33-49,72.1%,3.0%,7.8%,2.5%,43,0.721,0.025,no
7,Golden State Warriors,42.3,39.7,.516,0.02,-0.17,0.29,28-26,14-14,52-30,33-49,60.8%,11.2%,3.7%,1.0%,42,0.608,0.01,gs
8,LA Clippers,42.7,39.3,.521,-0.72,1.19,-0.38,31-26,12-13,52-30,35-47,62.5%,11.6%,2.5%,0.6%,43,0.625,0.006,lac
9,Minnesota Timberwolves,41.3,40.7,.504,-0.37,0.47,0.18,29-27,12-14,52-30,32-50,44.6%,,2.4%,0.6%,41,0.446,0.006,min
10,Utah Jazz,41.1,40.9,.501,0.00,-0.23,0.82,27-28,14-13,50-32,32-50,45.1%,,3.2%,1.0%,41,0.451,0.01,uta
11,Oklahoma City Thunder,40.7,41.3,.496,0.20,-0.49,1.11,25-28,16-13,51-31,31-51,37.4%,,3.1%,0.8%,41,0.374,0.008,okc
12,Portland Trail Blazers,39.9,42.1,.487,-0.19,0.22,0.00,26-28,14-14,50-32,29-53,27.6%,,1.5%,0.4%,40,0.276,0.004,por
13,Los Angeles Lakers,37.9,44.1,.462,-0.14,0.32,-1.40,25-29,13-15,49-33,28-54,7.1%,0.1%,0.1%,0,38,0.071,0,lal
14,Houston Rockets,21.2,60.8,.258,0.26,0.30,-7.64,13-41,8-20,32-50,13-69,0,,,0,21,0,0,hou
15,San Antonio Spurs,20.9,61.1,.255,0.48,-0.04,-9.56,14-40,7-21,30-52,14-68,0,,,0,21,0,0,sa
