Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.0,20.0,.756,0.58,-1.85,9.60,37-12,25-8,70-12,52-30,100.0%,99.7%,59.1%,40.9%,62,1,0.409,bos,Celtics
2,Cleveland Cavaliers,52.5,29.5,.640,-0.39,-0.57,4.27,31-16,22-13,62-20,42-40,99.9%,62.8%,9.3%,3.6%,52,0.9990000000000001,0.036000000000000004,cle,Cavaliers
3,New York Knicks,52.0,30.0,.634,-0.49,0.39,5.27,32-18,20-12,61-21,42-40,99.9%,0.2%,12.7%,5.5%,52,0.9990000000000001,0.055,ny,Knicks
4,Milwaukee Bucks,51.6,30.4,.629,-0.78,0.70,3.32,33-16,19-14,61-21,42-40,99.9%,36.6%,5.8%,1.9%,52,0.9990000000000001,0.019,mil,Bucks
5,Philadelphia 76ers,51.0,31.0,.622,-0.94,0.03,4.88,30-18,21-13,61-21,40-42,99.6%,0.1%,9.6%,3.9%,51,0.996,0.039,phi,76ers
6,Orlando Magic,45.2,36.8,.551,0.39,-1.74,1.12,26-23,19-14,55-27,35-47,90.6%,80.4%,1.4%,0.4%,45,0.9059999999999999,0.004,orl,Magic
7,Indiana Pacers,44.7,37.3,.545,0.05,-0.51,1.57,27-23,18-14,54-28,35-47,87.8%,0.7%,1.9%,0.6%,45,0.878,0.006,ind,Pacers
8,Miami Heat,41.3,40.7,.504,-0.65,-0.07,-1.59,26-23,15-18,52-30,32-50,63.5%,18.9%,0.2%,0,41,0.635,0,mia,Heat
9,Atlanta Hawks,36.5,45.5,.445,-0.13,-0.05,-2.38,22-27,15-18,48-34,27-55,15.8%,0.7%,,0,36,0.158,0,atl,Hawks
10,Brooklyn Nets,36.6,45.4,.447,0.06,-0.33,-0.75,20-28,17-17,47-35,26-56,23.9%,,0.1%,0,37,0.239,0,bkn,Nets
11,Chicago Bulls,36.6,45.4,.446,-0.76,0.52,-2.32,23-27,14-18,47-35,27-55,17.2%,,,0,37,0.172,0,chi,Bulls
12,Toronto Raptors,32.1,49.9,.392,0.06,-0.36,-2.61,17-31,15-19,43-39,22-60,1.9%,,,0,32,0.019,0,tor,Raptors
13,Washington Wizards,17.7,64.3,.216,-0.41,0.85,-9.37,9-39,9-25,28-54,10-72,0,,,0,18,0,0,wsh,Wizards
14,Charlotte Hornets,17.5,64.5,.213,0.15,0.44,-11.70,10-37,7-28,28-54,10-72,0,,,0,18,0,0,cha,Hornets
15,Detroit Pistons,14.9,67.1,.182,0.29,0.00,-9.38,6-42,9-25,25-57,6-76,0,,,0,15,0,0,det,Pistons
1,Oklahoma City Thunder,57.2,24.8,.697,-0.04,-0.52,8.00,34-15,23-10,65-17,47-35,100.0%,59.0%,38.8%,19.8%,57,1,0.198,okc,Thunder
2,Minnesota Timberwolves,55.8,26.2,.681,0.08,-0.41,6.00,34-15,22-11,65-17,45-37,100.0%,30.1%,19.2%,8.0%,56,1,0.08,min,T-Wolves
3,LA Clippers,54.8,27.2,.668,-0.23,0.11,6.22,32-15,23-12,65-17,43-39,100.0%,98.6%,20.2%,8.8%,55,1,0.08800000000000001,lac,Clippers
4,Denver Nuggets,54.5,27.5,.664,0.48,-0.85,4.58,34-16,20-12,63-19,43-39,100.0%,10.9%,11.9%,4.0%,54,1,0.04,den,Nuggets
5,New Orleans Pelicans,47.9,34.1,.584,0.18,-0.31,3.77,28-21,20-13,58-24,37-45,95.9%,88.8%,5.8%,1.7%,48,0.9590000000000001,0.017,no,Pelicans
6,Sacramento Kings,46.5,35.5,.566,0.08,0.91,1.14,29-19,17-17,57-25,37-45,88.9%,1.1%,1.3%,0.3%,46,0.889,0.003,sac,Kings
7,Phoenix Suns,44.2,37.8,.539,-1.06,1.52,1.17,28-21,16-17,54-28,33-49,69.3%,0.2%,1.1%,0.2%,44,0.693,0.002,phx,Suns
8,Dallas Mavericks,42.0,40.0,.512,0.21,-0.04,-0.40,26-23,16-17,51-31,31-51,41.9%,6.0%,0.3%,0,42,0.419,0,dal,Mavericks
9,Houston Rockets,41.5,40.5,.506,0.16,-0.28,1.70,23-25,19-15,51-31,31-51,41.3%,5.2%,0.9%,0.3%,42,0.413,0.003,hou,Rockets
10,Los Angeles Lakers,41.2,40.8,.502,0.65,0.09,-0.37,26-25,15-16,51-31,30-52,31.2%,0.1%,0.2%,0,41,0.312,0,lal,Lakers
11,Golden State Warriors,40.5,41.5,.494,0.89,-0.89,0.99,21-25,19-17,51-31,30-52,26.6%,,0.4%,0.1%,40,0.266,0.001,gs,Warriors
12,Utah Jazz,37.7,44.3,.460,0.16,1.00,-2.18,24-26,14-18,48-34,29-53,5.0%,,,0,38,0.05,0,uta,Jazz
13,Memphis Grizzlies,30.9,51.1,.377,0.59,-0.26,-4.86,18-31,13-20,44-38,22-60,0,,,0,31,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.6,57.4,.300,0.46,0.96,-7.79,15-34,10-23,34-48,17-65,0,,,0,25,0,0,por,Blazers
15,San Antonio Spurs,18.5,63.5,.225,0.39,1.03,-8.13,10-40,8-24,28-54,11-71,0,,,0,18,0,0,sa,Spurs
