Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,65.0,17.0,.793,-0.40,-3.25,11.33,60-16,5-1,66-16,62-20,100.0%,100.0%,78.6%,62.8%,65,1,0.628,bos,Celtics
2,Milwaukee Bucks,50.0,32.0,.610,-0.45,3.27,2.79,47-29,3-3,53-29,47-35,100.0%,59.3%,4.1%,1.3%,50,1,0.013000000000000001,mil,Bucks
3,Cleveland Cavaliers,49.1,32.9,.599,-0.31,-2.14,2.39,46-31,3-2,51-31,46-36,100.0%,40.6%,3.0%,0.8%,49,1,0.008,cle,Cavaliers
4,Orlando Magic,48.3,33.7,.589,-0.52,-0.61,1.81,45-31,3-3,51-31,45-37,99.6%,93.0%,2.3%,0.5%,48,0.996,0.005,orl,Magic
5,New York Knicks,48.5,33.5,.591,-0.28,0.97,4.27,45-31,3-3,51-31,45-37,99.8%,,6.8%,2.8%,48,0.998,0.027999999999999997,ny,Knicks
6,Indiana Pacers,45.8,36.2,.558,-0.26,0.43,2.13,43-34,3-2,48-34,43-39,91.1%,0.1%,2.3%,0.6%,46,0.9109999999999999,0.006,ind,Pacers
7,Miami Heat,45.3,36.7,.553,-0.56,-1.34,0.85,42-34,3-3,48-34,42-40,84.7%,7.0%,1.0%,0.3%,45,0.847,0.003,mia,Heat
8,Philadelphia 76ers,45.4,36.6,.554,-0.23,-4.41,2.01,42-35,3-2,47-35,42-40,84.9%,,1.9%,0.6%,45,0.8490000000000001,0.006,phi,76ers
9,Atlanta Hawks,38.1,43.9,.465,-0.28,0.83,-1.51,36-41,2-3,41-41,36-46,20.5%,,,0,38,0.205,0,atl,Hawks
10,Chicago Bulls,38.7,43.3,.472,-0.29,-0.56,-1.91,36-40,3-3,42-40,36-46,19.6%,,,0,39,0.196,0,chi,Bulls
11,Brooklyn Nets,32.4,49.6,.395,-0.02,-1.39,-2.57,30-47,2-3,35-47,30-52,0,,,0,32,0,0,bkn,Nets
12,Toronto Raptors,25.0,57.0,.305,0.07,-0.90,-6.30,23-53,2-4,29-53,23-59,0,,,0,25,0,0,tor,Raptors
13,Charlotte Hornets,18.9,63.1,.231,-0.13,3.90,-10.63,18-58,1-5,23-59,18-64,0,,,0,19,0,0,cha,Hornets
14,Washington Wizards,16.4,65.6,.199,0.02,0.41,-9.42,15-62,1-4,20-62,15-67,0,,,0,16,0,0,wsh,Wizards
15,Detroit Pistons,14.7,67.3,.180,0.22,-2.09,-8.58,13-63,2-4,19-63,13-69,0,,,0,15,0,0,det,Pistons
1,Minnesota Timberwolves,57.1,24.9,.696,-0.13,-0.02,7.05,53-23,4-2,59-23,53-29,100.0%,64.5%,33.3%,11.7%,57,1,0.11699999999999999,min,T-Wolves
2,Oklahoma City Thunder,56.3,25.7,.687,0.04,-1.29,6.72,52-24,4-2,58-24,52-30,100.0%,21.8%,27.8%,9.7%,56,1,0.09699999999999999,okc,Thunder
3,Denver Nuggets,56.4,25.6,.688,0.11,-2.25,4.78,53-24,3-2,58-24,53-29,100.0%,13.8%,13.0%,3.5%,56,1,0.035,den,Nuggets
4,LA Clippers,51.7,30.3,.631,0.10,0.13,3.43,48-28,4-2,54-28,48-34,99.9%,98.8%,7.0%,1.4%,52,0.9990000000000001,0.013999999999999999,lac,Clippers
5,Dallas Mavericks,49.6,32.4,.605,0.16,-1.28,2.66,46-30,4-2,52-30,46-36,98.1%,71.0%,4.2%,0.8%,50,0.981,0.008,dal,Mavericks
6,New Orleans Pelicans,48.8,33.2,.595,0.10,-1.12,4.64,45-31,4-2,51-31,45-37,92.7%,29.0%,9.2%,2.4%,49,0.927,0.024,no,Pelicans
7,Phoenix Suns,47.7,34.3,.581,-0.37,4.54,2.61,45-31,3-3,51-31,45-37,75.2%,0.9%,2.4%,0.5%,48,0.752,0.005,phx,Suns
8,Sacramento Kings,46.9,35.1,.572,0.39,2.44,1.64,44-32,3-3,50-32,44-38,60.3%,0.3%,1.3%,0.2%,47,0.603,0.002,sac,Kings
9,Los Angeles Lakers,46.4,35.6,.566,0.35,2.06,0.80,44-33,2-3,49-33,44-38,38.3%,0.1%,0.5%,0.1%,46,0.38299999999999995,0.001,lal,Lakers
10,Golden State Warriors,45.7,36.3,.557,0.23,-1.36,2.65,42-34,4-2,48-34,42-40,35.5%,,1.3%,0.2%,46,0.355,0.002,gs,Warriors
11,Houston Rockets,41.2,40.8,.503,0.13,-0.57,1.31,38-38,3-3,44-38,38-44,0,,,0,41,0,0,hou,Rockets
12,Utah Jazz,30.7,51.3,.375,0.46,3.04,-4.08,29-47,2-4,35-47,29-53,0,,,0,31,0,0,uta,Jazz
13,Memphis Grizzlies,28.3,53.7,.345,0.52,-0.82,-6.42,26-50,2-4,32-50,26-56,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,21.5,60.5,.262,0.61,2.02,-8.11,20-56,1-5,26-56,20-62,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,19.9,62.1,.243,0.70,0.52,-6.31,18-58,2-4,24-58,18-64,0,,,0,20,0,0,sa,Spurs
