Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.8,19.2,.766,0.48,-1.46,10.16,34-10,29-9,71-11,53-29,100.0%,97.6%,58.0%,40.8%,63,1,0.408,bos,Celtics
2,Philadelphia 76ers,55.8,26.2,.681,-1.01,-0.21,7.25,29-13,27-13,66-16,45-37,100.0%,2.4%,24.2%,12.9%,56,1,0.129,phi,76ers
3,Milwaukee Bucks,51.3,30.7,.625,-1.22,0.98,2.87,30-13,21-18,63-19,40-42,99.6%,52.5%,3.7%,1.2%,51,0.996,0.012,mil,Bucks
4,Cleveland Cavaliers,50.8,31.2,.619,-0.31,-0.56,4.01,26-15,25-16,62-20,40-42,99.4%,44.5%,5.6%,2.1%,51,0.9940000000000001,0.021,cle,Cavaliers
5,New York Knicks,49.7,32.3,.606,-0.29,0.20,4.30,26-17,24-15,61-21,39-43,99.0%,,5.7%,2.0%,50,0.99,0.02,ny,Knicks
6,Indiana Pacers,44.9,37.1,.548,-0.41,0.17,1.47,24-19,21-18,55-27,35-47,87.8%,3.0%,1.4%,0.3%,45,0.878,0.003,ind,Pacers
7,Orlando Magic,44.7,37.3,.545,0.61,-1.72,0.89,23-21,22-16,56-26,32-50,85.8%,61.1%,1.1%,0.2%,45,0.858,0.002,orl,Magic
8,Miami Heat,43.0,39.0,.524,-0.84,0.05,-0.66,24-19,19-20,53-29,32-50,74.7%,38.6%,0.2%,0.1%,43,0.747,0.001,mia,Heat
9,Chicago Bulls,38.2,43.8,.466,-0.18,-0.41,-1.62,21-24,17-20,49-33,28-54,26.3%,,,0,38,0.263,0,chi,Bulls
10,Brooklyn Nets,35.1,46.9,.428,-0.28,0.23,-1.85,17-25,18-22,47-35,23-59,12.8%,,,0,35,0.128,0,bkn,Nets
11,Atlanta Hawks,35.0,47.0,.427,-0.07,0.02,-2.77,18-25,17-22,46-36,25-57,9.7%,0.4%,,0,35,0.09699999999999999,0,atl,Hawks
12,Toronto Raptors,33.5,48.5,.409,0.10,-0.33,-1.92,16-28,18-20,45-37,23-59,5.0%,,,0,34,0.05,0,tor,Raptors
13,Charlotte Hornets,19.9,62.1,.243,0.25,0.32,-10.87,10-31,10-31,31-51,11-71,0,,,0,20,0,0,cha,Hornets
14,Washington Wizards,17.4,64.6,.212,-0.27,0.63,-9.77,7-35,10-30,30-52,9-73,0,,,0,17,0,0,wsh,Wizards
15,Detroit Pistons,14.1,67.9,.172,0.45,-0.01,-10.14,4-39,10-29,25-57,5-77,0,,,0,14,0,0,det,Pistons
1,Oklahoma City Thunder,57.5,24.5,.702,0.35,-0.96,8.42,29-13,29-11,67-15,45-37,100.0%,61.9%,40.9%,20.2%,58,1,0.20199999999999999,okc,Thunder
2,Minnesota Timberwolves,56.0,26.0,.683,0.51,-0.85,6.09,30-13,26-13,66-16,44-38,100.0%,27.8%,20.4%,8.0%,56,1,0.08,min,T-Wolves
3,Denver Nuggets,54.2,27.8,.662,0.19,-0.48,5.17,30-14,24-14,64-18,44-38,100.0%,10.3%,12.8%,4.0%,54,1,0.04,den,Nuggets
4,LA Clippers,52.9,29.1,.646,-0.14,-0.06,5.62,27-14,26-15,63-19,41-41,99.9%,97.6%,15.3%,5.3%,53,0.9990000000000001,0.053,lac,Clippers
5,New Orleans Pelicans,48.7,33.3,.593,-0.02,-0.13,4.38,25-18,24-15,60-22,37-45,97.4%,84.2%,7.3%,2.3%,49,0.9740000000000001,0.023,no,Pelicans
6,Sacramento Kings,44.0,38.0,.537,0.18,0.67,0.80,24-18,20-20,55-27,33-49,68.5%,1.5%,0.9%,0.2%,44,0.685,0.002,sac,Kings
7,Dallas Mavericks,43.4,37.6,.536,-0.16,0.24,0.70,24-19,19-19,55-26,33-48,67.5%,11.5%,0.7%,0.1%,43,0.675,0.001,dal,Mavericks
8,Phoenix Suns,43.6,38.4,.531,-1.30,1.27,0.63,25-18,19-20,55-27,33-49,62.5%,0.8%,0.8%,0.1%,44,0.625,0.001,phx,Suns
9,Houston Rockets,41.7,40.3,.509,0.75,-0.81,1.09,20-22,22-18,51-31,31-51,43.6%,4.3%,0.6%,0.2%,42,0.436,0.002,hou,Rockets
10,Golden State Warriors,38.5,41.5,.482,0.96,-0.71,-0.04,18-22,21-19,51-29,27-53,20.8%,0.1%,0.1%,0,38,0.20800000000000002,0,gs,Warriors
11,Los Angeles Lakers,39.9,42.1,.487,0.33,0.46,-0.49,22-22,18-20,53-29,29-53,23.2%,0.1%,0.2%,0,40,0.23199999999999998,0,lal,Lakers
12,Utah Jazz,38.9,42.1,.480,0.28,0.59,-1.18,22-22,17-20,51-30,28-53,16.5%,,0.1%,0,39,0.165,0,uta,Jazz
13,Memphis Grizzlies,31.2,50.8,.381,0.52,-0.14,-4.94,16-27,15-24,43-39,21-61,0,,,0,31,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.2,59.8,.271,0.20,1.22,-9.35,12-30,10-30,34-48,13-69,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,18.6,63.4,.227,0.34,0.99,-8.61,8-35,11-28,30-52,10-72,0,,,0,19,0,0,sa,Spurs
