Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.7,25.3,.692,-0.24,0.21,5.47,44-18,13-7,63-19,48-34,100.0%,97.3%,60.5,36.3,2.7,0.5,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,30.5%,20.3%
2,Milwaukee Bucks,55.9,26.1,.682,-0.07,0.12,3.58,43-17,13-9,64-18,48-34,100.0%,93.0%,37.8,52.4,7.4,2.4,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,14.9%,8.4%
3,Philadelphia 76ers,51.3,30.7,.625,-0.18,0.78,3.52,39-21,12-10,59-23,43-39,99.9%,2.7%,1,5.4,42.7,42.5,7.1,1.3,0.1,0.1,NA,99.8,0.2,NA,NA,NA,,NA,13.1%,7.5%
4,Cleveland Cavaliers,51.0,31.0,.622,0.10,-1.12,5.49,39-25,12-6,57-25,43-39,100.0%,7.1%,0.8,5.9,43.8,38.8,9,1.7,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,27.0%,17.9%
5,New York Knicks,47.0,35.0,.573,0.16,-0.28,2.97,36-27,11-8,54-28,39-43,98.0%,,NA,0.1,2.6,11,47.4,28.8,5.6,2.4,NA,89.9,8.1,1.6,0.2,0.1,,NA,7.9%,3.9%
6,Brooklyn Nets,45.6,36.4,.556,0.12,0.27,1.02,34-26,12-10,54-28,37-45,92.9%,,NA,NA,0.9,4.4,29.1,39.8,12.2,6.5,NA,74.2,19.1,4.6,1.5,0.5,0.2,NA,2.5%,1.0%
7,Miami Heat,42.5,39.5,.518,0.00,0.80,-0.48,33-29,9-11,51-31,35-47,64.2%,58.7%,NA,NA,NA,0.3,4.7,16.4,24.3,18.5,NA,21.4,32.5,19.4,13.2,8.6,5.0,NA,0.9%,0.3%
8,Atlanta Hawks,41.5,40.5,.506,-0.03,0.26,-0.07,31-30,10-11,49-33,33-49,51.8%,31.4%,NA,NA,NA,0.2,2,7.2,23,19.4,NA,9.4,20.9,25.4,19.6,13.8,10.9,NA,0.8%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Washington Wizards,39.5,42.5,.482,0.23,-0.26,0.08,28-32,11-11,47-35,31-51,26.3%,9.9%,NA,NA,NA,NA,0.3,1.8,9,15.3,NA,2.1,6.7,12.1,18.6,23,37.5,NA,0.5%,0.1%
