Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,58.0,23.0,.716,1.76,-0.64,10.16,15-5,43-18,70-11,45-36,100.0%,75.3%,44.4%,30.6%,58,1,0.306,bos,Celtics
2,Philadelphia 76ers,55.0,27.0,.671,1.80,-0.88,8.80,12-7,43-20,69-13,41-41,99.9%,23.2%,30.6%,19.2%,55,0.9990000000000001,0.192,phi,76ers
3,Orlando Magic,49.1,32.9,.598,-0.98,0.05,3.32,14-6,35-27,64-18,34-48,93.7%,79.0%,4.9%,1.8%,49,0.937,0.018000000000000002,orl,Magic
4,New York Knicks,48.4,32.6,.597,-0.66,0.41,4.76,12-7,36-26,63-18,33-48,93.4%,1.4%,7.9%,3.4%,48,0.934,0.034,ny,Knicks
5,Milwaukee Bucks,47.2,33.8,.583,-0.63,0.33,2.37,14-6,33-28,60-21,33-48,88.1%,56.5%,2.8%,1.0%,47,0.8809999999999999,0.01,mil,Bucks
6,Indiana Pacers,45.2,35.8,.558,-0.39,0.19,2.82,11-8,34-28,60-21,30-51,77.0%,32.6%,3.0%,1.0%,45,0.77,0.01,ind,Pacers
7,Brooklyn Nets,45.4,36.6,.554,0.60,0.00,3.29,10-9,35-28,59-23,31-51,75.9%,0.2%,3.7%,1.5%,45,0.759,0.015,bkn,Nets
8,Miami Heat,43.0,39.0,.525,-0.40,0.05,0.70,11-9,32-30,56-26,28-54,53.1%,12.0%,0.9%,0.2%,43,0.531,0.002,mia,Heat
9,Cleveland Cavaliers,42.8,39.2,.522,0.89,-0.14,0.54,11-9,32-30,57-25,29-53,50.9%,10.9%,0.7%,0.2%,43,0.509,0.002,cle,Cavaliers
10,Atlanta Hawks,42.3,39.7,.516,0.90,0.03,1.27,9-10,33-30,58-24,29-53,46.2%,9.0%,1.0%,0.3%,42,0.462,0.003,atl,Hawks
11,Toronto Raptors,39.6,42.4,.483,1.03,0.02,-0.27,9-11,31-31,59-23,26-56,21.3%,,0.2%,0,40,0.213,0,tor,Raptors
12,Chicago Bulls,32.6,49.4,.398,1.31,-0.31,-4.12,7-14,26-35,46-36,19-63,0.7%,0.1%,,0,33,0.006999999999999999,0,chi,Bulls
13,Charlotte Hornets,28.2,53.8,.344,0.95,0.40,-7.38,6-12,22-42,45-37,14-68,0,,,0,28,0,0,cha,Hornets
14,Washington Wizards,24.0,58.0,.292,0.25,0.63,-8.06,3-16,21-42,40-42,10-72,0,,,0,24,0,0,wsh,Wizards
15,Detroit Pistons,21.6,60.4,.263,0.22,0.53,-8.73,2-18,20-42,36-46,11-71,0,,,0,22,0,0,det,Pistons
1,Minnesota Timberwolves,56.1,25.9,.684,0.15,-0.89,7.09,15-4,41-22,69-13,42-40,100.0%,59.0%,32.8%,14.6%,56,1,0.146,min,T-Wolves
2,Oklahoma City Thunder,54.8,27.2,.668,-0.44,-0.63,7.93,13-6,42-21,68-14,40-42,100.0%,35.4%,36.6%,18.2%,55,1,0.182,okc,Thunder
3,Denver Nuggets,49.9,32.1,.609,-0.35,-0.46,3.75,14-7,36-25,63-19,35-47,98.1%,5.5%,11.0%,3.6%,50,0.981,0.036000000000000004,den,Nuggets
4,New Orleans Pelicans,43.6,37.4,.539,0.04,-0.54,1.27,12-10,32-27,59-22,31-50,75.7%,42.3%,3.4%,0.8%,44,0.757,0.008,no,Pelicans
5,Phoenix Suns,43.0,38.0,.531,-2.33,0.18,0.57,12-8,31-30,60-21,30-51,68.2%,26.2%,2.6%,0.5%,43,0.682,0.005,phx,Suns
6,Houston Rockets,43.9,38.1,.535,-0.56,-0.46,2.26,8-9,36-29,58-24,30-52,72.8%,38.5%,4.2%,1.0%,44,0.728,0.01,hou,Rockets
7,Golden State Warriors,43.8,38.2,.534,1.60,-1.02,1.95,9-11,35-27,57-25,28-54,73.2%,29.4%,3.8%,1.1%,44,0.732,0.011000000000000001,gs,Warriors
8,LA Clippers,42.5,39.5,.518,-1.70,0.11,1.56,9-10,33-30,56-26,29-53,61.3%,18.6%,2.9%,0.7%,42,0.613,0.006999999999999999,lac,Clippers
9,Dallas Mavericks,41.8,40.2,.509,-1.00,-0.05,-0.79,11-8,31-32,56-26,28-54,52.3%,19.3%,0.9%,0.1%,42,0.523,0.001,dal,Mavericks
10,Sacramento Kings,41.6,39.4,.513,0.31,0.02,-0.43,11-8,31-31,54-27,28-53,55.1%,15.9%,1.3%,0.2%,42,0.551,0.002,sac,Kings
11,Los Angeles Lakers,40.6,40.4,.501,-0.16,0.17,-1.12,12-9,29-31,56-25,28-53,43.4%,9.9%,0.6%,0.2%,41,0.434,0.002,lal,Lakers
12,Utah Jazz,27.6,54.4,.336,-1.12,0.84,-7.52,7-13,21-41,42-40,16-66,0.1%,,,0,28,0.001,0,uta,Jazz
13,Portland Trail Blazers,27.1,54.9,.330,-1.11,0.69,-7.85,6-13,21-42,41-41,14-68,0,,,0,27,0,0,por,Blazers
14,Memphis Grizzlies,26.4,55.6,.322,-1.68,0.49,-7.68,5-14,21-42,40-42,13-69,0,,,0,26,0,0,mem,Grizzlies
15,San Antonio Spurs,21.2,60.8,.258,1.60,0.06,-10.82,3-16,18-45,38-44,8-74,0,,,0,21,0,0,sa,Spurs
