Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.4,19.6,.760,0.39,-1.77,10.03,38-12,24-8,70-12,53-29,100.0%,99.9%,62.1%,43.7%,62,1,0.43700000000000006,bos,Celtics
2,Cleveland Cavaliers,53.3,28.7,.649,-0.43,-0.64,4.68,32-16,21-13,63-19,43-39,100.0%,76.6%,10.9%,4.4%,53,1,0.044000000000000004,cle,Cavaliers
3,New York Knicks,52.1,29.9,.635,-0.50,0.34,5.26,32-18,20-12,61-21,41-41,99.9%,0.1%,11.6%,5.1%,52,0.9990000000000001,0.051,ny,Knicks
4,Milwaukee Bucks,50.7,31.3,.618,-0.79,0.78,2.93,33-17,18-14,61-21,41-41,99.6%,22.7%,4.3%,1.3%,51,0.996,0.013000000000000001,mil,Bucks
5,Philadelphia 76ers,50.1,31.9,.611,-0.92,0.04,4.44,30-19,20-13,60-22,38-44,99.5%,,7.7%,2.9%,50,0.995,0.028999999999999998,phi,76ers
6,Orlando Magic,45.5,36.5,.555,0.19,-1.57,1.15,27-23,19-13,54-28,35-47,92.4%,86.3%,1.5%,0.3%,46,0.924,0.003,orl,Magic
7,Indiana Pacers,44.9,37.1,.547,-0.22,-0.12,1.58,28-23,17-14,54-28,34-48,88.8%,0.7%,1.7%,0.4%,45,0.888,0.004,ind,Pacers
8,Miami Heat,40.9,41.1,.498,-0.55,-0.28,-1.63,26-24,15-17,51-31,30-52,62.6%,13.3%,0.2%,0,41,0.626,0,mia,Heat
9,Brooklyn Nets,36.0,46.0,.439,0.08,-0.42,-0.94,20-29,16-17,47-35,26-56,21.1%,,0.1%,0,36,0.21100000000000002,0,bkn,Nets
10,Chicago Bulls,36.5,45.5,.445,-0.82,0.56,-2.38,23-27,14-18,46-36,27-55,18.5%,,,0,36,0.185,0,chi,Bulls
11,Atlanta Hawks,36.2,45.8,.441,-0.08,-0.19,-2.38,22-28,14-18,46-36,26-56,16.4%,0.4%,,0,36,0.16399999999999998,0,atl,Hawks
12,Toronto Raptors,31.2,50.8,.380,0.30,-0.76,-3.18,17-33,14-18,41-41,22-60,1.1%,,,0,31,0.011000000000000001,0,tor,Raptors
13,Washington Wizards,17.2,64.8,.210,-0.39,0.84,-9.74,9-40,8-25,27-55,10-72,0,,,0,17,0,0,wsh,Wizards
14,Charlotte Hornets,17.0,65.0,.207,0.12,0.41,-11.70,10-39,7-26,27-55,10-72,0,,,0,17,0,0,cha,Hornets
15,Detroit Pistons,14.6,67.4,.178,0.25,-0.02,-9.46,6-43,9-24,23-59,6-76,0,,,0,15,0,0,det,Pistons
1,Oklahoma City Thunder,57.5,24.5,.701,-0.03,-0.48,8.01,35-15,22-10,66-16,47-35,100.0%,56.7%,37.4%,18.7%,58,1,0.187,okc,Thunder
2,Minnesota Timberwolves,56.4,25.6,.688,0.15,-0.50,6.37,35-15,21-11,65-17,45-37,100.0%,33.6%,21.7%,9.0%,56,1,0.09,min,T-Wolves
3,LA Clippers,55.5,26.5,.677,-0.26,0.26,6.19,34-15,22-11,65-17,45-37,100.0%,99.5%,20.1%,8.0%,56,1,0.08,lac,Clippers
4,Denver Nuggets,54.6,27.4,.666,0.33,-0.59,4.52,35-16,20-11,64-18,45-37,100.0%,9.8%,10.6%,3.3%,55,1,0.033,den,Nuggets
5,New Orleans Pelicans,48.7,33.3,.594,0.13,-0.28,4.41,29-21,20-12,58-24,38-44,97.5%,90.7%,6.8%,2.1%,49,0.975,0.021,no,Pelicans
6,Sacramento Kings,45.7,36.3,.557,0.26,0.82,0.77,29-20,17-16,56-26,34-48,82.7%,0.4%,0.9%,0.2%,46,0.8270000000000001,0.002,sac,Kings
7,Phoenix Suns,44.6,37.4,.544,-1.25,1.89,1.49,29-21,16-16,55-27,35-47,70.9%,0.1%,1.2%,0.2%,45,0.7090000000000001,0.002,phx,Suns
8,Dallas Mavericks,43.1,38.9,.525,0.33,-0.21,0.05,27-23,16-16,52-30,33-49,51.8%,7.3%,0.3%,0.1%,43,0.518,0.001,dal,Mavericks
9,Houston Rockets,40.8,41.2,.498,0.29,-0.38,1.38,23-26,18-15,51-31,30-52,29.0%,2.0%,0.5%,0.1%,41,0.29,0.001,hou,Rockets
10,Los Angeles Lakers,41.5,40.5,.506,0.47,0.46,-0.42,27-25,15-15,51-31,32-50,31.0%,,0.2%,0,42,0.31,0,lal,Lakers
11,Golden State Warriors,41.2,40.8,.502,0.84,-0.83,1.18,22-25,19-16,52-30,30-52,30.5%,,0.5%,0.1%,41,0.305,0.001,gs,Warriors
12,Utah Jazz,38.5,43.5,.470,0.23,0.98,-1.77,25-26,14-17,49-33,29-53,6.6%,,,0,38,0.066,0,uta,Jazz
13,Memphis Grizzlies,30.5,51.5,.372,0.87,-0.62,-5.27,18-32,13-19,39-43,22-60,0,,,0,30,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.4,57.6,.298,0.57,0.86,-7.69,15-35,9-23,35-47,17-65,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,18.5,63.5,.226,0.43,1.03,-8.09,10-40,8-24,28-54,11-71,0,,,0,18,0,0,sa,Spurs
