Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,58.5,23.5,.713,1.64,-0.51,10.04,15-5,43-19,70-12,45-37,100.0%,79.3%,77.2,17.5,3.9,1.1,0.3,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,43.7%,31.2%
2,Philadelphia 76ers,54.7,27.3,.667,1.33,-0.74,8.23,13-7,42-20,68-14,42-40,99.8%,20.2%,19.1,52.3,16.3,6.5,3.3,1.5,0.5,0.4,NA,98.9,0.7,0.3,0.1,NA,,NA,28.7%,18.2%
3,Milwaukee Bucks,48.9,33.1,.596,-0.17,0.17,3.24,15-7,34-26,63-19,35-47,92.8%,56.1%,1.4,9.9,21.1,19.5,15.4,12.1,7.8,5.6,NA,79.4,9,6,3.2,1.8,0.5,NA,5.3%,2.2%
4,Orlando Magic,48.6,33.4,.592,-0.46,-0.08,3.16,14-7,35-26,62-20,34-48,91.2%,73.0%,1.2,9,21,19.4,15.1,12,7.8,5.7,NA,77.7,8.4,6.4,4.6,2.3,0.6,NA,5.0%,2.0%
5,Indiana Pacers,46.7,35.3,.570,-0.22,0.19,3.28,12-8,35-27,60-22,33-49,82.2%,34.5%,0.5,4.1,12.5,14.3,14.1,14.6,12.6,9.7,NA,60.0,13.1,11.1,8.4,4.9,2.5,NA,4.6%,2.0%
6,New York Knicks,46.5,35.5,.567,-0.54,0.64,3.41,12-8,35-27,61-21,33-49,82.2%,0.3%,0.3,2.7,9.2,12.7,15.6,15.7,14.5,11.7,NA,56.1,14.9,12.3,9,5.8,2.1,NA,4.6%,1.9%
7,Brooklyn Nets,46.4,35.6,.566,0.88,-0.12,3.48,11-9,35-27,60-22,31-51,80.4%,0.3%,0.2,2.4,8.3,12.3,14.9,15.9,14.9,11.6,NA,53.9,15.5,12.8,9.5,5.7,2.5,NA,4.6%,1.8%
8,Miami Heat,44.4,37.6,.542,-0.19,-0.03,1.29,12-9,32-29,58-24,32-50,62.4%,20.0%,0.1,1.1,4,7.1,9.2,10.8,15.1,15.2,NA,32.1,14.4,16.8,17.2,13.1,6.4,NA,1.6%,0.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Cleveland Cavaliers,43.8,38.2,.535,0.86,-0.13,1.00,12-9,32-29,58-24,29-53,57.4%,9.5%,0.1,0.8,3,4.8,8.1,10.5,14.1,16.1,NA,27.2,13.4,17,18.8,15.2,8.3,NA,1.0%,0.4%
10,Atlanta Hawks,41.6,40.4,.507,0.88,0.06,1.18,9-11,33-29,56-26,27-55,36.2%,7.1%,NA,0.3,0.8,2.1,3.5,5.3,9.1,15.2,NA,11.9,7.9,11.6,18.2,26.3,24.2,NA,0.6%,0.2%
11,Toronto Raptors,38.8,43.2,.473,1.14,-0.01,-0.53,9-12,30-31,53-29,23-59,14.7%,,NA,NA,0.1,0.3,0.8,1.6,3.6,8.3,NA,2.8,2.6,5.4,10,21.6,57.6,NA,0.2%,0.1%
12,Chicago Bulls,33.0,49.0,.403,0.79,-0.14,-3.89,8-14,25-35,48-34,20-62,0.8%,,NA,NA,NA,NA,NA,NA,0.2,0.6,NA,0.1,0.1,0.2,0.9,3.2,95.5,NA,,
13,Charlotte Hornets,27.3,54.7,.333,0.78,0.48,-7.70,6-13,21-42,41-41,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
14,Washington Wizards,24.4,57.6,.298,0.73,0.46,-7.42,3-17,21-41,40-42,12-70,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
