Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.6,25.4,.690,-0.39,0.30,5.68,40-16,17-9,64-18,48-34,100.0%,96.2%,32.1%,21.5%,57,1,0.215,bos
2,Milwaukee Bucks,53.6,28.4,.654,-0.21,0.43,2.81,39-17,15-11,63-19,45-37,100.0%,62.5%,10.9%,5.5%,54,1,0.055,mil
3,Cleveland Cavaliers,52.1,29.9,.635,0.06,-0.93,5.80,36-22,16-8,60-22,42-40,100.0%,37.5%,31.8%,21.7%,52,1,0.217,cle
4,Philadelphia 76ers,50.4,31.6,.615,-0.44,0.98,3.15,35-19,15-13,59-23,41-41,99.8%,3.4%,11.8%,6.4%,50,0.998,0.064,phi
5,Brooklyn Nets,47.6,34.4,.581,-0.10,0.38,1.90,33-22,15-12,57-25,38-44,98.3%,0.3%,5.0%,2.6%,48,0.983,0.026000000000000002,bkn
6,Miami Heat,43.7,38.3,.533,-0.09,0.56,0.15,31-25,13-13,53-29,36-46,79.4%,72.8%,1.8%,0.6%,44,0.794,0.006,mia
7,New York Knicks,43.3,38.7,.529,0.01,0.31,1.57,30-27,13-12,53-29,32-50,76.7%,,3.4%,1.4%,43,0.767,0.013999999999999999,ny
8,Atlanta Hawks,41.0,41.0,.500,-0.03,0.06,-0.27,28-28,13-13,50-32,32-50,47.5%,20.1%,0.9%,0.3%,41,0.475,0.003,atl
9,Chicago Bulls,40.1,41.9,.489,0.23,-0.22,0.53,26-29,14-13,49-33,30-52,38.6%,,1.1%,0.3%,40,0.386,0.003,chi
10,Washington Wizards,39.2,42.8,.479,0.20,-0.24,-0.19,25-29,14-14,50-32,29-53,27.1%,7.1%,0.5%,0.2%,39,0.271,0.002,wsh
11,Toronto Raptors,39.2,42.8,.478,0.19,-0.13,0.89,26-31,13-12,48-34,31-51,26.5%,,0.8%,0.2%,39,0.265,0.002,tor
12,Indiana Pacers,36.3,45.7,.442,0.46,-0.37,-2.03,25-32,11-14,45-37,28-54,5.2%,,,0,36,0.052000000000000005,0,ind
13,Orlando Magic,34.3,47.7,.418,0.27,-0.09,-2.56,23-33,11-15,43-39,25-57,0.9%,0.1%,,0,34,0.009000000000000001,0,orl
14,Detroit Pistons,23.0,59.0,.281,0.67,-0.26,-6.86,15-42,8-17,32-50,16-66,0,,,0,23,0,0,det
15,Charlotte Hornets,23.7,58.3,.289,0.49,0.04,-6.30,15-42,9-16,33-49,15-67,0,,,0,24,0,0,cha
1,Denver Nuggets,53.6,28.4,.654,-0.28,-0.13,3.83,38-18,16-10,62-20,44-38,100.0%,99.9%,28.1%,13.0%,54,1,0.13,den
2,Memphis Grizzlies,50.6,31.4,.617,-0.21,-0.49,3.92,34-21,17-10,59-23,41-41,100.0%,93.4%,27.1%,12.3%,51,1,0.12300000000000001,mem
3,Sacramento Kings,45.2,36.8,.552,-0.73,0.66,1.74,31-24,14-13,55-27,35-47,90.1%,51.3%,9.7%,3.6%,45,0.9009999999999999,0.036000000000000004,sac
4,Dallas Mavericks,44.7,37.3,.545,0.09,-0.78,0.90,31-26,14-11,54-28,36-46,89.3%,5.4%,6.6%,2.0%,45,0.893,0.02,dal
5,Phoenix Suns,43.8,38.2,.535,-0.04,0.25,1.34,31-27,13-11,52-30,36-46,82.8%,33.8%,7.3%,2.3%,44,0.828,0.023,phx
6,New Orleans Pelicans,43.1,38.9,.525,0.05,-0.76,1.77,29-28,14-11,52-30,35-47,73.0%,1.3%,7.4%,2.5%,43,0.73,0.025,no
7,Golden State Warriors,41.8,40.2,.510,0.00,-0.16,0.22,28-27,14-13,50-32,32-50,53.9%,9.2%,2.7%,0.7%,42,0.539,0.006999999999999999,gs
8,Oklahoma City Thunder,41.9,40.1,.512,0.20,-0.56,1.29,27-28,15-12,51-31,31-51,56.2%,,4.7%,1.5%,42,0.562,0.015,okc
9,LA Clippers,41.6,40.4,.508,-0.64,1.18,-0.64,31-28,11-12,51-31,34-48,44.6%,5.6%,1.4%,0.3%,42,0.446,0.003,lac
10,Minnesota Timberwolves,41.1,40.9,.501,-0.18,0.14,-0.16,30-29,11-12,50-32,33-49,41.8%,,1.8%,0.4%,41,0.418,0.004,min
11,Utah Jazz,40.8,41.2,.498,0.02,-0.27,0.48,28-29,13-12,49-33,32-50,39.7%,,2.2%,0.6%,41,0.397,0.006,uta
12,Portland Trail Blazers,39.9,42.1,.486,-0.14,0.13,-0.07,27-29,13-13,49-33,31-51,26.0%,,1.1%,0.3%,40,0.26,0.003,por
13,Los Angeles Lakers,36.9,45.1,.450,-0.08,0.20,-1.51,25-31,12-14,47-35,28-54,2.9%,0.1%,0.1%,0,37,0.028999999999999998,0,lal
14,Houston Rockets,20.8,61.2,.253,0.26,0.28,-7.44,13-43,8-18,29-53,14-68,0,,,0,21,0,0,hou
15,San Antonio Spurs,20.2,61.8,.246,0.34,0.22,-9.72,14-42,6-20,28-54,14-68,0,,,0,20,0,0,sa
