Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.4,19.6,.760,0.36,-1.76,10.00,38-12,24-8,69-13,53-29,100.0%,99.8%,62.2%,44.4%,62,1,0.444,bos,Celtics
2,Cleveland Cavaliers,53.2,28.8,.649,-0.46,-0.62,4.64,32-16,21-13,62-20,40-42,100.0%,80.1%,10.0%,3.8%,53,1,0.038,cle,Cavaliers
3,New York Knicks,52.3,29.7,.638,-0.61,0.50,5.23,33-18,19-12,62-20,41-41,100.0%,0.2%,12.7%,5.8%,52,1,0.057999999999999996,ny,Knicks
4,Milwaukee Bucks,50.1,31.9,.612,-0.72,0.70,2.77,33-18,17-14,60-22,39-43,99.4%,18.7%,4.1%,1.4%,50,0.9940000000000001,0.013999999999999999,mil,Bucks
5,Philadelphia 76ers,50.0,32.0,.610,-0.94,0.04,4.43,30-19,20-13,60-22,40-42,99.5%,,7.7%,3.0%,50,0.995,0.03,phi,76ers
6,Indiana Pacers,45.3,36.7,.553,-0.20,-0.20,1.63,29-23,16-14,55-27,35-47,91.0%,1.2%,2.1%,0.6%,45,0.91,0.006,ind,Pacers
7,Orlando Magic,44.6,37.4,.544,0.18,-1.58,0.62,27-24,18-13,54-28,34-48,87.5%,71.7%,1.0%,0.2%,45,0.875,0.002,orl,Magic
8,Miami Heat,41.9,40.1,.511,-0.57,-0.34,-1.12,27-24,15-16,52-30,32-50,69.8%,27.9%,0.3%,0.1%,42,0.698,0.001,mia,Heat
9,Chicago Bulls,37.4,44.6,.456,-0.68,0.32,-2.10,24-27,13-18,49-33,28-54,22.1%,,,0,37,0.221,0,chi,Bulls
10,Brooklyn Nets,35.4,46.6,.432,0.10,-0.47,-1.14,20-30,15-17,45-37,25-57,15.5%,,,0,35,0.155,0,bkn,Nets
11,Atlanta Hawks,36.1,45.9,.441,-0.11,-0.17,-2.41,22-28,14-18,46-36,27-55,14.4%,0.4%,,0,36,0.14400000000000002,0,atl,Hawks
12,Toronto Raptors,31.2,50.8,.380,0.31,-0.80,-3.17,17-33,14-18,41-41,19-63,0.9%,,,0,31,0.009000000000000001,0,tor,Raptors
13,Washington Wizards,17.2,64.8,.210,-0.43,0.86,-9.77,9-40,8-25,27-55,10-72,0,,,0,17,0,0,wsh,Wizards
14,Charlotte Hornets,17.0,65.0,.207,0.15,0.34,-11.67,10-39,7-26,26-56,10-72,0,,,0,17,0,0,cha,Hornets
15,Detroit Pistons,14.5,67.5,.177,0.22,0.00,-9.50,6-43,9-24,25-57,7-75,0,,,0,14,0,0,det,Pistons
1,Oklahoma City Thunder,56.5,25.5,.690,-0.08,-0.41,7.67,35-16,22-9,65-17,47-35,100.0%,51.7%,35.2%,17.0%,56,1,0.17,okc,Thunder
2,Minnesota Timberwolves,55.6,26.4,.678,0.10,-0.43,6.08,35-16,21-10,64-18,47-35,100.0%,33.9%,20.7%,8.3%,56,1,0.083,min,T-Wolves
3,LA Clippers,55.5,26.5,.677,-0.26,0.23,6.19,34-15,22-11,66-16,46-36,100.0%,99.3%,21.7%,8.9%,56,1,0.08900000000000001,lac,Clippers
4,Denver Nuggets,54.5,27.5,.665,0.29,-0.56,4.48,35-16,20-11,64-18,45-37,100.0%,14.5%,10.7%,3.4%,54,1,0.034,den,Nuggets
5,New Orleans Pelicans,48.8,33.2,.595,0.12,-0.29,4.40,29-21,20-12,58-24,38-44,97.1%,89.4%,7.6%,2.6%,49,0.971,0.026000000000000002,no,Pelicans
6,Sacramento Kings,45.7,36.3,.557,0.25,0.81,0.76,29-20,17-16,56-26,34-48,80.0%,0.4%,1.0%,0.1%,46,0.8,0.001,sac,Kings
7,Phoenix Suns,45.3,36.7,.553,-1.16,1.81,1.68,30-21,15-16,56-26,34-48,77.4%,0.2%,1.5%,0.3%,45,0.774,0.003,phx,Suns
8,Dallas Mavericks,43.7,38.3,.533,0.26,-0.17,0.22,28-23,16-15,54-28,34-48,57.6%,9.5%,0.4%,0.1%,44,0.5760000000000001,0.001,dal,Mavericks
9,Los Angeles Lakers,41.5,40.5,.506,0.47,0.42,-0.42,27-25,15-15,51-31,32-50,29.2%,,0.2%,0,42,0.292,0,lal,Lakers
10,Golden State Warriors,41.0,41.0,.500,0.80,-0.79,1.14,22-25,19-16,51-31,30-52,27.1%,,0.5%,0.1%,41,0.271,0.001,gs,Warriors
11,Houston Rockets,40.3,41.7,.491,0.30,-0.42,1.30,23-27,17-15,49-33,30-52,22.0%,1.1%,0.4%,0,40,0.22,0,hou,Rockets
12,Utah Jazz,39.4,42.6,.481,0.35,0.72,-1.48,26-26,13-17,50-32,29-53,9.6%,,0.1%,0,39,0.096,0,uta,Jazz
13,Memphis Grizzlies,30.4,51.6,.370,0.98,-0.89,-5.23,18-33,12-19,40-42,21-61,0,,,0,30,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.5,57.5,.299,0.57,0.84,-7.69,15-35,10-22,34-48,17-65,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,18.5,63.5,.225,0.43,1.02,-8.10,10-40,8-24,31-51,11-71,0,,,0,18,0,0,sa,Spurs
