Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,61.1,20.9,.745,1.19,-0.94,10.31,20-5,41-16,72-10,48-34,100.0%,78.3%,44.0%,30.6%,61,1,0.306,bos,Celtics
2,Philadelphia 76ers,57.8,24.2,.705,-1.19,-0.32,10.08,18-8,40-16,69-13,45-37,100.0%,21.7%,41.5%,28.8%,58,1,0.28800000000000003,phi,76ers
3,Milwaukee Bucks,51.0,31.0,.621,-1.42,0.35,3.73,19-7,32-24,64-18,38-44,99.4%,86.3%,4.8%,1.7%,51,0.9940000000000001,0.017,mil,Bucks
4,Orlando Magic,48.9,33.1,.597,-0.26,-0.52,3.10,16-9,33-24,61-21,36-46,98.0%,90.3%,3.8%,1.4%,49,0.98,0.013999999999999999,orl,Magic
5,Cleveland Cavaliers,45.1,36.9,.550,1.22,-0.81,1.30,15-12,30-25,59-23,32-50,85.1%,11.6%,1.5%,0.4%,45,0.851,0.004,cle,Cavaliers
6,New York Knicks,45.6,36.4,.556,-0.36,0.51,2.37,15-11,31-25,59-23,32-50,88.8%,,2.3%,0.7%,46,0.888,0.006999999999999999,ny,Knicks
7,Brooklyn Nets,42.5,39.5,.519,0.12,-0.06,1.12,13-13,30-26,55-27,27-55,67.1%,,1.0%,0.2%,42,0.6709999999999999,0.002,bkn,Nets
8,Miami Heat,41.4,40.6,.505,-1.45,0.37,-0.63,15-12,26-29,54-28,28-54,51.6%,6.5%,0.3%,0.1%,41,0.516,0.001,mia,Heat
9,Indiana Pacers,41.1,40.9,.502,-0.41,0.23,-0.09,13-12,28-29,54-28,28-54,51.2%,2.1%,0.3%,0.1%,41,0.512,0.001,ind,Pacers
10,Atlanta Hawks,39.8,42.2,.486,0.33,-0.12,0.33,11-15,29-27,52-30,26-56,37.6%,3.2%,0.4%,0.1%,40,0.376,0.001,atl,Hawks
11,Toronto Raptors,37.0,45.0,.451,0.12,0.02,-1.53,11-15,26-30,50-32,24-58,15.0%,,0.1%,0,37,0.15,0,tor,Raptors
12,Chicago Bulls,35.2,46.8,.429,0.48,-0.53,-2.95,11-17,24-30,49-33,24-58,6.2%,0.1%,,0,35,0.062,0,chi,Bulls
13,Charlotte Hornets,23.3,58.7,.284,0.13,0.51,-9.63,7-18,16-41,37-45,11-71,0,,,0,23,0,0,cha,Hornets
14,Washington Wizards,20.8,61.2,.254,0.54,0.28,-9.35,4-22,17-39,34-48,8-74,0,,,0,21,0,0,wsh,Wizards
15,Detroit Pistons,16.5,65.5,.201,0.78,0.17,-11.11,2-25,14-41,30-52,6-76,0,,,0,16,0,0,det,Pistons
1,Minnesota Timberwolves,57.2,24.8,.697,-0.52,-0.25,7.08,20-5,37-20,70-12,43-39,100.0%,65.5%,27.4%,11.1%,57,1,0.111,min,T-Wolves
2,Oklahoma City Thunder,54.4,27.6,.664,0.01,-0.37,7.25,17-8,37-20,66-16,41-41,99.8%,23.7%,26.2%,10.9%,54,0.998,0.109,okc,Thunder
3,Denver Nuggets,52.6,29.4,.641,0.91,-0.79,5.63,18-10,35-19,64-18,39-43,99.0%,10.8%,17.0%,5.9%,53,0.99,0.059000000000000004,den,Nuggets
4,LA Clippers,50.3,31.7,.613,-0.90,0.13,5.41,16-10,34-22,62-20,37-45,96.2%,73.2%,14.7%,4.9%,50,0.9620000000000001,0.049,lac,Clippers
5,Houston Rockets,47.0,35.0,.573,0.14,-0.45,3.56,13-11,34-24,60-22,34-48,81.6%,47.1%,5.3%,1.5%,47,0.816,0.015,hou,Rockets
6,Sacramento Kings,46.6,35.4,.568,0.76,0.08,1.76,16-9,31-26,61-21,34-48,76.9%,17.8%,2.6%,0.5%,47,0.769,0.005,sac,Kings
7,New Orleans Pelicans,46.0,36.0,.561,-0.15,-0.03,2.00,16-11,30-25,60-22,32-50,73.9%,31.9%,2.7%,0.5%,46,0.7390000000000001,0.005,no,Pelicans
8,Dallas Mavericks,44.7,37.3,.545,-0.89,0.31,0.77,16-10,29-27,60-22,32-50,61.2%,21.0%,1.3%,0.2%,45,0.612,0.002,dal,Mavericks
9,Golden State Warriors,43.8,38.2,.534,1.78,-0.93,2.01,12-14,32-24,56-26,29-53,55.2%,5.4%,2.1%,0.4%,44,0.552,0.004,gs,Warriors
10,Los Angeles Lakers,42.2,39.8,.514,-0.22,0.56,0.12,15-12,27-28,54-28,29-53,35.3%,2.7%,0.5%,0.1%,42,0.353,0.001,lal,Lakers
11,Phoenix Suns,40.4,41.6,.493,-1.70,0.72,-0.44,14-12,26-30,53-29,28-54,21.0%,0.9%,0.3%,0.1%,40,0.21,0.001,phx,Suns
12,Utah Jazz,27.5,54.5,.335,-0.11,1.01,-7.44,10-17,17-38,43-39,16-66,0,,,0,28,0,0,uta,Jazz
13,Memphis Grizzlies,25.0,57.0,.305,-0.44,0.59,-7.24,6-19,19-38,40-42,13-69,0,,,0,25,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.5,57.5,.298,-0.49,0.97,-7.41,6-19,18-39,37-45,13-69,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,20.8,61.2,.254,1.94,0.04,-9.62,4-21,17-40,34-48,10-72,0,,,0,21,0,0,sa,Spurs
