Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,58.3,22.7,.719,1.01,-0.49,10.57,14-4,44-19,70-11,40-41,100.0%,74.9%,44.3%,30.3%,58,1,0.303,bos,Celtics
2,Philadelphia 76ers,55.3,26.7,.675,1.16,-0.72,8.88,12-6,43-21,68-14,41-41,100.0%,24.5%,30.5%,18.7%,55,1,0.187,phi,76ers
3,Orlando Magic,51.4,30.6,.626,-0.97,-0.16,5.08,13-5,38-26,65-17,37-45,98.5%,86.8%,9.7%,4.3%,51,0.985,0.043,orl,Magic
4,New York Knicks,47.3,33.7,.584,-0.69,0.38,4.31,11-7,36-27,62-19,33-48,92.0%,0.6%,6.5%,2.6%,47,0.92,0.026000000000000002,ny,Knicks
5,Milwaukee Bucks,45.9,35.1,.567,-0.83,0.35,1.75,13-6,33-29,60-21,32-49,85.2%,64.3%,2.3%,0.6%,46,0.852,0.006,mil,Bucks
6,Atlanta Hawks,43.2,38.8,.527,0.66,0.04,1.66,9-9,34-30,61-21,29-53,60.1%,6.0%,1.5%,0.5%,43,0.601,0.005,atl,Hawks
7,Miami Heat,43.6,38.4,.532,-1.10,0.21,0.85,11-8,33-30,57-25,30-52,64.7%,7.2%,1.1%,0.3%,44,0.647,0.003,mia,Heat
8,Brooklyn Nets,43.0,39.0,.525,0.53,0.10,1.81,9-9,34-30,59-23,29-53,59.8%,,1.8%,0.7%,43,0.598,0.006999999999999999,bkn,Nets
9,Cleveland Cavaliers,42.3,39.7,.516,1.25,-0.30,0.40,10-9,32-31,56-26,28-54,52.4%,17.4%,0.9%,0.2%,42,0.524,0.002,cle,Cavaliers
10,Indiana Pacers,41.7,39.3,.515,-1.04,0.39,1.08,9-8,33-31,56-25,28-53,51.5%,18.3%,1.1%,0.4%,42,0.515,0.004,ind,Pacers
11,Toronto Raptors,40.6,41.4,.495,0.77,0.00,0.09,9-10,32-31,55-27,26-56,35.3%,,0.5%,0.1%,41,0.353,0.001,tor,Raptors
12,Chicago Bulls,31.5,50.5,.384,1.36,-0.32,-4.64,6-14,25-37,44-38,19-63,0.6%,,,0,32,0.006,0,chi,Bulls
13,Charlotte Hornets,27.9,54.1,.340,0.38,0.55,-8.09,6-11,22-43,44-38,16-66,0,,,0,28,0,0,cha,Hornets
14,Washington Wizards,23.7,58.3,.289,-0.12,0.74,-8.62,3-15,21-43,40-42,12-70,0,,,0,24,0,0,wsh,Wizards
15,Detroit Pistons,22.1,59.9,.270,0.07,0.48,-8.88,2-17,20-43,37-45,9-73,0,,,0,22,0,0,det,Pistons
1,Minnesota Timberwolves,56.3,25.7,.687,0.71,-0.95,7.71,14-4,42-22,68-14,42-40,100.0%,62.6%,32.0%,15.0%,56,1,0.15,min,T-Wolves
2,Oklahoma City Thunder,54.3,27.7,.662,-0.28,-0.53,8.22,12-6,42-22,68-14,39-43,99.9%,30.2%,34.3%,17.0%,54,0.9990000000000001,0.17,okc,Thunder
3,Denver Nuggets,50.6,31.4,.617,-0.06,-0.45,4.37,13-6,38-25,64-18,37-45,98.4%,7.2%,11.8%,4.3%,51,0.9840000000000001,0.043,den,Nuggets
4,Houston Rockets,45.7,36.3,.557,-0.25,-0.48,3.38,8-8,38-28,59-23,32-50,81.9%,43.9%,6.0%,1.6%,46,0.8190000000000001,0.016,hou,Rockets
5,Golden State Warriors,44.7,37.3,.545,1.96,-0.97,2.38,9-10,36-27,59-23,31-51,76.7%,37.0%,4.6%,1.2%,45,0.767,0.012,gs,Warriors
6,Dallas Mavericks,44.1,37.9,.538,-1.12,0.03,0.29,11-6,33-32,60-22,30-52,68.2%,27.6%,1.9%,0.4%,44,0.682,0.004,dal,Mavericks
7,Phoenix Suns,43.4,37.6,.536,-2.39,0.22,0.88,11-7,32-31,57-24,29-52,67.3%,27.7%,2.5%,0.6%,43,0.6729999999999999,0.006,phx,Suns
8,New Orleans Pelicans,43.7,37.3,.540,1.14,-0.73,1.57,10-9,34-28,59-22,29-52,71.2%,28.5%,2.9%,0.8%,44,0.7120000000000001,0.008,no,Pelicans
9,LA Clippers,42.1,39.9,.514,-1.64,0.16,1.75,8-10,34-30,56-26,27-55,53.5%,14.1%,2.4%,0.4%,42,0.535,0.004,lac,Clippers
10,Sacramento Kings,41.8,39.2,.516,0.39,0.14,-0.20,10-7,32-32,56-25,28-53,52.3%,15.2%,1.1%,0.2%,42,0.523,0.002,sac,Kings
11,Los Angeles Lakers,39.7,41.3,.490,0.11,0.22,-1.39,11-9,29-32,54-27,25-56,30.6%,6.1%,0.5%,0.1%,40,0.306,0.001,lal,Lakers
12,Portland Trail Blazers,27.7,54.3,.338,-0.91,0.74,-7.74,6-12,22-42,42-40,14-68,0,,,0,28,0,0,por,Blazers
13,Utah Jazz,26.9,55.1,.328,-0.76,0.88,-7.76,6-13,21-42,41-41,15-67,0,,,0,27,0,0,uta,Jazz
14,Memphis Grizzlies,25.1,56.9,.306,-1.64,0.61,-8.76,4-13,21-44,40-42,12-70,0,,,0,25,0,0,mem,Grizzlies
15,San Antonio Spurs,21.9,60.1,.267,1.80,0.15,-10.48,3-15,19-45,35-47,9-73,0,,,0,22,0,0,sa,Spurs
