Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,57.6,24.4,.702,-0.07,0.12,4.08,48-18,10-6,64-18,51-31,100.0%,98.6%,18.2%,10.7%,58,1,0.107,mil
2,Boston Celtics,55.8,26.2,.681,0.02,-0.78,5.45,46-21,10-5,61-21,48-34,100.0%,90.5%,28.0%,19.0%,56,1,0.19,bos
3,Philadelphia 76ers,52.8,29.2,.644,-0.17,0.95,3.96,43-22,10-7,59-23,45-37,100.0%,9.5%,14.5%,8.0%,53,1,0.08,phi
4,Cleveland Cavaliers,51.6,30.4,.629,0.14,-1.68,5.63,42-26,10-4,56-26,45-37,100.0%,1.4%,25.9%,17.3%,52,1,0.17300000000000001,cle
5,New York Knicks,47.3,34.7,.577,0.20,-0.63,3.04,39-29,8-6,53-29,41-41,99.3%,,7.5%,3.9%,47,0.993,0.039,ny
6,Brooklyn Nets,45.6,36.4,.556,0.16,0.24,1.05,37-29,9-7,53-29,39-43,95.7%,,2.7%,1.1%,46,0.9570000000000001,0.011000000000000001,bkn
7,Miami Heat,42.2,39.8,.514,0.21,0.19,-0.52,35-32,7-8,48-34,36-46,66.3%,68.0%,0.7%,0.2%,42,0.6629999999999999,0.002,mia
8,Atlanta Hawks,41.0,41.0,.500,-0.04,0.43,0.03,33-33,8-8,48-34,35-47,51.9%,24.0%,0.8%,0.3%,41,0.519,0.003,atl
9,Toronto Raptors,39.6,42.4,.483,0.10,0.43,0.46,32-35,8-7,46-36,34-48,33.3%,,0.7%,0.3%,40,0.33299999999999996,0.003,tor
10,Washington Wizards,39.3,42.7,.479,0.18,-0.17,0.06,31-35,8-8,46-36,33-49,26.8%,8.0%,0.4%,0.2%,39,0.268,0.002,wsh
11,Chicago Bulls,38.6,43.4,.471,0.25,-0.39,0.86,30-36,9-7,45-37,32-50,22.3%,,0.6%,0.2%,39,0.223,0.002,chi
12,Indiana Pacers,36.4,45.6,.444,0.24,0.36,-2.00,30-37,6-9,43-39,30-52,4.3%,,,0,36,0.043,0,ind
13,Detroit Pistons,19.7,62.3,.240,0.65,-0.42,-6.95,15-52,5-10,26-56,15-67,0,,,0,20,0,0,det
14,Orlando Magic,33.2,48.8,.405,0.19,0.20,-2.76,27-40,6-9,40-42,27-55,0,,,0,33,0,0,orl
15,Charlotte Hornets,26.8,55.2,.326,0.16,1.11,-5.50,22-46,5-9,33-49,22-60,0,,,0,27,0,0,cha
1,Denver Nuggets,55.6,26.4,.678,-0.31,-0.27,3.87,46-20,10-6,62-20,49-33,100.0%,100.0%,28.8%,13.9%,56,1,0.139,den
2,Memphis Grizzlies,49.9,32.1,.608,-0.11,-1.35,3.77,39-26,11-6,56-26,42-40,100.0%,99.7%,25.6%,10.8%,50,1,0.10800000000000001,mem
3,Sacramento Kings,48.2,33.8,.587,-0.56,0.43,2.21,39-26,9-8,56-26,41-41,100.0%,72.9%,14.6%,4.8%,48,1,0.048,sac
4,Phoenix Suns,45.9,36.1,.560,-0.15,0.44,2.25,37-29,9-7,52-30,39-43,99.3%,26.7%,13.7%,5.1%,46,0.993,0.051,phx
5,Dallas Mavericks,42.1,39.9,.513,-0.05,-1.08,0.70,34-33,8-7,49-33,36-46,73.2%,0.2%,4.3%,1.1%,42,0.732,0.011000000000000001,dal
6,Golden State Warriors,41.4,40.6,.505,-0.16,0.14,0.22,34-33,7-8,49-33,35-47,61.6%,0.2%,2.5%,0.6%,41,0.616,0.006,gs
7,New Orleans Pelicans,41.0,41.0,.500,0.08,-1.42,0.72,32-34,9-7,48-34,34-48,56.1%,0.1%,3.0%,0.8%,41,0.561,0.008,no
8,LA Clippers,41.7,40.3,.508,-0.38,0.84,-0.53,35-33,7-7,48-34,35-47,59.8%,0.1%,1.8%,0.5%,42,0.598,0.005,lac
9,Minnesota Timberwolves,40.9,41.1,.499,-0.25,0.34,-0.56,34-33,7-8,47-35,34-48,54.6%,,1.7%,0.4%,41,0.546,0.004,min
10,Los Angeles Lakers,40.0,42.0,.488,0.02,-0.52,-0.72,32-34,8-8,47-35,33-49,30.8%,,0.7%,0.2%,40,0.308,0.002,lal
11,Oklahoma City Thunder,39.9,42.1,.486,0.10,-1.09,1.28,31-35,9-7,46-36,32-50,33.8%,,2.5%,0.8%,40,0.33799999999999997,0.008,okc
12,Utah Jazz,39.2,42.8,.477,-0.24,0.59,-0.32,32-35,7-8,45-37,33-49,21.4%,,0.6%,0.1%,39,0.214,0.001,uta
13,Portland Trail Blazers,38.2,43.8,.465,-0.27,0.76,-1.32,31-35,7-9,46-36,32-50,9.6%,,0.2%,0.1%,38,0.096,0.001,por
14,Houston Rockets,19.3,62.7,.235,0.06,0.95,-8.14,15-51,4-12,28-54,15-67,0,,,0,19,0,0,hou
15,San Antonio Spurs,19.5,62.5,.238,-0.01,1.20,-10.27,16-49,4-13,28-54,16-66,0,,,0,20,0,0,sa
