Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,64.6,17.4,.788,0.03,-1.79,10.46,46-12,19-5,70-12,55-27,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,70.1%,49.9%
2,Cleveland Cavaliers,52.6,29.4,.641,-0.62,-0.05,4.37,38-20,15-9,61-21,42-40,100.0%,74.3%,NA,69.6,18.9,7.3,2.6,1.2,0.3,0.1,NA,99.6,0.4,0.1,NA,NA,,NA,9.7%,3.3%
3,Milwaukee Bucks,50.7,31.3,.619,-0.74,1.30,3.36,38-21,13-10,59-23,42-40,99.7%,25.0%,NA,23.1,44.4,17.4,8.6,4.2,1.3,0.6,NA,97.8,1.6,0.6,NA,NA,,NA,5.7%,1.9%
4,New York Knicks,48.6,33.4,.593,-0.19,0.19,3.69,35-24,14-9,56-26,40-42,97.9%,,NA,4,17.1,29.8,21.7,14.2,7.3,3.8,NA,86.8,9,4.2,NA,NA,,NA,6.2%,2.1%
5,Orlando Magic,46.8,35.2,.570,0.17,-2.00,1.32,33-26,14-9,54-28,39-43,91.9%,55.2%,NA,1.4,7.6,15.7,19.8,19.3,17.7,10.5,NA,63.7,20.3,15.5,0.5,NA,,NA,1.7%,0.2%
6,Philadelphia 76ers,46.9,35.1,.572,-0.36,-0.61,2.93,33-25,14-10,56-26,37-45,93.4%,,NA,0.9,5.4,12.5,19.8,24,20,10.9,NA,62.6,20.9,16,0.6,NA,,NA,3.8%,1.0%
7,Miami Heat,45.8,36.2,.559,-0.37,-0.76,0.37,33-25,13-11,56-26,37-45,87.3%,44.8%,NA,0.5,4.3,10.7,15.5,18.9,22.4,15,NA,49.9,21.5,27.7,0.8,0.1,,NA,1.0%,0.2%
8,Indiana Pacers,45.4,36.6,.554,-0.36,0.62,1.59,34-26,11-11,53-29,36-46,87.0%,0.7%,NA,0.5,2.4,6.6,12,18.2,29.8,17.7,NA,39.6,26.1,33,1.3,NA,,NA,1.8%,0.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.5,43.5,.470,-0.31,-0.11,-1.55,28-31,11-12,48-34,31-51,21.4%,,NA,NA,NA,NA,NA,0.1,1.1,20.1,NA,0.1,0.3,2.4,70.3,21.6,5.4,NA,,
10,Atlanta Hawks,36.8,45.2,.449,-0.08,-0.18,-1.79,26-32,11-13,45-37,28-54,16.9%,,NA,NA,NA,NA,NA,NA,0.2,16.7,NA,,NA,0.4,22.4,57,20.1,NA,,
11,Brooklyn Nets,33.3,48.7,.406,0.49,-1.27,-2.41,22-36,11-13,42-40,24-58,3.4%,,NA,NA,NA,NA,NA,NA,NA,3.4,NA,,NA,NA,3.5,15.3,81.2,NA,,
12,Toronto Raptors,31.8,50.2,.388,0.02,-0.37,-3.15,22-37,10-13,41-41,23-59,1.1%,,NA,NA,NA,NA,NA,NA,NA,1.1,NA,,NA,NA,0.6,6,93.4,NA,,
13,Charlotte Hornets,20.2,61.8,.246,-0.09,1.01,-10.60,15-43,5-19,28-54,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Detroit Pistons,15.9,66.1,.194,0.20,-0.04,-8.46,9-49,7-17,25-57,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Washington Wizards,15.6,66.4,.190,0.38,-0.43,-9.48,9-49,7-17,25-57,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,58.1,23.9,.708,-0.10,-0.58,8.19,41-17,17-7,65-17,49-33,100.0%,50.5%,50.2,39.6,8.4,1.7,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,41.5%,20.1%
2,Minnesota Timberwolves,57.6,24.4,.703,-0.26,-0.01,6.98,42-17,16-7,65-17,49-33,100.0%,46.4%,46.1,40.4,10.8,2.6,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,29.5%,12.7%
3,Denver Nuggets,54.3,27.7,.662,-0.01,-0.22,4.13,40-19,14-9,62-20,46-36,100.0%,3.1%,3,12.5,50.1,30.6,3.6,0.3,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,8.4%,2.6%
4,Los Angeles Clippers,52.5,29.5,.640,-0.02,-0.03,4.53,37-20,16-9,61-21,42-40,99.8%,97.0%,0.7,7.6,28.6,50,10.5,1.9,0.4,0.2,NA,99.3,0.5,0.2,NA,NA,,NA,9.5%,3.0%
5,New Orleans Pelicans,48.2,33.8,.588,-0.15,0.18,4.01,35-25,13-9,56-26,40-42,95.1%,75.1%,NA,NA,1.7,11.3,48.3,20.2,8.7,4.9,NA,81.5,10,5.2,2.4,0.9,0.1,NA,5.7%,1.6%
6,Dallas Mavericks,46.3,35.7,.564,0.03,0.02,1.30,34-25,12-11,55-27,37-45,77.9%,24.9%,NA,NA,0.1,1.9,17.5,24.2,20.4,13.8,NA,43.7,23.1,17.4,11,4.3,0.5,NA,1.2%,0.2%
7,Sacramento Kings,45.5,36.5,.555,0.46,0.50,0.72,33-25,12-12,53-29,37-45,69.9%,1.3%,NA,NA,0.1,0.9,8.5,22.8,20.4,17.3,NA,32.2,22.8,21.7,14.9,7.5,0.9,NA,0.9%,0.1%
8,Phoenix Suns,45.5,36.5,.554,-1.19,2.54,1.83,34-24,11-13,54-28,37-45,68.6%,1.2%,NA,NA,0.1,0.8,7.6,18.5,22.2,19.4,NA,27.0,22.3,22.1,17.3,10.4,0.9,NA,1.6%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
