Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.1,24.9,.689,2.03,-0.14,16.53,5-1,50-24,72-8,40-40,100.0%,75.8%,46.1%,30.8%,55,1,0.308,bos
2,Philadelphia 76ers,50.9,29.1,.636,-1.75,0.26,11.42,5-1,46-28,65-15,33-47,99.4%,22.3%,24.2%,13.3%,51,0.9940000000000001,0.133,phi
3,Atlanta Hawks,45.9,34.1,.573,0.70,0.20,5.99,4-3,42-31,60-20,31-49,93.0%,73.0%,9.4%,4.2%,46,0.93,0.042,atl
4,New York Knicks,44.5,35.5,.556,3.42,0.19,5.42,3-4,41-32,62-18,30-50,87.5%,1.5%,7.8%,3.1%,44,0.875,0.031,ny
5,Milwaukee Bucks,41.8,38.2,.523,4.06,0.16,1.06,4-2,38-36,58-22,26-54,69.2%,41.7%,2.0%,0.5%,42,0.6920000000000001,0.005,mil
6,Orlando Magic,41.3,38.7,.516,-1.96,0.49,1.18,4-3,37-36,57-23,25-55,63.8%,20.1%,2.1%,0.7%,41,0.638,0.006999999999999999,orl
7,Indiana Pacers,41.3,38.7,.517,-1.61,0.64,1.54,4-3,37-36,56-24,24-56,65.8%,37.3%,2.2%,0.7%,41,0.6579999999999999,0.006999999999999999,ind
8,Toronto Raptors,40.9,39.1,.511,2.20,0.54,1.91,3-4,38-35,57-23,25-55,60.9%,0.3%,2.4%,0.8%,41,0.609,0.008,tor
9,Brooklyn Nets,40.2,39.8,.503,1.50,0.62,1.21,3-4,37-36,58-22,25-55,55.4%,0.2%,2.0%,0.7%,40,0.5539999999999999,0.006999999999999999,bkn
10,Cleveland Cavaliers,39.3,40.7,.492,2.66,0.21,-0.20,3-4,36-37,56-24,23-57,46.4%,18.3%,1.1%,0.3%,39,0.46399999999999997,0.003,cle
11,Miami Heat,38.0,42.0,.475,2.27,0.22,-1.59,3-4,35-38,56-24,23-57,32.4%,5.5%,0.6%,0.2%,38,0.324,0.002,mia
12,Charlotte Hornets,34.6,45.4,.433,0.63,0.79,-4.71,2-4,33-41,50-30,17-63,11.5%,1.3%,0.1%,0,35,0.115,0,cha
13,Chicago Bulls,34.0,46.0,.425,0.76,0.58,-4.74,3-5,31-41,51-29,19-61,8.5%,2.2%,,0,34,0.085,0,chi
14,Washington Wizards,31.7,48.3,.396,4.12,0.56,-7.38,1-5,31-43,49-31,17-63,3.1%,0.2%,,0,32,0.031,0,wsh
15,Detroit Pistons,31.6,48.4,.396,-2.40,0.95,-5.90,2-6,30-42,48-32,16-64,3.0%,0.6%,,0,32,0.03,0,det
1,Denver Nuggets,52.7,27.3,.658,-1.20,-0.73,9.68,7-1,46-26,68-12,34-46,100.0%,51.5%,31.5%,15.8%,53,1,0.158,den
2,Minnesota Timberwolves,52.1,27.9,.651,4.14,-0.99,12.97,4-2,48-26,66-14,36-44,99.9%,47.8%,37.3%,19.7%,52,0.9990000000000001,0.19699999999999998,min
3,Dallas Mavericks,46.7,33.3,.584,-2.44,-0.29,4.13,6-1,41-32,61-19,31-49,97.9%,89.1%,9.1%,2.8%,47,0.9790000000000001,0.027999999999999997,dal
4,Golden State Warriors,44.5,35.5,.557,-3.49,0.01,2.26,6-2,39-33,59-21,29-51,94.1%,48.0%,6.2%,1.8%,44,0.941,0.018000000000000002,gs
5,LA Clippers,44.0,36.0,.550,-3.40,-0.23,4.43,3-3,41-33,59-21,25-55,91.9%,41.9%,8.2%,2.7%,44,0.919,0.027000000000000003,lac
6,Oklahoma City Thunder,41.9,38.1,.524,0.49,-0.32,1.20,4-3,38-35,58-22,26-54,82.3%,0.7%,4.1%,1.0%,42,0.823,0.01,okc
7,Phoenix Suns,38.2,41.8,.477,-3.37,-0.14,-1.80,3-4,35-38,55-25,21-59,53.2%,5.5%,1.1%,0.4%,38,0.532,0.004,phx
8,Los Angeles Lakers,37.5,42.5,.469,0.84,-0.10,-2.59,3-4,35-38,54-26,22-58,47.2%,4.4%,0.8%,0.2%,38,0.47200000000000003,0.002,lal
9,Houston Rockets,37.6,42.4,.470,-4.37,-0.14,-3.20,3-3,35-39,53-27,22-58,47.7%,5.6%,0.8%,0.1%,38,0.47700000000000004,0.001,hou
10,New Orleans Pelicans,37.6,42.4,.469,1.35,-0.32,-3.65,4-3,34-39,53-27,22-58,46.4%,5.1%,0.7%,0.1%,38,0.46399999999999997,0.001,no
11,Portland Trail Blazers,33.8,46.2,.423,-0.76,0.30,-6.19,3-4,31-42,51-29,20-60,17.2%,,0.1%,0,34,0.172,0,por
12,Sacramento Kings,32.9,47.1,.411,-2.03,0.52,-7.20,2-4,31-43,49-31,17-63,12.3%,0.2%,0.1%,0,33,0.12300000000000001,0,sac
13,Utah Jazz,30.4,49.6,.380,0.67,0.28,-7.71,2-6,28-44,47-33,14-66,4.6%,,,0,30,0.046,0,uta
14,San Antonio Spurs,30.0,50.0,.375,0.74,0.23,-10.54,3-4,27-46,46-34,15-65,3.4%,0.1%,,0,30,0.034,0,sa
15,Memphis Grizzlies,29.1,50.9,.363,-2.47,0.39,-9.19,1-6,28-45,45-35,14-66,2.1%,0.1%,,0,29,0.021,0,mem
