Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,52.0,28.0,.650,-5.50,-0.27,12.90,5-0,47-28,67-13,36-44,100.0%,50.8%,29.8%,17.1%,52,1,0.171,bos
2,Philadelphia 76ers,51.8,28.2,.648,1.36,-0.90,13.56,4-1,48-27,66-14,35-45,99.9%,48.2%,30.7%,17.6%,52,0.9990000000000001,0.17600000000000002,phi
3,Orlando Magic,49.0,31.0,.613,2.46,-1.06,8.62,4-2,45-29,63-17,34-46,99.6%,70.0%,18.4%,9.2%,49,0.996,0.092,orl
4,Atlanta Hawks,45.9,34.1,.574,-2.26,-0.35,5.41,4-2,42-32,62-18,29-51,97.5%,29.5%,10.0%,4.4%,46,0.975,0.044000000000000004,atl
5,Toronto Raptors,42.1,37.9,.526,4.61,-0.60,3.11,2-4,40-34,57-23,28-52,88.1%,0.8%,5.7%,2.1%,42,0.8809999999999999,0.021,tor
6,Milwaukee Bucks,40.3,39.7,.504,3.46,-0.55,-0.95,3-2,37-38,56-24,25-55,78.4%,74.9%,1.8%,0.5%,40,0.784,0.005,mil
7,Brooklyn Nets,37.9,42.1,.473,-2.74,0.49,-2.40,3-3,35-39,56-24,22-58,56.7%,0.1%,1.1%,0.2%,38,0.5670000000000001,0.002,bkn
8,New York Knicks,38.4,41.6,.479,-0.91,0.26,-0.91,2-4,36-38,53-27,22-58,61.7%,0.1%,1.5%,0.3%,38,0.617,0.003,ny
9,Miami Heat,36.0,44.0,.450,0.77,-0.11,-3.89,2-4,34-40,53-27,21-59,39.8%,0.5%,0.6%,0.1%,36,0.39799999999999996,0.001,mia
10,Detroit Pistons,34.8,45.2,.435,-4.86,0.08,-5.36,2-4,33-41,52-28,19-61,29.4%,14.9%,0.3%,0.1%,35,0.294,0.001,det
11,Charlotte Hornets,33.5,46.5,.419,-2.74,0.44,-7.94,2-3,31-44,48-32,20-60,19.5%,0.1%,0.1%,0,34,0.195,0,cha
12,Indiana Pacers,32.1,47.9,.402,-5.78,0.59,-8.95,3-3,29-45,51-29,16-64,12.0%,5.2%,,0,32,0.12,0,ind
13,Cleveland Cavaliers,31.1,48.9,.389,-4.16,0.36,-9.33,2-4,29-45,48-32,18-62,8.1%,3.2%,,0,31,0.081,0,cle
14,Chicago Bulls,29.9,50.1,.373,-0.92,0.16,-9.63,2-5,28-45,47-33,15-65,4.5%,1.8%,,0,30,0.045,0,chi
15,Washington Wizards,30.0,50.0,.374,-1.15,0.49,-11.35,1-4,29-46,48-32,14-66,4.7%,,,0,30,0.047,0,wsh
1,LA Clippers,50.2,29.8,.627,1.24,-0.05,13.44,3-2,47-28,65-15,34-46,99.0%,61.9%,28.2%,15.4%,50,0.99,0.154,lac
2,Denver Nuggets,50.0,30.0,.625,-1.34,0.24,8.52,6-1,44-29,65-15,31-49,98.8%,54.8%,20.7%,10.5%,50,0.988,0.105,den
3,Minnesota Timberwolves,49.0,31.0,.613,2.19,0.05,11.79,3-2,46-29,64-16,34-46,98.3%,44.1%,23.3%,12.3%,49,0.983,0.12300000000000001,min
4,Golden State Warriors,47.5,32.5,.593,-0.78,0.57,6.88,5-1,42-32,62-18,32-48,95.5%,28.9%,12.8%,5.5%,48,0.955,0.055,gs
5,Los Angeles Lakers,42.9,37.1,.537,7.11,0.00,3.27,3-3,40-34,57-23,27-53,73.6%,5.7%,4.5%,1.7%,43,0.736,0.017,lal
6,Dallas Mavericks,42.4,37.6,.529,-3.52,0.57,1.48,4-1,38-37,60-20,25-55,69.8%,59.2%,2.9%,0.9%,42,0.698,0.009000000000000001,dal
7,Phoenix Suns,40.7,39.3,.508,2.64,0.38,2.14,2-4,39-35,57-23,23-57,53.8%,1.8%,2.6%,0.8%,41,0.5379999999999999,0.008,phx
8,Sacramento Kings,40.2,39.8,.503,2.49,0.61,1.29,2-3,38-37,56-24,25-55,49.6%,1.6%,1.9%,0.5%,40,0.496,0.005,sac
9,Portland Trail Blazers,39.5,40.5,.493,3.69,0.41,-0.64,3-3,36-38,55-25,22-58,42.2%,0.9%,1.1%,0.3%,40,0.42200000000000004,0.003,por
10,San Antonio Spurs,38.4,41.6,.479,3.36,0.31,-2.84,3-2,35-40,55-25,22-58,33.0%,16.7%,0.7%,0.2%,38,0.33,0.002,sa
11,Houston Rockets,37.6,42.4,.470,1.20,0.27,-2.40,2-3,36-39,52-28,22-58,27.3%,13.3%,0.4%,0.1%,38,0.273,0.001,hou
12,New Orleans Pelicans,37.0,43.0,.462,-1.34,0.85,-4.18,4-2,33-41,53-27,22-58,21.6%,10.7%,0.3%,0,37,0.21600000000000003,0,no
13,Oklahoma City Thunder,36.8,43.2,.460,-2.18,1.02,-2.85,3-3,34-40,55-25,22-58,20.3%,0.3%,0.4%,0.1%,37,0.203,0.001,okc
14,Utah Jazz,36.4,43.6,.454,4.94,0.34,-2.20,2-5,34-39,51-29,22-58,17.3%,0.1%,0.3%,0.1%,36,0.17300000000000001,0.001,uta
15,Memphis Grizzlies,26.9,53.1,.337,-1.40,1.24,-11.23,0-6,27-47,43-37,11-69,0.1%,0.1%,,0,27,0.001,0,mem
