Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.6,17.4,.788,-0.43,-5.18,10.92,62-17,3-0,65-17,62-20,100.0%,100.0%,76.4%,61.6%,65,1,0.616,bos,Celtics
2,Milwaukee Bucks,49.4,32.6,.603,-0.32,3.13,2.72,48-31,1-2,51-31,48-34,100.0%,73.2%,4.2%,1.3%,49,1,0.013000000000000001,mil,Bucks
3,Cleveland Cavaliers,48.2,33.8,.588,-0.27,-4.81,2.10,46-33,2-1,49-33,46-36,98.7%,24.4%,2.8%,0.8%,48,0.987,0.008,cle,Cavaliers
4,New York Knicks,48.7,33.3,.594,-0.30,2.04,4.28,47-32,2-1,50-32,47-35,99.9%,,8.4%,3.4%,49,0.9990000000000001,0.034,ny,Knicks
5,Orlando Magic,47.4,34.6,.578,-0.66,2.55,1.51,46-33,1-2,49-33,46-36,96.1%,76.4%,1.8%,0.5%,47,0.961,0.005,orl,Magic
6,Indiana Pacers,47.1,34.9,.575,-0.27,0.10,2.44,46-34,1-1,48-34,46-36,97.7%,2.5%,3.2%,1.2%,47,0.977,0.012,ind,Pacers
7,Miami Heat,46.0,36.0,.561,-0.56,-3.12,1.04,44-35,2-1,47-35,44-38,83.9%,23.6%,1.0%,0.2%,46,0.8390000000000001,0.002,mia,Heat
8,Philadelphia 76ers,46.3,35.7,.564,-0.51,-0.68,2.20,45-35,1-1,47-35,45-37,84.7%,,2.2%,0.7%,46,0.847,0.006999999999999999,phi,76ers
9,Atlanta Hawks,37.3,44.7,.455,-0.21,-0.35,-1.89,36-43,1-2,39-43,36-46,19.8%,,,0,37,0.198,0,atl,Hawks
10,Chicago Bulls,38.6,43.4,.471,-0.15,-4.71,-1.93,37-42,2-1,40-42,37-45,19.2%,,,0,39,0.192,0,chi,Bulls
11,Brooklyn Nets,32.2,49.8,.393,-0.13,0.10,-2.87,31-48,1-2,34-48,31-51,0,,,0,32,0,0,bkn,Nets
12,Toronto Raptors,25.9,56.1,.315,-0.01,-0.26,-6.17,25-54,1-2,28-54,25-57,0,,,0,26,0,0,tor,Raptors
13,Charlotte Hornets,19.4,62.6,.237,0.00,3.71,-10.35,19-60,0-3,22-60,19-63,0,,,0,19,0,0,cha,Hornets
14,Washington Wizards,15.4,66.6,.188,-0.09,4.49,-9.47,15-65,0-2,17-65,15-67,0,,,0,15,0,0,wsh,Wizards
15,Detroit Pistons,13.8,68.2,.169,0.11,-1.63,-8.94,13-66,1-2,16-66,13-69,0,,,0,14,0,0,det,Pistons
1,Minnesota Timberwolves,56.9,25.1,.694,-0.16,1.97,6.85,55-24,2-1,58-24,55-27,100.0%,55.8%,31.5%,11.3%,57,1,0.113,min,T-Wolves
2,Denver Nuggets,57.0,25.0,.696,0.04,-1.87,5.20,55-24,2-1,58-24,55-27,100.0%,30.5%,16.8%,4.9%,57,1,0.049,den,Nuggets
3,Oklahoma City Thunder,56.1,25.9,.685,-0.01,-0.08,6.36,54-25,2-1,57-25,54-28,100.0%,13.7%,23.6%,8.0%,56,1,0.08,okc,Thunder
4,LA Clippers,53.0,29.0,.646,0.12,-0.22,3.88,51-28,2-1,54-28,51-31,100.0%,100.0%,9.1%,1.9%,53,1,0.019,lac,Clippers
5,Dallas Mavericks,50.7,31.3,.618,0.08,-0.51,2.98,49-30,2-1,52-30,49-33,100.0%,99.2%,5.1%,1.1%,51,1,0.011000000000000001,dal,Mavericks
6,New Orleans Pelicans,48.7,33.3,.594,-0.02,1.92,4.55,47-32,2-1,50-32,47-35,96.3%,0.8%,7.5%,2.1%,49,0.963,0.021,no,Pelicans
7,Phoenix Suns,47.2,34.8,.576,-0.13,4.26,2.59,46-33,1-2,49-33,46-36,74.2%,,2.7%,0.5%,47,0.742,0.005,phx,Suns
8,Sacramento Kings,46.8,35.2,.571,0.58,-0.28,2.06,45-34,2-1,48-34,45-37,65.8%,,1.9%,0.3%,47,0.6579999999999999,0.003,sac,Kings
9,Los Angeles Lakers,46.0,36.0,.561,0.50,-0.99,0.88,45-35,1-1,47-35,45-37,26.7%,,0.4%,0.1%,46,0.267,0.001,lal,Lakers
10,Golden State Warriors,46.0,36.0,.561,0.25,-2.62,2.83,44-35,2-1,47-35,44-38,37.0%,,1.5%,0.3%,46,0.37,0.003,gs,Warriors
11,Houston Rockets,40.7,41.3,.496,0.22,-2.84,1.17,39-40,2-1,42-40,39-43,0,,,0,41,0,0,hou,Rockets
12,Utah Jazz,29.9,52.1,.364,0.61,2.63,-4.43,29-50,1-2,32-50,29-53,0,,,0,30,0,0,uta,Jazz
13,Memphis Grizzlies,27.8,54.2,.339,0.36,2.73,-6.52,27-52,1-2,30-52,27-55,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,21.7,60.3,.265,0.68,2.02,-7.98,21-58,1-2,24-58,21-61,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,21.0,61.0,.257,0.68,0.87,-5.94,20-59,1-2,23-59,20-62,0,,,0,21,0,0,sa,Spurs
