Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.7,17.3,.789,0.08,-2.38,11.29,48-13,17-4,69-13,58-24,100.0%,100.0%,75.6%,59.0%,65,1,0.59,bos,Celtics
2,Cleveland Cavaliers,52.8,29.2,.644,-0.49,-0.33,4.28,40-21,13-8,60-22,44-38,100.0%,65.0%,7.7%,3.0%,53,1,0.03,cle,Cavaliers
3,Milwaukee Bucks,52.0,30.0,.634,-0.85,1.88,3.62,41-21,11-9,60-22,45-37,99.9%,34.9%,6.1%,2.3%,52,0.9990000000000001,0.023,mil,Bucks
4,Orlando Magic,47.7,34.3,.581,-0.22,-1.16,1.56,36-26,12-8,55-27,40-42,95.4%,62.3%,1.7%,0.5%,48,0.9540000000000001,0.005,orl,Magic
5,New York Knicks,47.7,34.3,.582,-0.07,0.07,3.33,36-26,12-8,56-26,39-43,96.7%,,4.3%,1.4%,48,0.9670000000000001,0.013999999999999999,ny,Knicks
6,Miami Heat,46.2,35.8,.564,-0.41,-0.72,0.42,35-26,11-10,54-28,38-44,88.8%,37.7%,0.8%,0.2%,46,0.888,0.002,mia,Heat
7,Philadelphia 76ers,46.9,35.1,.572,-0.53,-0.13,2.70,35-26,12-9,55-27,39-43,93.4%,,2.8%,0.7%,47,0.934,0.006999999999999999,phi,76ers
8,Indiana Pacers,44.7,37.3,.545,-0.34,0.83,1.17,35-28,10-9,52-30,37-45,83.7%,0.1%,1.0%,0.2%,45,0.8370000000000001,0.002,ind,Pacers
9,Chicago Bulls,38.8,43.2,.473,-0.22,-0.36,-1.61,29-32,10-11,48-34,31-51,21.3%,,,0,39,0.213,0,chi,Bulls
10,Atlanta Hawks,36.4,45.6,.443,-0.12,-0.01,-2.12,27-34,9-12,45-37,29-53,13.3%,,,0,36,0.133,0,atl,Hawks
11,Brooklyn Nets,34.5,47.5,.421,0.34,-1.30,-1.73,25-37,10-10,42-40,26-56,7.2%,,,0,34,0.07200000000000001,0,bkn,Nets
12,Toronto Raptors,30.9,51.1,.377,-0.02,-0.17,-3.86,23-39,8-12,38-44,24-58,0.3%,,,0,31,0.003,0,tor,Raptors
13,Charlotte Hornets,19.4,62.6,.236,-0.04,1.00,-10.46,15-47,4-16,26-56,15-67,0,,,0,19,0,0,cha,Hornets
14,Detroit Pistons,15.2,66.8,.185,0.29,-0.32,-8.59,9-52,6-15,23-59,9-73,0,,,0,15,0,0,det,Pistons
15,Washington Wizards,14.8,67.2,.181,0.37,-0.47,-9.66,9-52,6-15,23-59,9-73,0,,,0,15,0,0,wsh,Wizards
1,Oklahoma City Thunder,56.7,25.3,.691,-0.14,-0.34,7.45,42-19,15-6,63-19,49-33,100.0%,46.6%,35.0%,13.8%,57,1,0.138,okc,Thunder
2,Minnesota Timberwolves,56.4,25.6,.688,-0.22,0.07,6.67,43-19,13-7,63-19,48-34,100.0%,45.6%,28.4%,10.0%,56,1,0.1,min,T-Wolves
3,Denver Nuggets,54.5,27.5,.664,0.04,-0.35,4.07,42-20,12-8,61-21,47-35,100.0%,7.8%,9.3%,2.1%,54,1,0.021,den,Nuggets
4,LA Clippers,52.8,29.2,.644,-0.01,0.01,4.62,39-21,14-8,60-22,45-37,99.9%,98.0%,11.4%,3.1%,53,0.9990000000000001,0.031,lac,Clippers
5,New Orleans Pelicans,49.3,32.7,.602,-0.25,0.43,4.88,37-25,12-8,56-26,41-41,98.5%,93.4%,10.7%,3.0%,49,0.985,0.03,no,Pelicans
6,Sacramento Kings,45.6,36.4,.556,0.54,0.35,0.79,34-26,12-10,53-29,38-44,73.0%,1.0%,0.9%,0.1%,46,0.73,0.001,sac,Kings
7,Phoenix Suns,45.5,36.5,.555,-0.90,2.54,1.89,36-26,10-10,53-29,38-44,70.0%,0.6%,1.8%,0.4%,46,0.7,0.004,phx,Suns
8,Golden State Warriors,44.8,37.2,.547,0.58,-1.33,1.95,32-28,13-9,52-30,37-45,59.7%,0.3%,1.4%,0.1%,45,0.597,0.001,gs,Warriors
9,Dallas Mavericks,44.7,37.3,.545,0.36,-0.81,0.77,34-28,11-9,52-30,36-46,59.9%,6.6%,0.8%,0.1%,45,0.599,0.001,dal,Mavericks
10,Los Angeles Lakers,43.2,38.8,.527,0.37,0.58,0.04,34-29,9-10,51-31,36-46,36.2%,0.1%,0.3%,0,43,0.36200000000000004,0,lal,Lakers
11,Houston Rockets,38.5,43.5,.469,0.49,-1.25,0.50,27-34,11-10,46-36,30-52,2.8%,,,0,38,0.027999999999999997,0,hou,Rockets
12,Utah Jazz,35.2,46.8,.430,-0.11,2.51,-2.82,28-34,7-13,43-39,28-54,0.1%,,,0,35,0.001,0,uta,Jazz
13,Memphis Grizzlies,28.3,53.7,.346,0.63,-0.68,-5.91,21-41,7-13,36-46,21-61,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.9,59.1,.280,0.32,1.49,-7.73,17-43,6-16,32-50,17-65,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,18.9,63.1,.230,0.57,0.87,-7.48,13-49,6-14,26-56,13-69,0,,,0,19,0,0,sa,Spurs
