Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,63.2,18.8,.771,0.61,-1.20,10.96,29-8,34-11,72-10,51-31,100.0%,99.0%,98.9,1,0.1,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,62.2%,46.8%
2,Philadelphia 76ers,53.8,28.2,.656,-0.71,-0.50,7.10,23-13,31-15,66-16,41-41,99.9%,1.0%,0.9,63,21.6,8.5,3.6,1.5,0.6,0.2,NA,99.1,0.7,0.2,NA,NA,,NA,21.1%,11.0%
3,Milwaukee Bucks,50.2,31.8,.612,-1.09,0.60,3.13,25-12,25-20,62-20,38-44,98.4%,63.7%,0.1,18.1,30.5,21,13.6,9.5,3.9,1.9,NA,92.7,5.2,1.9,0.2,0.1,,NA,4.1%,1.3%
4,New York Knicks,49.2,32.8,.600,0.05,0.00,4.05,22-15,27-18,61-21,37-45,97.9%,,NA,9.6,19.9,24.5,19,14.2,7.2,3.5,NA,87.2,8.6,3.8,0.3,NA,,NA,5.8%,2.2%
5,Indiana Pacers,47.1,34.9,.575,-0.24,-0.05,2.54,22-15,25-20,59-23,36-46,93.1%,24.5%,NA,3.9,11.5,16.2,19.2,18.9,15.2,8.3,NA,69.7,17.1,10.9,1.8,0.5,0.1,NA,2.8%,0.9%
6,Orlando Magic,46.3,35.7,.565,0.19,-1.05,1.52,21-16,25-20,58-24,32-50,90.1%,63.9%,NA,2.2,7.6,14,18.6,20,17.4,10.5,NA,62.2,18.5,15,3.2,0.7,0.3,NA,1.5%,0.4%
7,Cleveland Cavaliers,46.1,35.9,.562,-0.08,-0.47,1.64,21-15,25-21,58-24,35-47,88.2%,11.8%,NA,1.8,6.6,9.5,14.7,20.5,22.1,13,NA,53.0,24.5,17.4,4.1,0.8,0.2,NA,1.7%,0.6%
8,Miami Heat,44.3,37.7,.540,-0.58,-0.32,0.23,21-16,23-22,57-25,33-49,77.7%,35.2%,NA,0.5,2.3,6.3,11.1,14.3,24,19.2,NA,34.5,21.1,31.9,8.7,2.7,1.1,NA,0.8%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.0,44.0,.463,0.15,-0.62,-1.83,18-21,20-23,50-32,26-56,17.8%,,NA,NA,NA,NA,0.1,0.5,3.8,13.4,NA,0.6,1.7,7.1,28.8,26.2,35.5,NA,,
