Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,57.8,24.2,.704,-0.12,0.79,4.18,53-21,5-3,61-21,53-29,100.0%,99.9%,16.4%,9.9%,58,1,0.099,mil
2,Boston Celtics,56.5,25.5,.688,-0.26,1.36,6.12,52-23,4-3,59-23,52-30,100.0%,96.5%,31.6%,22.3%,56,1,0.223,bos
3,Philadelphia 76ers,53.6,28.4,.654,-0.15,1.97,4.57,49-25,5-3,57-25,49-33,100.0%,3.5%,16.8%,10.1%,54,1,0.10099999999999999,phi
4,Cleveland Cavaliers,52.2,29.8,.637,-0.02,-1.68,5.63,48-28,4-2,54-28,48-34,100.0%,0.1%,24.4%,16.6%,52,1,0.166,cle
5,New York Knicks,46.3,35.7,.565,0.19,-1.10,2.73,42-33,4-3,49-33,42-40,99.5%,,5.3%,2.7%,46,0.995,0.027000000000000003,ny
6,Brooklyn Nets,44.3,37.7,.541,0.40,-2.00,1.00,40-35,4-3,47-35,40-42,90.6%,,1.9%,0.9%,44,0.9059999999999999,0.009000000000000001,bkn
7,Miami Heat,43.3,38.7,.528,0.26,-0.28,-0.51,40-35,3-4,47-35,40-42,81.0%,98.2%,0.6%,0.2%,43,0.81,0.002,mia
8,Chicago Bulls,40.5,41.5,.494,0.19,-0.65,1.33,36-38,4-4,44-38,36-46,47.8%,,1.3%,0.6%,40,0.478,0.006,chi
9,Atlanta Hawks,40.1,41.9,.488,-0.17,2.56,-0.01,37-38,3-4,44-38,37-45,35.0%,1.8%,0.4%,0.1%,40,0.35,0.001,atl
10,Toronto Raptors,40.3,41.7,.492,0.05,1.32,1.13,37-38,3-4,44-38,37-45,44.9%,,1.3%,0.6%,40,0.449,0.006,tor
11,Indiana Pacers,35.9,46.1,.438,0.20,1.31,-2.58,33-42,3-4,40-42,33-49,0.5%,,,0,36,0.005,0,ind
12,Washington Wizards,36.4,45.6,.444,0.15,0.32,-0.83,33-42,3-4,40-42,33-49,0.5%,,,0,36,0.005,0,wsh
13,Orlando Magic,34.8,47.2,.424,0.10,1.07,-2.30,32-43,3-4,39-43,32-50,0.1%,,,0,35,0.001,0,orl
14,Charlotte Hornets,27.1,54.9,.331,0.35,0.40,-5.61,25-51,2-4,31-51,25-57,0,,,0,27,0,0,cha
15,Detroit Pistons,18.4,63.6,.224,0.62,-0.71,-7.34,16-58,2-6,23-59,16-66,0,,,0,18,0,0,det
1,Denver Nuggets,54.8,27.2,.668,-0.39,0.40,3.76,50-24,5-3,58-24,50-32,100.0%,100.0%,28.3%,12.2%,55,1,0.122,den
2,Memphis Grizzlies,51.8,30.2,.631,-0.46,0.39,3.90,47-27,5-3,55-27,47-35,100.0%,100.0%,27.7%,11.4%,52,1,0.114,mem
3,Sacramento Kings,49.6,32.4,.605,-0.27,-1.18,2.26,45-29,5-3,53-29,45-37,100.0%,99.9%,13.5%,4.6%,50,1,0.046,sac
4,Phoenix Suns,43.5,38.5,.531,0.04,-0.38,1.74,39-35,5-3,47-35,39-43,96.9%,0.1%,11.2%,3.3%,44,0.9690000000000001,0.033,phx
5,LA Clippers,42.2,39.8,.514,-0.35,1.36,-0.10,39-36,3-4,46-36,39-43,74.5%,,2.8%,0.5%,42,0.745,0.005,lac
6,Minnesota Timberwolves,41.6,40.4,.507,-0.10,-0.94,-0.31,38-37,4-3,45-37,38-44,74.7%,,2.4%,0.4%,42,0.747,0.004,min
7,Golden State Warriors,42.1,39.9,.514,-0.06,-0.69,0.40,39-37,3-3,45-37,39-43,79.2%,,3.9%,1.0%,42,0.792,0.01,gs
8,New Orleans Pelicans,40.9,41.1,.499,-0.41,1.31,1.12,37-37,4-4,45-37,37-45,55.1%,,3.9%,1.1%,41,0.551,0.011000000000000001,no
9,Oklahoma City Thunder,41.1,40.9,.501,-0.01,-1.45,1.13,37-38,4-3,44-38,37-45,53.2%,,4.0%,1.1%,41,0.532,0.011000000000000001,okc
10,Los Angeles Lakers,40.5,41.5,.494,-0.04,-0.95,-0.32,37-38,3-4,44-38,37-45,35.8%,,1.3%,0.2%,40,0.358,0.002,lal
11,Dallas Mavericks,39.6,42.4,.483,-0.17,-0.74,0.09,36-39,4-3,43-39,36-46,20.7%,,0.7%,0.1%,40,0.207,0.001,dal
12,Utah Jazz,38.8,43.2,.473,-0.13,0.36,-0.67,35-39,4-4,43-39,35-47,9.9%,,0.2%,0,39,0.099,0,uta
13,Portland Trail Blazers,35.5,46.5,.433,-0.04,-0.09,-2.12,32-42,4-4,40-42,32-50,0.1%,,,0,36,0.001,0,por
14,San Antonio Spurs,20.5,61.5,.250,0.24,0.20,-10.25,19-56,2-5,26-56,19-63,0,,,0,20,0,0,sa
15,Houston Rockets,20.1,61.9,.245,0.34,-0.94,-7.97,18-57,2-5,24-58,18-64,0,,,0,20,0,0,hou
