Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,63.4,18.6,.774,0.41,-1.48,10.61,35-10,28-9,72-10,53-29,100.0%,99.3%,99.2,0.8,0.1,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,61.6%,43.4%
2,Philadelphia 76ers,54.8,27.2,.668,-1.00,-0.22,6.79,29-14,26-13,64-18,43-39,100.0%,0.7%,0.7,58.6,22.9,11.5,5.4,0.8,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,19.3%,10.0%
3,Milwaukee Bucks,51.3,30.7,.626,-0.96,0.79,2.91,31-14,20-17,62-20,40-42,99.8%,49.0%,NA,15.3,26.3,26.3,22.7,7.5,1.1,0.6,NA,98.1,1.8,0.1,NA,NA,,NA,3.2%,1.0%
4,Cleveland Cavaliers,50.9,31.1,.621,-0.17,-0.81,4.00,27-16,24-15,61-21,39-43,99.5%,46.9%,NA,13.1,24.5,25.5,25,9,1.9,0.6,NA,97.0,2.7,0.3,NA,NA,,NA,5.5%,1.8%
5,New York Knicks,51.3,30.7,.625,-0.25,0.06,5.09,28-17,23-14,60-22,38-44,99.8%,,NA,11.9,23.8,29.3,25.6,7.7,1.2,0.4,NA,98.2,1.6,0.2,NA,NA,,NA,8.4%,3.5%
6,Indiana Pacers,45.8,36.2,.558,-0.18,-0.17,1.78,26-20,20-16,55-27,35-47,93.1%,4.0%,NA,0.3,2.1,5.9,13.3,40.1,21.6,9.8,NA,61.7,28.7,8.5,0.9,0.1,,NA,1.3%,0.3%
7,Orlando Magic,43.8,38.2,.535,0.45,-1.64,0.69,23-22,21-16,54-28,33-49,85.3%,69.5%,NA,0.1,0.4,1.4,6.8,25.5,34.3,17,NA,34.0,38.6,22.7,3.9,0.6,0.2,NA,0.5%,0.1%
8,Miami Heat,41.3,40.7,.503,-0.73,-0.07,-1.48,24-21,17-20,52-30,31-51,66.4%,30.4%,NA,NA,NA,0.3,1.3,9.1,30.4,25.4,NA,10.6,23.2,48,14,3.3,0.9,NA,0.2%,
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,37.5,44.5,.457,-0.29,-0.30,-1.90,21-25,16-20,48-34,27-55,27.9%,,NA,NA,NA,NA,NA,0.4,6.6,20.8,NA,0.5,2.6,14.1,47.6,22,13.2,NA,,
10,Brooklyn Nets,34.5,47.5,.420,-0.10,-0.01,-1.76,17-27,17-21,50-32,24-58,14.6%,,NA,NA,NA,NA,NA,NA,1.9,12.7,NA,,0.4,4,17.6,31.7,46.3,NA,,
11,Atlanta Hawks,33.7,48.3,.411,-0.10,0.01,-3.28,18-27,16-21,45-37,24-58,7.3%,0.2%,NA,NA,NA,NA,NA,NA,0.5,6.8,NA,,0.1,1.1,9.8,24.4,64.6,NA,,
12,Toronto Raptors,32.9,49.1,.401,0.23,-0.54,-2.20,16-29,17-20,44-38,22-60,6.5%,,NA,NA,NA,NA,NA,NA,0.5,6,NA,,0.1,1,6.2,17.9,74.8,NA,,
13,Charlotte Hornets,18.6,63.4,.227,-0.04,0.63,-11.60,10-33,9-30,30-52,11-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,16.9,65.1,.206,-0.20,0.50,-9.85,7-37,10-28,26-56,8-74,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,14.6,67.4,.178,0.13,0.28,-10.06,5-39,10-28,26-56,6-76,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,58.6,23.4,.715,0.05,-0.67,8.74,32-13,27-10,68-14,46-36,100.0%,72.7%,67.7,21,8.5,2.5,0.2,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,44.8%,22.1%
2,Minnesota Timberwolves,56.4,25.6,.687,0.26,-0.52,5.89,32-13,24-13,66-16,46-36,100.0%,23.0%,21.4,40.2,23.8,12.5,2,0.2,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,17.8%,6.3%
3,Los Angeles Clippers,54.1,27.9,.660,-0.12,-0.04,6.09,29-14,25-14,65-17,42-40,100.0%,98.7%,7,24.6,33,28.3,6.3,0.7,0.1,NA,NA,99.8,0.1,NA,NA,NA,,NA,17.7%,6.7%
4,Denver Nuggets,53.6,28.4,.654,0.38,-0.58,4.42,31-15,23-13,64-18,43-39,100.0%,4.3%,3.8,13.4,30.5,40.8,10.1,1.1,0.2,0.1,NA,99.7,0.2,0.1,NA,NA,,NA,9.7%,2.5%
5,New Orleans Pelicans,48.6,33.5,.592,0.11,-0.21,4.42,26-19,23-14,60-22,37-45,97.0%,85.7%,0.1,0.7,3.8,13.5,53.6,16.7,5.6,3.1,NA,88.3,6.9,2.9,1.2,0.5,0.2,NA,7.0%,1.9%
6,Sacramento Kings,44.7,37.3,.545,0.25,0.70,0.88,25-18,20-19,56-26,33-49,74.4%,0.9%,NA,NA,0.2,1.2,10.5,29.1,19.3,14.2,NA,41.0,22.7,15.6,10.8,5.7,4.3,NA,0.9%,0.1%
7,Phoenix Suns,44.3,37.7,.541,-1.10,1.23,1.21,26-19,18-19,55-27,34-48,71.5%,0.5%,NA,NA,0.1,0.7,7.7,24.1,22.2,16.6,NA,32.7,24,18.6,12.3,7.3,5.1,NA,0.9%,0.2%
8,Dallas Mavericks,43.4,38.6,.529,-0.09,0.30,0.33,25-20,18-19,53-29,32-50,60.3%,11.0%,NA,NA,0.1,0.5,6.8,15.7,20,17.4,NA,23.0,20.6,21,15.5,10.7,9.3,NA,0.4%,
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Houston Rockets,41.2,40.8,.503,0.24,-0.23,1.19,21-23,20-18,53-29,29-53,37.4%,3.4%,NA,NA,NA,NA,2,6.1,13.3,16,NA,8.1,10.5,14.9,18.1,18.8,29.6,NA,0.5%,0.1%
10,Golden State Warriors,39.9,42.1,.487,0.93,-0.71,0.48,19-23,21-19,51-31,28-54,23.3%,,NA,NA,NA,NA,0.5,2.7,8,12.1,NA,3.2,5.9,10,15.2,18.7,47.0,NA,0.2%,
11,Los Angeles Lakers,40.2,41.8,.490,0.45,0.43,-0.37,23-23,17-19,51-31,29-53,23.4%,,NA,NA,NA,NA,0.4,2.6,7.8,12.8,NA,2.9,6.3,11.1,16.2,20.2,43.3,NA,0.1%,
12,Utah Jazz,39.2,42.8,.478,0.25,0.74,-1.45,23-23,16-20,50-32,30-52,12.8%,,NA,NA,NA,NA,0.1,1.1,3.8,7.7,NA,1.3,2.8,5.8,10.8,17.5,61.9,NA,,
13,Memphis Grizzlies,32.9,49.1,.401,0.51,-0.13,-4.50,18-27,15-22,45-37,23-59,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,0.2,0.4,99.3,NA,,
14,Portland Trail Blazers,23.0,59.0,.280,0.33,1.18,-8.84,13-32,10-27,34-48,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,19.0,63.0,.231,0.35,1.07,-8.43,9-36,10-27,29-53,11-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
