Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,60.8,19.2,.760,3.49,-0.75,16.86,9-2,52-17,74-6,44-36,100.0%,95.3%,65.3%,54.2%,61,1,0.542,bos,Celtics
2,Philadelphia 76ers,52.2,27.8,.652,1.50,-0.17,9.22,8-3,44-25,67-13,38-42,99.8%,4.4%,17.3%,11.0%,52,0.998,0.11,phi,76ers
3,New York Knicks,46.9,33.1,.586,1.92,-0.01,5.83,6-5,41-28,61-19,31-49,94.6%,0.3%,6.8%,3.5%,47,0.946,0.035,ny,Knicks
4,Indiana Pacers,45.0,35.0,.562,0.18,0.18,3.37,7-4,38-31,59-21,29-51,88.3%,61.8%,2.7%,1.1%,45,0.883,0.011000000000000001,ind,Pacers
5,Atlanta Hawks,44.0,36.0,.549,0.16,0.20,3.25,6-5,38-31,61-19,29-51,82.8%,62.8%,2.5%,1.1%,44,0.828,0.011000000000000001,atl,Hawks
6,Brooklyn Nets,43.8,36.2,.548,1.59,0.26,3.31,6-5,38-31,58-22,28-52,81.6%,,2.7%,1.1%,44,0.816,0.011000000000000001,bkn,Nets
7,Milwaukee Bucks,41.8,38.2,.522,1.15,0.25,0.43,7-4,35-34,57-23,28-52,64.5%,21.3%,0.8%,0.3%,42,0.645,0.003,mil,Bucks
8,Cleveland Cavaliers,41.1,38.9,.513,2.69,-0.13,1.05,5-6,36-33,55-25,27-53,59.6%,16.5%,0.9%,0.3%,41,0.596,0.003,cle,Cavaliers
9,Orlando Magic,40.2,39.8,.503,-1.57,0.45,0.07,6-5,34-35,55-25,27-53,51.3%,19.8%,0.6%,0.2%,40,0.513,0.002,orl,Magic
10,Miami Heat,39.6,40.4,.496,-1.26,0.46,-1.44,7-4,33-36,55-25,24-56,43.5%,17.2%,0.2%,0.1%,40,0.435,0.001,mia,Heat
11,Toronto Raptors,37.7,42.3,.471,1.27,0.59,-1.09,5-6,33-36,52-28,22-58,26.4%,,0.2%,0.1%,38,0.264,0.001,tor,Raptors
12,Chicago Bulls,33.4,46.6,.418,0.14,0.47,-3.61,4-8,29-39,48-32,18-62,5.4%,0.4%,,0,33,0.054000000000000006,0,chi,Bulls
13,Charlotte Hornets,30.2,49.8,.377,0.13,0.75,-6.77,3-7,27-43,45-35,17-63,1.1%,0.1%,,0,30,0.011000000000000001,0,cha,Hornets
14,Detroit Pistons,29.7,50.3,.371,-0.55,0.70,-5.13,2-10,28-40,46-34,11-69,0.7%,0.1%,,0,30,0.006999999999999999,0,det,Pistons
15,Washington Wizards,28.8,51.2,.360,0.96,0.53,-6.77,2-9,27-42,43-37,17-63,0.5%,,,0,29,0.005,0,wsh,Wizards
1,Denver Nuggets,52.2,27.8,.653,-0.68,-0.79,7.50,9-2,43-26,66-14,37-43,99.9%,49.2%,27.5%,8.7%,52,0.9990000000000001,0.087,den,Nuggets
2,Minnesota Timberwolves,51.6,28.4,.645,1.10,-0.90,7.64,8-3,44-25,65-15,36-44,99.7%,43.6%,28.0%,8.7%,52,0.997,0.087,min,T-Wolves
3,Oklahoma City Thunder,46.8,33.2,.585,-0.52,-0.57,4.39,7-4,40-29,60-20,31-49,96.2%,7.2%,11.7%,2.9%,47,0.9620000000000001,0.028999999999999998,okc,Thunder
4,Houston Rockets,46.2,33.8,.577,-1.37,-0.86,3.85,6-3,40-31,62-18,28-52,95.1%,57.1%,9.7%,2.0%,46,0.951,0.02,hou,Rockets
5,Golden State Warriors,46.1,33.9,.576,2.13,-1.03,4.30,6-6,40-28,60-20,27-53,95.3%,72.9%,11.9%,3.0%,46,0.953,0.03,gs,Warriors
6,Dallas Mavericks,45.0,35.0,.562,-2.97,0.13,1.78,9-3,36-32,61-19,29-51,91.2%,40.5%,5.7%,1.0%,45,0.912,0.01,dal,Mavericks
7,Sacramento Kings,41.4,38.6,.517,-0.35,-0.06,0.25,6-4,35-35,59-21,27-53,71.2%,15.4%,2.7%,0.6%,41,0.7120000000000001,0.006,sac,Kings
8,Phoenix Suns,39.2,40.8,.490,-1.96,-0.27,-0.60,5-6,34-35,54-26,26-54,52.6%,7.8%,1.4%,0.2%,39,0.526,0.002,phx,Suns
9,New Orleans Pelicans,37.9,42.1,.473,2.19,-0.74,-2.36,5-6,33-36,52-28,24-56,39.6%,2.4%,0.5%,0,38,0.396,0,no,Pelicans
10,LA Clippers,37.2,42.8,.465,-2.52,-0.06,-1.02,3-7,34-36,53-27,22-58,36.7%,2.9%,0.8%,0,37,0.36700000000000005,0,lac,Clippers
11,Los Angeles Lakers,35.2,44.8,.440,-1.05,0.23,-4.13,6-6,29-39,51-29,20-60,19.7%,1.0%,0.1%,0,35,0.19699999999999998,0,lal,Lakers
12,Utah Jazz,30.1,49.9,.376,-1.67,0.56,-7.22,4-7,26-43,45-35,15-65,2.3%,,,0,30,0.023,0,uta,Jazz
13,Portland Trail Blazers,26.5,53.5,.331,-2.75,0.67,-9.75,3-8,24-45,42-38,11-69,0.2%,,,0,26,0.002,0,por,Blazers
14,San Antonio Spurs,25.4,54.6,.317,2.01,0.05,-11.45,3-8,22-47,39-41,10-70,0.1%,,,0,25,0.001,0,sa,Spurs
15,Memphis Grizzlies,24.1,55.9,.302,-3.67,0.60,-11.13,2-9,22-47,39-41,10-70,0.1%,,,0,24,0.001,0,mem,Grizzlies
