Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,58.5,21.5,.731,3.28,-0.46,16.72,7-2,52-19,73-7,45-35,100.0%,82.9%,58.4%,44.5%,58,1,0.445,bos
2,Philadelphia 76ers,53.1,26.9,.664,-0.06,0.13,11.19,7-1,46-26,68-12,37-43,99.9%,16.7%,23.7%,14.2%,53,0.9990000000000001,0.142,phi
3,New York Knicks,44.7,35.3,.559,0.84,0.39,5.22,4-4,41-31,60-20,30-50,87.4%,0.3%,5.0%,2.1%,45,0.8740000000000001,0.021,ny
4,Atlanta Hawks,43.8,36.2,.547,0.13,0.39,3.46,5-4,39-32,58-22,28-52,82.1%,52.0%,3.2%,1.1%,44,0.821,0.011000000000000001,atl
5,Indiana Pacers,43.3,36.7,.541,-1.91,0.61,2.54,6-3,37-34,58-22,29-51,79.4%,61.9%,2.7%,0.9%,43,0.794,0.009000000000000001,ind
6,Orlando Magic,42.4,37.6,.530,-1.83,0.42,2.17,5-4,37-34,57-23,26-54,72.4%,33.1%,2.0%,0.7%,42,0.7240000000000001,0.006999999999999999,orl
7,Toronto Raptors,41.5,38.5,.518,3.66,0.26,2.10,4-5,37-34,56-24,25-55,64.0%,,1.6%,0.6%,42,0.64,0.006,tor
8,Brooklyn Nets,41.4,38.6,.517,3.01,0.37,2.01,4-5,37-34,58-22,26-54,63.6%,0.1%,1.7%,0.6%,41,0.636,0.006,bkn
9,Cleveland Cavaliers,40.1,39.9,.501,2.62,0.07,0.40,4-5,36-35,56-24,25-55,50.6%,20.7%,0.8%,0.2%,40,0.506,0.002,cle
10,Miami Heat,39.5,40.5,.494,0.68,0.30,-0.77,5-4,34-37,54-26,24-56,43.9%,14.0%,0.5%,0.1%,40,0.439,0.001,mia
11,Milwaukee Bucks,39.2,40.8,.491,2.55,0.28,-1.11,5-4,34-37,54-26,25-55,42.0%,15.8%,0.5%,0.1%,39,0.42,0.001,mil
12,Chicago Bulls,33.3,46.7,.416,0.43,0.60,-4.57,3-6,30-41,48-32,19-61,5.2%,1.3%,,0,33,0.052000000000000005,0,chi
13,Charlotte Hornets,33.1,46.9,.413,-0.30,0.87,-5.43,3-5,30-42,49-31,17-63,5.0%,0.7%,,0,33,0.05,0,cha
14,Washington Wizards,31.9,48.1,.399,1.58,0.64,-5.92,2-6,30-42,50-30,17-63,2.6%,0.3%,,0,32,0.026000000000000002,0,wsh
15,Detroit Pistons,31.1,48.9,.389,-1.15,0.82,-4.95,2-8,29-41,47-33,16-64,1.9%,0.3%,,0,31,0.019,0,det
1,Minnesota Timberwolves,53.1,26.9,.664,0.98,-0.96,11.10,6-2,47-25,68-12,37-43,100.0%,56.4%,39.1%,16.8%,53,1,0.168,min
2,Denver Nuggets,52.4,27.6,.655,-1.56,-0.73,8.44,8-1,44-27,67-13,37-43,100.0%,43.3%,29.1%,11.2%,52,1,0.11199999999999999,den
3,Dallas Mavericks,47.5,32.5,.593,-1.51,-0.39,4.38,7-2,40-31,61-19,32-48,98.9%,74.9%,11.9%,3.1%,48,0.9890000000000001,0.031,dal
4,Golden State Warriors,44.6,35.4,.558,-0.85,-0.46,2.65,6-4,39-31,58-22,27-53,95.6%,69.9%,7.3%,1.5%,45,0.956,0.015,gs
5,Houston Rockets,43.5,36.5,.543,-3.49,-0.52,2.01,5-3,38-34,58-22,28-52,92.1%,24.3%,5.2%,1.1%,44,0.9209999999999999,0.011000000000000001,hou
6,Oklahoma City Thunder,41.3,38.7,.516,-0.29,-0.35,0.38,5-4,36-35,56-24,26-54,80.8%,0.4%,2.8%,0.6%,41,0.8079999999999999,0.006,okc
7,LA Clippers,40.4,39.6,.504,-2.00,-0.31,0.75,3-5,37-35,55-25,23-57,76.2%,19.7%,3.1%,0.6%,40,0.762,0.006,lac
8,Phoenix Suns,36.9,43.1,.462,-3.75,-0.04,-2.75,4-5,33-38,55-25,21-59,44.4%,5.3%,0.6%,0.1%,37,0.444,0.001,phx
9,Sacramento Kings,36.2,43.8,.452,-1.34,0.13,-3.97,4-4,32-40,52-28,21-59,38.8%,3.6%,0.5%,0.1%,36,0.38799999999999996,0.001,sac
10,New Orleans Pelicans,35.7,44.3,.446,2.07,-0.49,-4.49,4-5,32-39,50-30,21-59,33.7%,0.9%,0.3%,0,36,0.337,0,no
11,Los Angeles Lakers,34.3,45.7,.428,0.59,-0.07,-5.52,4-5,30-41,50-30,19-61,21.7%,1.5%,0.1%,0,34,0.217,0,lal
12,Portland Trail Blazers,32.6,47.4,.407,-1.51,0.24,-6.63,3-5,30-42,48-32,18-62,12.1%,,0.1%,0,33,0.121,0,por
13,San Antonio Spurs,29.4,50.6,.367,2.51,-0.15,-9.38,3-6,26-45,44-36,16-64,2.6%,,,0,29,0.026000000000000002,0,sa
14,Utah Jazz,29.1,50.9,.364,-0.56,0.35,-8.26,3-7,26-44,44-36,15-65,2.5%,,,0,29,0.025,0,uta
15,Memphis Grizzlies,26.5,53.5,.331,-3.13,0.42,-9.68,1-8,25-46,42-38,13-67,0.6%,,,0,26,0.006,0,mem
