Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,57.6,22.4,.720,1.46,-0.34,12.11,11-3,47-19,71-9,44-36,100.0%,72.2%,47.7%,34.4%,58,1,0.344,bos,Celtics
2,Philadelphia 76ers,54.5,25.5,.682,0.98,-0.28,9.98,10-3,45-22,68-12,42-38,99.9%,26.8%,28.9%,18.2%,54,0.9990000000000001,0.182,phi,76ers
3,New York Knicks,47.2,32.8,.590,0.97,0.05,5.33,8-6,39-27,62-18,32-48,93.4%,1.0%,8.0%,3.7%,47,0.934,0.037000000000000005,ny,Knicks
4,Milwaukee Bucks,46.5,33.5,.581,0.03,0.18,3.10,10-4,36-30,62-18,32-48,89.8%,57.8%,4.1%,1.4%,46,0.898,0.013999999999999999,mil,Bucks
5,Atlanta Hawks,44.5,35.5,.556,1.76,-0.20,3.76,6-6,38-30,58-22,29-51,80.1%,53.2%,3.7%,1.4%,44,0.8009999999999999,0.013999999999999999,atl,Hawks
6,Indiana Pacers,43.0,37.0,.537,0.13,0.20,2.04,7-5,36-32,59-21,30-50,67.5%,21.9%,2.0%,0.7%,43,0.675,0.006999999999999999,ind,Pacers
7,Orlando Magic,42.6,37.4,.533,-1.59,0.39,1.18,8-5,35-32,56-24,27-53,64.3%,28.3%,1.5%,0.4%,43,0.643,0.004,orl,Magic
8,Cleveland Cavaliers,43.3,36.7,.541,1.94,-0.20,2.09,7-6,36-31,59-21,28-52,69.1%,20.2%,2.1%,0.7%,43,0.691,0.006999999999999999,cle,Cavaliers
9,Miami Heat,41.1,38.9,.514,-1.81,0.51,-0.53,9-5,32-34,57-23,27-53,47.9%,18.5%,0.5%,0.2%,41,0.479,0.002,mia,Heat
10,Toronto Raptors,40.6,39.4,.508,1.33,0.25,1.33,6-7,35-32,55-25,24-56,45.8%,,0.9%,0.3%,41,0.45799999999999996,0.003,tor,Raptors
11,Brooklyn Nets,40.2,39.8,.502,1.60,0.28,0.84,6-7,34-33,57-23,26-54,40.7%,,0.6%,0.2%,40,0.40700000000000003,0.002,bkn,Nets
12,Chicago Bulls,32.0,48.0,.400,0.24,0.51,-4.02,5-10,27-38,49-31,17-63,1.2%,0.1%,,0,32,0.012,0,chi,Bulls
13,Detroit Pistons,27.4,52.6,.343,0.70,0.43,-5.70,2-13,25-40,43-37,15-65,0.1%,,,0,27,0.001,0,det,Pistons
14,Charlotte Hornets,28.1,51.9,.351,0.96,0.65,-7.58,4-9,24-43,43-37,14-66,0.1%,,,0,28,0.001,0,cha,Hornets
15,Washington Wizards,26.0,54.0,.325,1.13,0.48,-8.03,2-11,24-43,41-39,13-67,0,,,0,26,0,0,wsh,Wizards
1,Minnesota Timberwolves,53.7,26.3,.671,1.34,-0.94,8.27,10-3,44-23,67-13,40-40,99.9%,50.1%,32.2%,14.3%,54,0.9990000000000001,0.14300000000000002,min,T-Wolves
2,Oklahoma City Thunder,52.8,27.2,.660,-0.78,-0.76,8.00,10-4,43-23,67-13,35-45,99.9%,35.8%,30.3%,13.7%,53,0.9990000000000001,0.13699999999999998,okc,Thunder
3,Denver Nuggets,50.2,29.8,.627,-0.04,-0.80,5.46,10-4,40-26,63-17,33-47,99.3%,14.1%,15.9%,5.6%,50,0.993,0.055999999999999994,den,Nuggets
4,Golden State Warriors,45.0,35.0,.563,3.04,-1.39,3.37,7-8,38-27,59-21,29-51,91.7%,65.6%,8.0%,2.2%,45,0.917,0.022000000000000002,gs,Warriors
5,New Orleans Pelicans,43.3,36.7,.541,2.48,-1.13,1.77,7-7,36-30,56-24,27-53,82.0%,36.9%,3.7%,0.9%,43,0.82,0.009000000000000001,no,Pelicans
6,Houston Rockets,42.7,37.3,.534,-1.24,-0.70,1.68,6-6,37-31,57-23,28-52,77.5%,32.2%,3.7%,0.7%,43,0.775,0.006999999999999999,hou,Rockets
7,Dallas Mavericks,42.6,37.4,.533,-1.91,0.15,0.52,9-5,34-32,57-23,28-52,76.7%,30.9%,2.7%,0.4%,43,0.767,0.004,dal,Mavericks
8,LA Clippers,39.5,40.5,.494,-3.39,0.16,0.45,5-7,34-34,54-26,25-55,50.8%,10.3%,1.6%,0.3%,40,0.508,0.003,lac,Clippers
9,Phoenix Suns,39.7,40.3,.497,-2.51,-0.16,-0.89,7-6,33-34,54-26,24-56,50.6%,11.9%,1.1%,0.2%,40,0.506,0.002,phx,Suns
10,Sacramento Kings,39.6,40.4,.495,-1.17,0.29,-1.56,8-5,32-35,55-25,24-56,48.6%,9.8%,0.6%,0.1%,40,0.486,0.001,sac,Kings
11,Los Angeles Lakers,36.4,43.6,.454,-1.79,0.46,-3.51,8-6,28-38,53-27,21-59,21.9%,2.4%,0.2%,0,36,0.21899999999999997,0,lal,Lakers
12,Utah Jazz,29.2,50.8,.365,-1.50,0.60,-6.65,4-9,25-42,44-36,17-63,0.9%,,,0,29,0.009000000000000001,0,uta,Jazz
13,Memphis Grizzlies,26.3,53.7,.329,-3.11,0.49,-8.65,3-10,23-44,41-39,13-67,0.2%,,,0,26,0.002,0,mem,Grizzlies
14,Portland Trail Blazers,23.3,56.7,.292,-1.17,0.61,-11.32,3-10,20-47,38-42,10-70,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,21.2,58.8,.265,1.11,0.28,-12.75,3-11,18-48,36-44,9-71,0,,,0,21,0,0,sa,Spurs
