Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.4,25.6,.687,-0.29,0.03,5.69,39-16,17-10,65-17,47-35,100.0%,97.0%,33.3%,22.5%,56,1,0.225,bos
2,Milwaukee Bucks,52.6,29.4,.641,-0.18,0.33,2.54,37-17,16-12,63-19,42-40,100.0%,55.2%,10.0%,4.8%,53,1,0.048,mil
3,Cleveland Cavaliers,51.6,30.4,.629,0.04,-0.85,5.68,35-22,17-8,60-22,43-39,100.0%,44.8%,31.6%,21.2%,52,1,0.212,cle
4,Philadelphia 76ers,49.9,32.1,.609,-0.49,1.00,2.96,34-19,16-13,59-23,39-43,99.7%,2.7%,11.1%,5.8%,50,0.997,0.057999999999999996,phi
5,Brooklyn Nets,47.2,34.8,.575,-0.11,0.37,1.73,32-22,15-13,57-25,37-45,97.3%,0.3%,4.8%,2.3%,47,0.973,0.023,bkn
6,Miami Heat,43.6,38.4,.531,0.07,0.16,0.27,30-25,14-13,53-29,35-47,76.8%,75.3%,1.8%,0.6%,44,0.768,0.006,mia
7,New York Knicks,43.8,38.2,.534,-0.09,0.44,1.70,30-26,14-12,52-30,35-47,79.7%,,3.8%,1.7%,44,0.797,0.017,ny
8,Atlanta Hawks,40.4,41.6,.493,-0.08,0.12,-0.48,27-28,13-14,50-32,32-50,37.3%,16.5%,0.7%,0.3%,40,0.373,0.003,atl
9,Chicago Bulls,40.7,41.3,.496,0.18,-0.17,0.68,26-28,15-13,50-32,31-51,43.9%,,1.3%,0.5%,41,0.439,0.005,chi
10,Washington Wizards,39.2,42.8,.479,0.19,-0.26,-0.20,25-29,14-14,48-34,30-52,26.0%,8.2%,0.4%,0.2%,39,0.26,0.002,wsh
11,Toronto Raptors,39.8,42.2,.486,0.15,-0.11,0.97,26-30,14-12,49-33,31-51,32.4%,,1.2%,0.5%,40,0.324,0.005,tor
12,Indiana Pacers,36.9,45.1,.450,0.44,-0.37,-1.86,25-31,12-14,46-36,28-54,6.9%,,,0,37,0.069,0,ind
13,Orlando Magic,33.4,48.6,.407,0.20,0.06,-2.88,22-33,11-16,42-40,26-56,0.3%,,,0,33,0.003,0,orl
14,Detroit Pistons,22.6,59.4,.276,0.84,-0.62,-6.95,14-42,9-17,33-49,15-67,0,,,0,23,0,0,det
15,Charlotte Hornets,23.8,58.2,.290,0.38,0.25,-6.34,15-41,9-17,34-48,16-66,0,,,0,24,0,0,cha
1,Denver Nuggets,54.5,27.5,.664,-0.21,-0.26,4.17,38-17,16-11,65-17,45-37,100.0%,100.0%,30.9%,15.1%,54,1,0.151,den
2,Memphis Grizzlies,50.0,32.0,.610,-0.19,-0.46,3.63,33-21,17-11,59-23,40-42,99.9%,92.9%,24.1%,11.1%,50,0.9990000000000001,0.111,mem
3,Sacramento Kings,45.9,36.1,.560,-0.77,0.71,1.90,31-23,15-13,55-27,37-45,93.3%,57.0%,10.2%,3.3%,46,0.9329999999999999,0.033,sac
4,Phoenix Suns,43.8,38.2,.535,0.02,0.16,1.38,30-26,14-12,53-29,34-48,81.2%,28.3%,7.3%,2.3%,44,0.812,0.023,phx
5,Dallas Mavericks,43.9,38.1,.536,0.08,-0.65,0.76,30-26,14-12,53-29,34-48,81.9%,4.8%,5.5%,1.7%,44,0.8190000000000001,0.017,dal
6,New Orleans Pelicans,43.5,38.5,.531,-0.06,-0.46,1.88,29-27,15-11,52-30,33-49,77.9%,2.3%,8.4%,2.8%,44,0.779,0.027999999999999997,no
7,LA Clippers,42.2,39.8,.515,-0.69,1.26,-0.47,31-27,11-13,52-30,34-48,51.8%,7.5%,1.9%,0.5%,42,0.518,0.005,lac
8,Golden State Warriors,41.8,40.2,.510,0.01,-0.13,0.23,28-27,14-13,50-32,33-49,52.4%,7.1%,2.8%,0.7%,42,0.524,0.006999999999999999,gs
9,Minnesota Timberwolves,41.6,40.4,.507,-0.25,0.30,0.13,30-28,12-12,51-31,33-49,48.0%,,2.1%,0.5%,42,0.48,0.005,min
10,Oklahoma City Thunder,41.3,40.7,.503,0.22,-0.51,1.17,26-28,15-13,51-31,29-53,45.4%,,3.5%,1.0%,41,0.45399999999999996,0.01,okc
11,Portland Trail Blazers,40.5,41.5,.493,-0.15,0.19,0.08,27-28,13-14,50-32,31-51,33.4%,,1.5%,0.4%,40,0.33399999999999996,0.004,por
12,Utah Jazz,40.2,41.8,.491,0.04,-0.21,0.39,27-29,13-13,49-33,30-52,30.5%,,1.7%,0.4%,40,0.305,0.004,uta
13,Los Angeles Lakers,37.4,44.6,.456,-0.10,0.28,-1.39,25-30,12-15,47-35,28-54,4.4%,0.1%,0.1%,0,37,0.044000000000000004,0,lal
14,Houston Rockets,20.9,61.1,.255,0.29,0.29,-7.51,13-42,8-19,31-51,14-68,0,,,0,21,0,0,hou
15,San Antonio Spurs,20.7,61.3,.252,0.51,-0.08,-9.60,14-41,7-20,31-51,14-68,0,,,0,21,0,0,sa
