Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.8,17.2,.790,0.05,-2.40,11.27,48-13,17-4,69-13,57-25,100.0%,100.0%,76.7%,60.9%,65,1,0.609,bos,Celtics
2,Cleveland Cavaliers,52.1,29.9,.635,-0.53,-0.24,3.99,40-22,12-8,59-23,45-37,99.9%,66.2%,7.5%,2.9%,52,0.9990000000000001,0.028999999999999998,cle,Cavaliers
3,Milwaukee Bucks,51.2,30.8,.624,-0.80,1.88,3.04,41-22,10-9,58-24,43-39,100.0%,33.7%,5.0%,1.5%,51,1,0.015,mil,Bucks
4,Orlando Magic,47.9,34.1,.584,-0.39,-0.73,1.52,37-26,11-8,56-26,41-41,96.8%,65.3%,1.6%,0.4%,48,0.968,0.004,orl,Magic
5,New York Knicks,47.7,34.3,.582,-0.11,0.06,3.29,36-26,12-8,56-26,40-42,97.0%,,4.3%,1.4%,48,0.97,0.013999999999999999,ny,Knicks
6,Miami Heat,46.2,35.8,.564,-0.43,-0.74,0.41,35-26,11-10,54-28,37-45,89.4%,34.7%,0.7%,0.2%,46,0.894,0.002,mia,Heat
7,Philadelphia 76ers,46.0,36.0,.561,-0.61,0.13,2.47,35-27,11-9,54-28,38-44,90.2%,,2.8%,0.9%,46,0.902,0.009000000000000001,phi,76ers
8,Indiana Pacers,44.7,37.3,.545,-0.37,0.82,1.14,35-28,10-9,52-30,37-45,82.8%,0.1%,1.3%,0.4%,45,0.828,0.004,ind,Pacers
9,Chicago Bulls,39.3,42.7,.479,-0.30,-0.20,-1.64,30-32,9-11,48-34,32-50,22.5%,,0.1%,0,39,0.225,0,chi,Bulls
10,Atlanta Hawks,37.0,45.0,.452,-0.08,-0.24,-1.87,28-34,9-11,45-37,30-52,15.9%,,,0,37,0.159,0,atl,Hawks
11,Brooklyn Nets,34.5,47.5,.421,0.34,-1.37,-1.73,25-37,10-10,42-40,28-54,5.4%,,,0,34,0.054000000000000006,0,bkn,Nets
12,Toronto Raptors,30.9,51.1,.377,-0.03,-0.21,-3.86,23-39,8-12,40-42,23-59,0.2%,,,0,31,0.002,0,tor,Raptors
13,Charlotte Hornets,19.4,62.6,.236,-0.07,1.02,-10.49,15-47,4-16,27-55,15-67,0,,,0,19,0,0,cha,Hornets
14,Detroit Pistons,15.2,66.8,.185,0.26,-0.30,-8.63,9-52,6-15,23-59,10-72,0,,,0,15,0,0,det,Pistons
15,Washington Wizards,14.6,67.4,.178,0.38,-0.59,-9.66,9-53,6-14,21-61,9-73,0,,,0,15,0,0,wsh,Wizards
1,Oklahoma City Thunder,56.8,25.2,.693,-0.21,-0.02,7.39,43-19,14-6,63-19,47-35,100.0%,48.6%,34.3%,13.0%,57,1,0.13,okc,Thunder
2,Minnesota Timberwolves,56.4,25.6,.688,-0.20,0.08,6.69,43-19,13-7,63-19,47-35,100.0%,43.9%,28.5%,9.8%,56,1,0.098,min,T-Wolves
3,Denver Nuggets,54.5,27.5,.664,0.07,-0.31,4.10,42-20,12-8,61-21,47-35,100.0%,7.6%,9.8%,2.4%,54,1,0.024,den,Nuggets
4,LA Clippers,53.3,28.7,.650,0.05,-0.04,4.70,40-21,13-8,60-22,45-37,100.0%,98.2%,11.1%,2.6%,53,1,0.026000000000000002,lac,Clippers
5,New Orleans Pelicans,49.3,32.7,.602,-0.22,0.43,4.91,37-25,12-8,56-26,41-41,98.1%,94.1%,10.4%,2.8%,49,0.981,0.027999999999999997,no,Pelicans
6,Sacramento Kings,46.3,35.7,.564,0.56,0.33,0.97,35-26,11-10,54-28,38-44,78.6%,1.2%,1.3%,0.2%,46,0.7859999999999999,0.002,sac,Kings
7,Phoenix Suns,45.6,36.4,.556,-0.85,2.49,1.94,36-26,10-10,55-27,38-44,67.9%,0.3%,1.4%,0.2%,46,0.679,0.002,phx,Suns
8,Golden State Warriors,45.7,36.3,.557,0.63,-1.56,2.54,33-28,13-8,53-29,37-45,67.9%,0.4%,2.3%,0.4%,46,0.679,0.004,gs,Warriors
9,Dallas Mavericks,44.6,37.4,.544,0.36,-0.71,0.78,34-28,11-9,52-30,36-46,56.1%,5.9%,0.6%,0,45,0.561,0,dal,Mavericks
10,Los Angeles Lakers,42.7,39.3,.521,0.41,0.60,-0.07,34-30,9-9,50-32,36-46,29.0%,,0.2%,0,43,0.29,0,lal,Lakers
11,Houston Rockets,38.0,44.0,.464,0.57,-1.50,0.49,27-35,11-9,45-37,30-52,2.4%,,,0,38,0.024,0,hou,Rockets
12,Utah Jazz,34.7,47.3,.423,-0.13,2.81,-2.82,28-35,7-12,42-40,29-53,0,,,0,35,0,0,uta,Jazz
13,Memphis Grizzlies,29.2,52.8,.357,0.68,-0.89,-5.65,22-41,7-12,39-43,23-59,0,,,0,29,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.8,59.2,.278,0.45,1.27,-7.60,17-44,6-15,31-51,17-65,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,18.9,63.1,.230,0.57,0.98,-7.48,13-49,6-14,27-55,13-69,0,,,0,19,0,0,sa,Spurs
