Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.3,24.7,.698,-0.16,-0.11,5.53,45-18,12-7,63-19,49-33,100.0%,98.5%,30.4%,20.2%,57,1,0.20199999999999999,bos
2,Milwaukee Bucks,56.9,25.1,.694,-0.15,0.24,3.97,45-17,12-8,65-17,49-33,100.0%,97.9%,18.0%,10.6%,57,1,0.106,mil
3,Philadelphia 76ers,51.3,30.7,.625,-0.19,0.83,3.65,40-22,11-9,59-23,42-40,100.0%,1.5%,12.7%,6.7%,51,1,0.067,phi
4,Cleveland Cavaliers,50.6,31.4,.617,0.21,-1.62,5.45,39-26,12-5,56-26,43-39,100.0%,2.1%,24.4%,16.2%,51,1,0.162,cle
5,New York Knicks,47.6,34.4,.581,0.17,-0.46,3.31,37-27,11-7,55-27,39-43,99.4%,,8.9%,4.5%,48,0.9940000000000001,0.045,ny
6,Brooklyn Nets,44.4,37.6,.542,0.26,-0.06,0.52,34-28,10-10,53-29,37-45,88.5%,,1.9%,0.7%,44,0.885,0.006999999999999999,bkn
7,Miami Heat,41.9,40.1,.511,0.07,0.67,-0.78,33-30,9-10,50-32,33-49,58.7%,51.2%,0.5%,0.1%,42,0.5870000000000001,0.001,mia
8,Atlanta Hawks,40.8,41.2,.498,-0.05,0.30,-0.13,31-31,10-10,49-33,33-49,44.6%,24.0%,0.7%,0.2%,41,0.446,0.002,atl
9,Washington Wizards,40.6,41.4,.495,0.19,-0.27,0.27,30-32,11-9,48-34,33-49,44.8%,24.8%,1.0%,0.3%,41,0.44799999999999995,0.003,wsh
10,Toronto Raptors,39.9,42.1,.487,0.03,0.51,0.50,31-33,9-9,47-35,32-50,34.6%,,0.7%,0.3%,40,0.34600000000000003,0.003,tor
11,Chicago Bulls,39.2,42.8,.478,0.20,-0.22,0.88,29-34,10-9,47-35,32-50,27.0%,,0.8%,0.3%,39,0.27,0.003,chi
12,Indiana Pacers,35.8,46.2,.437,0.29,0.10,-2.18,28-36,8-10,43-39,29-53,2.4%,,,0,36,0.024,0,ind
13,Orlando Magic,34.1,47.9,.416,0.24,-0.03,-2.75,26-37,8-11,42-40,27-55,0.2%,,,0,34,0.002,0,orl
14,Detroit Pistons,21.3,60.7,.259,0.70,-0.47,-6.71,15-48,6-13,30-52,15-67,0,,,0,21,0,0,det
15,Charlotte Hornets,26.2,55.8,.319,0.25,0.53,-5.61,20-44,6-12,34-48,20-62,0,,,0,26,0,0,cha
1,Denver Nuggets,55.5,26.5,.677,-0.39,0.01,3.99,44-19,12-7,62-20,48-34,100.0%,100.0%,30.0%,13.8%,56,1,0.138,den
2,Memphis Grizzlies,51.3,30.7,.625,-0.15,-0.95,4.14,38-23,13-8,58-24,43-39,100.0%,99.6%,29.4%,13.8%,51,1,0.138,mem
3,Sacramento Kings,47.4,34.6,.578,-0.63,0.58,2.04,36-25,11-10,55-27,39-43,99.6%,78.7%,11.5%,4.1%,47,0.996,0.040999999999999995,sac
4,Phoenix Suns,44.0,38.0,.537,-0.14,0.53,1.48,34-29,10-9,52-30,37-45,92.9%,16.8%,8.5%,2.6%,44,0.929,0.026000000000000002,phx
5,Dallas Mavericks,42.6,39.4,.520,-0.09,-0.68,0.80,33-31,10-8,50-32,35-47,80.2%,0.3%,5.1%,1.5%,43,0.802,0.015,dal
6,Golden State Warriors,42.4,39.6,.518,-0.26,0.37,0.60,33-30,9-10,50-32,35-47,76.4%,4.1%,4.2%,1.1%,42,0.764,0.011000000000000001,gs
7,New Orleans Pelicans,41.5,40.5,.506,0.03,-0.97,0.97,31-32,11-8,49-33,34-48,64.3%,0.1%,4.6%,1.4%,42,0.643,0.013999999999999999,no
8,LA Clippers,40.8,41.2,.497,-0.49,1.18,-0.85,33-32,8-9,49-33,34-48,43.2%,0.4%,1.2%,0.2%,41,0.43200000000000005,0.002,lac
9,Minnesota Timberwolves,40.3,41.7,.491,-0.30,0.53,-0.46,32-32,8-10,48-34,33-49,42.4%,,1.4%,0.3%,40,0.424,0.003,min
10,Utah Jazz,40.3,41.7,.491,-0.23,0.41,0.23,31-32,9-10,48-34,32-50,44.1%,,1.8%,0.5%,40,0.441,0.005,uta
11,Los Angeles Lakers,39.4,42.6,.481,0.01,-0.26,-0.91,30-33,9-10,47-35,32-50,22.7%,0.1%,0.5%,0.1%,39,0.22699999999999998,0.001,lal
12,Portland Trail Blazers,38.1,43.9,.465,-0.23,0.48,-0.84,29-33,9-11,46-36,30-52,12.8%,,0.3%,0,38,0.128,0,por
13,Oklahoma City Thunder,38.9,43.1,.475,0.11,-0.76,1.13,28-34,11-9,47-35,31-51,21.4%,,1.7%,0.5%,39,0.214,0.005,okc
14,Houston Rockets,18.8,63.2,.229,0.44,-0.22,-8.50,13-49,6-14,27-55,13-69,0,,,0,19,0,0,hou
15,San Antonio Spurs,20.6,61.4,.252,0.24,0.25,-9.65,16-47,5-14,28-54,16-66,0,,,0,21,0,0,sa
