Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.2,24.8,.697,-0.39,0.02,6.07,33-12,24-13,68-14,47-35,100.0%,95.3%,38.3%,24.7%,57,1,0.247,bos
2,Cleveland Cavaliers,51.2,30.8,.625,0.04,-0.51,4.67,28-17,23-14,61-21,40-42,99.8%,74.5%,22.8%,12.6%,51,0.998,0.126,cle
3,Brooklyn Nets,49.4,32.6,.603,-0.12,0.13,2.90,27-16,22-17,60-22,37-45,99.1%,2.3%,10.8%,4.8%,49,0.991,0.048,bkn
4,Philadelphia 76ers,49.2,32.8,.600,-0.60,0.73,3.15,28-16,21-17,60-22,37-45,99.0%,2.2%,11.8%,5.5%,49,0.99,0.055,phi
5,Milwaukee Bucks,48.4,33.6,.590,-0.13,0.22,1.18,29-16,19-18,61-21,38-44,97.9%,25.2%,5.0%,1.7%,48,0.9790000000000001,0.017,mil
6,New York Knicks,45.3,36.7,.552,-0.42,0.63,2.51,25-20,20-17,57-25,34-48,90.2%,0.1%,7.0%,3.2%,45,0.902,0.032,ny
7,Miami Heat,42.0,40.0,.512,-0.20,0.41,-0.09,24-21,18-19,54-28,29-53,61.1%,66.5%,1.3%,0.3%,42,0.611,0.003,mia
8,Indiana Pacers,40.6,41.4,.495,0.14,0.07,-0.68,23-22,18-19,52-30,29-53,41.2%,0.3%,0.7%,0.2%,41,0.41200000000000003,0.002,ind
9,Atlanta Hawks,39.8,42.2,.486,-0.26,0.28,-1.03,22-22,18-20,51-31,28-54,34.7%,27.3%,0.4%,0.1%,40,0.34700000000000003,0.001,atl
10,Chicago Bulls,40.2,41.8,.490,0.90,-0.88,0.26,20-24,20-18,52-30,28-54,40.4%,0.1%,1.0%,0.3%,40,0.40399999999999997,0.003,chi
11,Toronto Raptors,38.8,43.2,.474,0.28,-0.16,0.39,20-25,19-18,49-33,29-53,24.9%,,0.7%,0.2%,39,0.249,0.002,tor
12,Washington Wizards,36.9,45.1,.450,0.67,-0.65,-0.92,18-26,19-19,48-34,26-56,11.6%,6.2%,0.1%,0,37,0.11599999999999999,0,wsh
13,Orlando Magic,30.9,51.1,.377,0.03,0.34,-3.77,16-28,15-23,42-40,18-64,0.2%,0.1%,,0,31,0.002,0,orl
14,Detroit Pistons,24.2,57.8,.295,0.91,-0.46,-6.47,12-35,12-23,36-46,14-68,0,,,0,24,0,0,det
15,Charlotte Hornets,24.2,57.8,.295,0.77,-0.30,-6.00,11-34,13-24,35-47,14-68,0,,,0,24,0,0,cha
1,Memphis Grizzlies,55.1,26.9,.672,-0.34,-0.26,5.59,30-13,25-14,65-17,45-37,100.0%,94.0%,37.4%,21.1%,55,1,0.21100000000000002,mem
2,Denver Nuggets,53.4,28.6,.652,-0.42,0.08,3.68,31-13,22-16,63-19,43-39,100.0%,99.5%,20.1%,9.5%,53,1,0.095,den
3,New Orleans Pelicans,48.8,33.2,.595,-0.15,-0.26,3.60,26-18,23-15,60-22,36-46,99.4%,5.8%,17.2%,8.0%,49,0.9940000000000001,0.08,no
4,Sacramento Kings,46.1,35.9,.563,-0.59,0.12,2.37,24-18,22-18,59-23,34-48,95.4%,81.0%,10.0%,3.7%,46,0.9540000000000001,0.037000000000000005,sac
5,Dallas Mavericks,43.3,38.7,.528,0.11,-0.27,0.47,24-21,19-18,54-28,31-51,80.2%,0.2%,3.2%,0.8%,43,0.802,0.008,dal
6,Oklahoma City Thunder,41.6,40.4,.508,0.42,-0.47,1.17,21-23,21-17,52-30,31-51,63.8%,0.2%,3.5%,0.9%,42,0.638,0.009000000000000001,okc
7,Utah Jazz,41.5,40.5,.506,0.06,-0.09,0.78,23-24,18-17,53-29,31-51,61.2%,0.2%,2.7%,0.8%,42,0.612,0.008,uta
8,Portland Trail Blazers,40.4,41.6,.493,-0.21,0.24,0.29,21-23,19-19,51-31,30-52,45.9%,0.1%,1.6%,0.4%,40,0.45899999999999996,0.004,por
9,Phoenix Suns,40.5,41.5,.494,0.33,-0.12,0.75,21-24,20-17,51-31,30-52,51.4%,9.7%,2.3%,0.6%,40,0.514,0.006,phx
10,Golden State Warriors,39.6,42.4,.483,-0.41,0.61,-0.80,22-22,18-20,51-31,28-54,37.0%,5.8%,0.7%,0.2%,40,0.37,0.002,gs
11,Minnesota Timberwolves,39.1,42.9,.477,-0.37,0.46,-0.79,22-23,17-20,50-32,28-54,29.4%,,0.7%,0.2%,39,0.294,0.002,min
12,LA Clippers,38.8,43.2,.473,-0.69,0.76,-1.45,23-23,16-20,49-33,28-54,24.4%,2.7%,0.4%,0.1%,39,0.244,0.001,lac
13,Los Angeles Lakers,37.3,44.7,.455,-0.31,0.51,-1.34,20-24,17-21,49-33,24-58,11.9%,0.8%,0.2%,0.1%,37,0.11900000000000001,0.001,lal
14,Houston Rockets,21.5,60.5,.262,0.25,0.47,-7.62,10-34,11-27,31-51,12-70,0,,,0,22,0,0,hou
15,San Antonio Spurs,24.6,57.4,.301,0.62,-0.04,-8.11,14-31,11-26,35-47,16-66,0,,,0,25,0,0,sa
