Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.8,25.2,.692,-0.39,0.07,5.47,35-13,22-12,66-16,45-37,100.0%,92.5%,34.4%,21.7%,57,1,0.217,bos
2,Cleveland Cavaliers,50.6,31.4,.617,0.18,-0.82,4.62,29-19,22-12,59-23,40-42,99.9%,74.1%,23.4%,13.3%,51,0.9990000000000001,0.133,cle
3,Philadelphia 76ers,50.4,31.6,.615,-0.52,0.64,3.33,30-16,20-16,61-21,40-42,99.7%,4.7%,14.4%,7.2%,50,0.997,0.07200000000000001,phi
4,Brooklyn Nets,49.8,32.2,.607,-0.18,0.18,2.87,29-17,21-15,60-22,39-43,99.4%,2.8%,11.7%,5.4%,50,0.9940000000000001,0.054000000000000006,bkn
5,Milwaukee Bucks,48.4,33.6,.591,-0.19,0.30,1.24,30-17,18-17,59-23,39-43,98.6%,25.5%,5.4%,2.1%,48,0.986,0.021,mil
6,Miami Heat,43.0,39.0,.525,-0.04,0.17,0.17,26-22,17-17,53-29,32-50,72.8%,71.6%,2.3%,0.8%,43,0.728,0.008,mia
7,New York Knicks,42.8,39.2,.522,-0.41,0.73,1.61,25-23,18-16,54-28,31-51,71.7%,,3.9%,1.5%,43,0.7170000000000001,0.015,ny
8,Chicago Bulls,41.4,40.6,.505,0.65,-0.76,0.67,22-24,19-17,52-30,30-52,54.9%,0.3%,2.2%,0.6%,41,0.5489999999999999,0.006,chi
9,Atlanta Hawks,40.0,42.0,.488,-0.28,0.35,-0.82,24-24,16-18,51-31,30-52,35.3%,18.7%,0.6%,0.2%,40,0.353,0.002,atl
10,Washington Wizards,38.5,43.5,.470,0.58,-0.69,-0.27,20-26,19-17,50-32,28-54,23.4%,9.6%,0.5%,0.2%,38,0.23399999999999999,0.002,wsh
11,Indiana Pacers,38.8,43.2,.473,0.28,-0.07,-1.49,23-25,16-18,49-33,28-54,22.4%,0.1%,0.3%,0,39,0.22399999999999998,0,ind
12,Toronto Raptors,38.6,43.4,.470,0.35,-0.38,0.56,21-27,18-16,50-32,29-53,21.8%,,0.8%,0.3%,39,0.218,0.003,tor
13,Orlando Magic,32.4,49.6,.396,0.19,0.05,-3.19,18-29,14-21,44-38,22-60,0.3%,0.1%,,0,32,0.003,0,orl
14,Detroit Pistons,22.9,59.1,.279,0.86,-0.48,-7.00,12-37,11-22,33-49,13-69,0,,,0,23,0,0,det
15,Charlotte Hornets,25.1,56.9,.306,0.56,-0.09,-5.98,13-35,12-22,36-46,16-66,0,,,0,25,0,0,cha
1,Denver Nuggets,53.9,28.1,.658,-0.38,0.03,3.99,33-14,21-14,64-18,44-38,100.0%,99.8%,24.5%,12.5%,54,1,0.125,den
2,Memphis Grizzlies,53.0,29.0,.646,-0.15,-0.42,4.53,31-16,22-13,63-19,39-43,100.0%,95.9%,28.3%,15.5%,53,1,0.155,mem
3,Sacramento Kings,48.0,34.0,.585,-0.34,-0.20,3.24,27-19,21-15,58-24,37-45,98.7%,87.6%,16.2%,7.3%,48,0.987,0.073,sac
4,New Orleans Pelicans,45.8,36.2,.559,-0.24,-0.06,2.36,26-21,20-15,58-24,35-47,94.6%,3.6%,10.9%,4.6%,46,0.946,0.046,no
5,Phoenix Suns,42.1,39.9,.513,0.34,-0.22,0.98,24-24,18-16,52-30,32-50,68.2%,8.8%,4.2%,1.6%,42,0.682,0.016,phx
6,Oklahoma City Thunder,42.4,39.6,.518,0.40,-0.60,1.47,23-24,19-16,54-28,32-50,70.6%,0.2%,5.1%,1.9%,42,0.706,0.019,okc
7,Dallas Mavericks,42.5,39.5,.518,0.03,-0.25,0.43,25-23,18-16,53-29,32-50,70.4%,0.5%,3.4%,0.9%,42,0.7040000000000001,0.009000000000000001,dal
8,Utah Jazz,42.0,40.0,.512,-0.08,0.06,1.20,25-25,17-15,52-30,32-50,65.6%,0.1%,4.0%,1.5%,42,0.6559999999999999,0.015,uta
9,Golden State Warriors,39.9,42.1,.486,-0.12,0.24,-0.50,23-24,17-18,50-32,28-54,35.8%,2.0%,1.1%,0.3%,40,0.358,0.003,gs
10,LA Clippers,39.4,42.6,.480,-0.71,1.00,-1.51,25-24,14-19,51-31,29-53,26.1%,1.2%,0.3%,0,39,0.261,0,lac
11,Portland Trail Blazers,39.4,42.6,.481,-0.31,0.45,0.18,22-25,17-18,50-32,29-53,31.0%,,1.1%,0.3%,39,0.31,0.003,por
12,Minnesota Timberwolves,38.7,43.3,.472,-0.59,0.93,-0.94,24-25,15-18,51-31,28-54,20.7%,,0.5%,0.1%,39,0.207,0.001,min
13,Los Angeles Lakers,38.6,43.4,.470,-0.04,0.18,-0.90,22-25,17-18,48-34,28-54,18.1%,0.5%,0.5%,0.2%,39,0.18100000000000002,0.002,lal
14,Houston Rockets,21.4,60.6,.261,0.09,0.64,-7.47,11-36,10-25,32-50,13-69,0,,,0,21,0,0,hou
15,San Antonio Spurs,23.6,58.4,.288,0.48,0.09,-8.41,14-33,10-25,34-48,15-67,0,,,0,24,0,0,sa
